Gene = Nuf2
Position 1067: 1.5703848414870528e-07
Position 829: 1.5077811166293095e-07
Position 1115: 1.5029823444044595e-07
Position 771: 1.4456436020218812e-07
Position 1032: 1.211411065185715e-07
Position 916: 1.1701103570156766e-07
Position 1253: 1.1618233749715083e-07
Position 294: 1.0643800285834465e-07
Position 602: 1.0583882501349159e-07
Position 908: 1.0272720395772722e-07
Position 1052: 8.350145385436493e-08
Position 1121: 8.179990614126264e-08
Position 1307: 7.270487789374514e-08
Position 722: 6.830342031635914e-08
Position 902: 6.361991858857833e-08
Position 272: 4.908827537393918e-08
Position 795: 4.6527963874463675e-08
Position 784: 4.571992599973496e-08
Position 1064: 3.120034536957744e-08
Position 599: 2.6907324868588124e-08
Position 824: 1.386471184796408e-08
Position 1124: 1.2965386906697686e-08
Position 400: 1.2398805838166044e-08
Position 1056: 8.876723293362867e-09
Position 797: 8.381588006980923e-09
Position 874: 7.407762316491422e-09
Position 524: 5.696434227444665e-09
Position 1298: 5.052372200919636e-09
Position 527: 2.494932925190702e-09
Position 1328: 2.168884258593342e-09
Position 895: 9.740155709482422e-10
Position 384: 6.357921153613212e-10
Position 311: 5.908142781942641e-10
Position 810: 2.0450156551934812e-10
Position 804: 1.8658778387085584e-10
Position 789: 1.7459642395346592e-10
Position 695: 1.423749420161754e-10
Position 1034: 3.4596042124352386e-11
Position 737: 1.424232212803664e-11
Position 806: 1.3808763969956457e-11
Position 779: 8.758519336089739e-12
Position 1036: 3.4295752360338154e-13
Position 377: 1.9666000454794175e-14
