Gene = eIF3i
Position 267: 3.857169323228003e-07
Position 637: 3.753761680188099e-07
Position 1248: 2.8081287681296876e-07
Position 1049: 2.012789630595401e-07
Position 657: 1.3744616442130684e-07
Position 660: 1.060374619605061e-07
Position 786: 9.373679571373114e-08
Position 1150: 8.29162655296175e-08
Position 1331: 8.159980160690923e-08
Position 1250: 4.423116380272868e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 806: 0.9968345357661703
Position 261: 0.5899031586500848
Position 537: 0.04343536122677822
Position 140: 0.0208872654556966
Position 669: 0.018413016688673175
Position 579: 0.012646607363342473
Position 279: 0.009327639706548572
Position 583: 0.005271309435947883
Position 1188: 0.005170972669678724
Position 348: 0.002272796716849078
Position 309: 0.0018908335912712802
Position 171: 0.001518506548505996
Position 554: 0.0012596107050537738
Position 904: 0.0010159558144829627
Position 563: 0.0009994701271247648
Position 215: 0.0009305649706829279
Position 612: 0.0007188358639323216
Position 504: 0.0006695954300394875
Position 856: 0.0006225926005885286
Position 847: 0.0005555912835909903
Position 1377: 0.0005225622383612386
Position 1308: 0.00036165078210303477
Position 882: 0.0003477980942135199
Position 601: 0.00025372392771804314
Position 991: 0.000129162727913199
Position 414: 0.00012348531666611849
Position 489: 0.00012227446019391446
Position 1032: 0.0001196747732512816
Position 666: 0.0001071447705047219
Position 973: 9.367345896863473e-05
Position 1325: 8.921419275214487e-05
Position 1294: 6.053133795093149e-05
Position 614: 5.8701751048199136e-05
Position 1305: 4.81922150916386e-05
Position 943: 3.351998155493036e-05
Position 354: 3.2788434904088584e-05
Position 1165: 2.7736812537902298e-05
Position 1013: 2.4854623483433406e-05
Position 1319: 2.4083079219053155e-05
Position 1070: 1.6903662273015753e-05
Position 357: 1.596517292499162e-05
Position 1102: 1.552569802663973e-05
Position 1255: 1.4905920135906437e-05
Position 321: 9.697414765252915e-06
Position 1316: 9.639797777511846e-06
Position 1144: 9.386143929000367e-06
Position 1147: 8.690940475669683e-06
Position 913: 8.409117305381885e-06
Position 672: 7.3022174319575965e-06
Position 179: 3.318210988413173e-06
Position 1399: 2.1130306612465722e-06
Position 1213: 1.3705948207125532e-06
Position 1150: 1.3231643119575387e-06
Position 447: 1.221751103619024e-06
Position 385: 8.456418107565387e-07
Position 1266: 7.153643042872444e-07
Position 111: 7.116565261658113e-07
Position 1235: 2.959295764220428e-07
Position 751: 2.3536459240649844e-07
Position 1111: 1.5547032182037973e-07
Position 1279: 1.3553559052199737e-07
Position 1291: 6.974848003153512e-08
Position 288: 6.782204116404815e-08
Position 1215: 5.594353228061682e-08
Position 1006: 3.429036167964917e-08
Position 456: 2.9698012285396495e-08
Position 738: 1.895710917489864e-08
Position 1081: 1.7230004793252305e-08
Position 699: 1.4243451504371198e-08
Position 1327: 3.6047682473565835e-09
Position 909: 1.6596957896422444e-09
Position 1232: 9.992966921349821e-10
Position 449: 6.219737695721547e-15
