Gene = Pdxk
Position 330: 7.91726662943729e-06
Position 878: 6.625786437008447e-06
Position 1206: 6.299512822957185e-06
Position 1265: 3.932511842615755e-06
Position 600: 3.37299758214883e-06
Position 605: 2.960030540244381e-06
Position 1079: 2.9231687661954476e-06
Position 1536: 2.7174588218703092e-06
Position 277: 2.505745333402655e-06
Position 313: 1.5311391178355651e-06
Position 1576: 1.3284546016351534e-06
Position 1479: 1.0551380716440354e-06
Position 1110: 7.378681743274441e-07
Position 1564: 4.6880283778361e-07
Position 1657: 3.905290599929442e-07
Position 1348: 3.41686796939919e-07
Position 1232: 3.2262085321444453e-07
Position 1280: 2.8602917982280104e-07
Position 1476: 2.7630504272936517e-07
Position 1485: 2.3594521109770145e-07
Position 486: 1.7935745891457568e-07
Position 1254: 1.0854409598443637e-07
Position 1313: 7.725140214396008e-08
Position 534: 1.7749362906082253e-08
Position 542: 5.34196568972247e-09
Position 560: 2.1493588499351083e-09
Position 565: 4.125098413948708e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 692: 0.9799971789016443
Position 526: 0.85770033436209
Position 280: 0.10849905502592676
Position 1206: 0.03742317438824838
Position 1098: 0.028816045011945943
Position 1141: 0.018118619178713408
Position 679: 0.016812540258397696
Position 1516: 0.007562262015959102
Position 1254: 0.0029648924987842142
Position 871: 0.00227265787544914
Position 956: 0.002152208528629972
Position 1562: 0.0019407056846644437
Position 1261: 0.0017523371395063761
Position 1059: 0.0015659298838876143
Position 787: 0.0015151877985757499
Position 1703: 0.0014216835367067914
Position 1056: 0.0013176156462670352
Position 706: 0.0012458697493617518
Position 1530: 0.0011091819710710084
Position 1027: 0.0009492870782654769
Position 1105: 0.0008841876006774947
Position 889: 0.0008719515668438494
Position 289: 0.0008128556489895506
Position 476: 0.0008078462599116337
Position 565: 0.0007253563340080661
Position 1138: 0.0006047942463674622
Position 886: 0.0003990802212823021
Position 961: 0.0003305355983505129
Position 926: 0.0002883020696384896
Position 486: 0.00022835219787283167
Position 179: 0.0002032600886574018
Position 1598: 0.00019887215956874608
Position 1433: 0.00019743668019502102
Position 345: 0.00014578222961136376
Position 1102: 0.00014443906674649823
Position 330: 0.00011802786619649851
Position 1657: 8.857974933926544e-05
Position 156: 8.756522172853745e-05
Position 1322: 8.03944264914814e-05
Position 246: 7.168301041360934e-05
Position 401: 6.068668306918442e-05
Position 1521: 5.697330515877898e-05
Position 1039: 5.030354517374662e-05
Position 183: 4.346446041365993e-05
Position 1602: 4.029799986439083e-05
Position 1369: 3.592101144655051e-05
Position 455: 3.53575053658775e-05
Position 1240: 3.454420675159681e-05
Position 976: 3.335210823618969e-05
Position 86: 2.057014137956054e-05
Position 1273: 1.3815559015009827e-05
Position 348: 1.3215562931860612e-05
Position 987: 9.897546773104847e-06
Position 1150: 9.234195350847611e-06
Position 1339: 8.962824586130898e-06
Position 360: 8.57735549588221e-06
Position 1072: 8.204871215614745e-06
Position 979: 6.66105177493227e-06
Position 1219: 6.2922477855171895e-06
Position 186: 6.185141950071498e-06
Position 193: 6.111966696869701e-06
Position 808: 5.160105628569052e-06
Position 1641: 5.060626157058416e-06
Position 1215: 4.920072374248801e-06
Position 199: 4.5556631104843475e-06
Position 724: 4.25829151446493e-06
Position 1405: 4.061694920867089e-06
Position 715: 3.988248704077572e-06
Position 1375: 3.976931819384244e-06
Position 434: 2.9335228198811902e-06
Position 383: 2.829421474559122e-06
Position 197: 2.7966854974782412e-06
Position 589: 2.717879842784106e-06
Position 1226: 2.415912594275325e-06
Position 1393: 2.3460668795402432e-06
Position 1313: 2.174422786980329e-06
Position 342: 2.102716791154796e-06
Position 1319: 2.06390415209119e-06
Position 1348: 1.3586968729859871e-06
Position 1576: 9.89061426880374e-07
Position 619: 9.472911615612376e-07
Position 202: 8.535167877896618e-07
Position 1354: 8.172516132854019e-07
Position 805: 8.10500448052314e-07
Position 817: 5.669389507892302e-07
Position 55: 4.057222571786576e-07
Position 1571: 3.8420115438744395e-07
Position 206: 3.58151104611817e-07
Position 913: 2.4545122698163947e-07
Position 1604: 1.1557926148974945e-07
Position 598: 1.1232069718243049e-07
Position 1388: 9.281429466582211e-08
Position 1564: 6.739310181173409e-08
Position 403: 4.4724896354253437e-08
Position 991: 2.3107774445622755e-08
Position 1006: 2.0640166370791602e-08
Position 718: 1.9500159013543084e-08
Position 1015: 8.373685735938553e-09
Position 626: 5.638465991765155e-10
Position 631: 1.0645445076667737e-10
