Gene = ScpX
Position 605: 9.961501883169922e-07
Position 2087: 8.590119415186682e-07
Position 1392: 7.64634394376344e-07
Position 385: 7.241057797280322e-07
Position 1199: 6.184651815362211e-07
Position 1177: 5.570070035375048e-07
Position 1758: 5.433320432276352e-07
Position 1216: 5.372464216660044e-07
Position 507: 5.062609460899242e-07
Position 1451: 4.821071683506253e-07
Position 85: 4.068526812757785e-07
Position 717: 3.6944706074367126e-07
Position 1190: 3.6815259429707755e-07
Position 128: 3.357759575676004e-07
Position 479: 3.0828461902789383e-07
Position 1512: 2.5582860431175244e-07
Position 334: 2.4596497043682383e-07
Position 1739: 2.1742170396764902e-07
Position 523: 1.74406139379293e-07
Position 767: 1.4015379218299822e-07
Position 1442: 8.732939611836593e-08
Position 1141: 5.380824166801727e-08
Position 481: 2.614638838224948e-08
Position 905: 1.4849809388849335e-08
Position 1221: 4.213356184852156e-09
Position 876: 1.3749297676375148e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 876: 0.998474546519828
Position 2075: 0.932327760517996
Position 1131: 0.9259733835576338
Position 493: 0.5163138111179487
Position 2377: 0.12415617974165731
Position 1141: 0.06429339842358282
Position 379: 0.016764217058517477
Position 250: 0.012952618770682352
Position 2103: 0.010989537336942613
Position 1772: 0.009153106448348361
Position 543: 0.004430945848052917
Position 210: 0.00410698071036261
Position 2132: 0.004075120513621434
Position 1930: 0.003543646713747
Position 499: 0.0035078899425947394
Position 2164: 0.0029089189830867447
Position 717: 0.0025544070776813274
Position 568: 0.002192461379957526
Position 385: 0.0021495895290463383
Position 230: 0.001955897617400286
Position 273: 0.001741825210362694
Position 1168: 0.0013446810163291088
Position 739: 0.0013178386502818423
Position 216: 0.0010766664396073813
Position 1405: 0.00092748885782818
Position 1782: 0.0008307686819288943
Position 1714: 0.0007823527391754904
Position 1870: 0.0006571593411556991
Position 903: 0.0006135766658414112
Position 502: 0.0005133271611787956
Position 105: 0.0004956902032361958
Position 736: 0.0003415196109078635
Position 1840: 0.0003274052832671297
Position 414: 0.0003099087228260673
Position 1906: 0.0002968822666602982
Position 1954: 0.00029572209629162674
Position 1186: 0.00023391715772550588
Position 1984: 0.00019184681238332957
Position 1813: 0.00017510327881746786
Position 560: 0.00016362241857775892
Position 225: 0.00014460293769997062
Position 2221: 0.00011512487415858558
Position 1587: 0.00011001093553780913
Position 2039: 0.00010521752950155788
Position 1420: 9.584655189237939e-05
Position 643: 8.632101867434992e-05
Position 1357: 8.395368595836541e-05
Position 1660: 8.165710878933471e-05
Position 1867: 7.691391060814191e-05
Position 2152: 6.72540937770503e-05
Position 1981: 6.246198442665972e-05
Position 1447: 6.142029437759833e-05
Position 2149: 5.068990623005639e-05
Position 1498: 4.972565156838264e-05
Position 177: 4.455444953669545e-05
Position 1369: 4.314374185537559e-05
Position 1879: 4.036606358024251e-05
Position 1681: 3.8651325987733416e-05
Position 1313: 3.740609946045881e-05
Position 1606: 3.119582606819145e-05
Position 1432: 2.583610268474089e-05
Position 2170: 2.46133855127914e-05
Position 790: 2.19087362157458e-05
Position 1687: 1.9446534826870518e-05
Position 2137: 1.8475603626748465e-05
Position 402: 1.5995216698321757e-05
Position 598: 1.4160004419980912e-05
Position 2176: 1.3682347177541282e-05
Position 1244: 1.2174226879270322e-05
Position 1570: 1.0767631214669153e-05
Position 515: 9.728234290582666e-06
Position 2289: 8.951754327953405e-06
Position 601: 8.917870756700157e-06
Position 984: 8.905787870850299e-06
Position 761: 8.388118599119395e-06
Position 963: 8.26899572478437e-06
Position 1165: 6.4267398950381125e-06
Position 452: 5.673749793852633e-06
Position 1483: 5.4071598401325485e-06
Position 1702: 4.619230701203997e-06
Position 583: 4.503538767975515e-06
Position 1438: 4.242520433223667e-06
Position 227: 2.688537598906267e-06
Position 1072: 2.5475378474592125e-06
Position 1297: 1.9485973925360792e-06
Position 2339: 1.8128941214536863e-06
Position 547: 1.6847973116033867e-06
Position 943: 1.628676255743695e-06
Position 263: 1.1970311226699804e-06
Position 589: 1.185804231461141e-06
Position 1888: 1.1465201581470428e-06
Position 626: 1.1200539034749518e-06
Position 987: 1.018754379528107e-06
Position 2122: 1.0125080812066168e-06
Position 1216: 9.360189301143869e-07
Position 2182: 8.767014852205353e-07
Position 1321: 8.630770224722374e-07
Position 1550: 7.690154479118632e-07
Position 1824: 6.932643501782813e-07
Position 1050: 6.841370700948759e-07
Position 2234: 6.494889328766309e-07
Position 157: 6.298559009116449e-07
Position 1177: 4.991179405306434e-07
Position 1990: 4.785213055995133e-07
Position 1329: 3.1784366380980203e-07
Position 918: 2.9040914327046215e-07
Position 1210: 2.6744486818533197e-07
Position 121: 1.6136240363572395e-07
Position 1996: 1.4354000473512075e-07
Position 2238: 1.3725419061195758e-07
Position 1517: 1.1983647686024263e-07
Position 1359: 1.1089123052635056e-07
Position 2321: 1.0370430476154566e-07
Position 1648: 9.79803417574375e-08
Position 1294: 8.210041350712182e-08
Position 1828: 7.033611572197901e-08
Position 1264: 6.650198852876129e-08
Position 593: 4.3688223991314934e-08
Position 1041: 2.7869352600867153e-08
Position 2266: 2.6923962505887484e-08
Position 1011: 2.6833143450769486e-08
Position 658: 2.4753428532907567e-08
Position 1882: 2.3074123268270877e-08
Position 817: 2.2667999828665522e-08
Position 1534: 9.937613061731627e-09
Position 999: 9.575513904833952e-09
Position 1029: 7.25026558681013e-09
Position 2260: 6.778428006576151e-09
Position 1199: 5.274908330075676e-09
Position 188: 4.450037406649213e-09
Position 996: 3.358551421912874e-09
Position 927: 2.930945649470348e-09
Position 796: 1.2104923220702923e-09
Position 824: 5.958538580268242e-10
Position 1678: 5.197821740011608e-10
Position 936: 4.880912861988853e-10
Position 1074: 3.2684489872352015e-10
Position 186: 1.0369586315227751e-10
Position 1422: 4.625369456971228e-11
Position 748: 4.330378673453737e-11
Position 1017: 1.8271990058898882e-11
Position 2248: 1.1739003634583684e-11
Position 1195: 1.1636238429221001e-11
Position 1519: 9.057880984526443e-12
Position 2245: 6.8116096604761945e-12
Position 2020: 4.6592916644954636e-12
Position 750: 3.083035023569521e-15
