Gene = ND-B17
Position 23: 1.1156574297094434e-08
Position 1252: 9.223296796025468e-09
Position 1278: 4.932578821323414e-09
Position 389: 4.832790026526437e-09
Position 1696: 1.2344275686822824e-09
Position 194: 7.669195286501581e-10
Position 411: 6.861243139005276e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 426: 0.99763536093063
Position 1226: 0.8874928681834974
Position 624: 0.24363816031562874
Position 653: 0.030611207545059714
Position 1200: 0.023753917630971236
Position 1274: 0.01940608003212014
Position 777: 0.0177777103210845
Position 1481: 0.010631759316367052
Position 628: 0.008205500509627902
Position 735: 0.00576387140258824
Position 992: 0.003296885341409532
Position 637: 0.0024681728699934573
Position 604: 0.0017216073651002883
Position 1271: 0.001687114928074993
Position 1730: 0.0015732894219207707
Position 1160: 0.0013164636649571188
Position 1084: 0.0012591382464175688
Position 1649: 0.0011614059049833375
Position 668: 0.001142381672245175
Position 1137: 0.0010714520128682872
Position 1071: 0.0008338138900339497
Position 937: 0.0007050732795481412
Position 435: 0.0004565134156922693
Position 1241: 0.00031925587503619764
Position 329: 0.00015347414027487571
Position 1304: 0.00013307826792729834
Position 1110: 0.00013055059427373659
Position 1601: 0.00011410878972985302
Position 224: 0.00010171046653750184
Position 1094: 9.337662143873718e-05
Position 642: 7.688337743509808e-05
Position 895: 4.284814134323962e-05
Position 1487: 3.027207322426484e-05
Position 1535: 2.685138713123756e-05
Position 1088: 2.6235134784703325e-05
Position 203: 2.1034857034962782e-05
Position 1027: 1.9430155023850384e-05
Position 108: 1.4879395342103412e-05
Position 1036: 1.436730172695988e-05
Position 1000: 1.3154647569013366e-05
Position 1689: 9.007748804395643e-06
Position 1682: 8.9751239231365e-06
Position 402: 8.063202331983118e-06
Position 389: 7.42309402626542e-06
Position 80: 4.94716830103491e-06
Position 263: 4.687320174563793e-06
Position 239: 4.416495656369523e-06
Position 1673: 2.836104687699043e-06
Position 468: 2.3843120436818983e-06
Position 1530: 2.3408688174420218e-06
Position 1740: 1.6178950550500831e-06
Position 570: 1.4135705154155008e-06
Position 1415: 1.397951238157512e-06
Position 233: 1.0439120067632697e-06
Position 1493: 6.795150302788263e-07
Position 1287: 4.5034329340628393e-07
Position 1401: 4.446310451814518e-07
Position 140: 4.20663885697299e-07
Position 302: 3.735899194200836e-07
Position 242: 2.40304557128033e-07
Position 1045: 1.7612276529960412e-07
Position 1702: 1.4207946413954905e-07
Position 206: 1.0138644431299374e-07
Position 1292: 7.73090606255024e-08
Position 1392: 4.274594823938483e-08
Position 1368: 3.190546072605489e-08
Position 284: 3.0834523931179954e-08
Position 1709: 2.5507934228200276e-08
Position 405: 2.3153272211801624e-08
Position 361: 2.25391676850482e-08
Position 1375: 1.518749039276387e-08
Position 516: 1.473309179364726e-08
Position 525: 1.3612504451060933e-08
Position 278: 6.141764301463201e-09
Position 1355: 4.601493625664108e-09
Position 179: 2.371116457270787e-09
Position 1002: 2.0141079528724305e-09
Position 1495: 1.6360654974248018e-09
Position 173: 1.3168049495017246e-09
Position 553: 3.4509333560452103e-10
Position 533: 6.445940879724429e-12
Position 1377: 5.317889663060604e-12
Position 545: 1.0892491549045815e-13
