Gene = Tango6
Position 1778: 0.00038762833414264535
Position 1546: 0.00035681685472712136
Position 1599: 0.00034237026148409256
Position 2315: 0.00032135105732591956
Position 1403: 0.0002902792986089325
Position 2355: 0.00026237588331322115
Position 1662: 0.0002592394976153499
Position 2664: 0.00023576531752853656
Position 55: 0.0001939369443562383
Position 1518: 0.0001921638643831065
Position 971: 0.00018360093628972787
Position 331: 0.0001755203061820828
Position 1771: 0.00016996103208539298
Position 222: 0.00013127124770392535
Position 2340: 9.114675860404025e-05
Position 2667: 8.84510789863882e-05
Position 704: 8.081240853975694e-05
Position 943: 7.686266938349591e-05
Position 1799: 7.452492714003528e-05
Position 1527: 7.034535377046951e-05
Position 1509: 6.843007412128556e-05
Position 557: 6.387556330162497e-05
Position 1634: 5.8445818124029955e-05
Position 1406: 5.7678725890748334e-05
Position 2754: 5.443770380294452e-05
Position 2720: 5.405082473281411e-05
Position 2831: 4.1160571820405634e-05
Position 450: 4.0722119941936185e-05
Position 269: 3.742583923618821e-05
Position 851: 3.1548061552406845e-05
Position 2384: 3.054742062101133e-05
Position 1430: 2.2392574073640664e-05
Position 1862: 2.205537043730578e-05
Position 2588: 2.0733084765546104e-05
Position 1110: 2.06745824342154e-05
Position 533: 2.025365475400521e-05
Position 2657: 2.0141582750528696e-05
Position 2538: 1.869443500617188e-05
Position 667: 1.8212783241005186e-05
Position 403: 1.8183802992962276e-05
Position 2160: 1.7810301813911798e-05
Position 2966: 1.7271719676813445e-05
Position 104: 1.5833099670698777e-05
Position 955: 1.5609243579188004e-05
Position 1904: 1.5161622568734332e-05
Position 2956: 1.342948467126891e-05
Position 2047: 1.3042317213715729e-05
Position 2876: 1.2979395441587669e-05
Position 2411: 1.2056615479512082e-05
Position 1909: 1.2045480098208683e-05
Position 2795: 1.1338663987022595e-05
Position 1371: 1.0873873534449311e-05
Position 960: 1.0391963234037689e-05
Position 2882: 8.934724715377117e-06
Position 2583: 8.64798045457609e-06
Position 315: 8.6415118198251e-06
Position 2903: 6.773787539041708e-06
Position 1848: 6.582509458537726e-06
Position 735: 6.483903407340208e-06
Position 431: 6.196524268945729e-06
Position 1506: 5.7299051791773994e-06
Position 2679: 5.662946914879227e-06
Position 2702: 5.5853169351932775e-06
Position 1940: 4.868239470767559e-06
Position 1931: 4.598051781392503e-06
Position 2364: 4.186128334375169e-06
Position 2285: 4.159895076846458e-06
Position 2879: 4.033947884556449e-06
Position 278: 3.904386359594829e-06
Position 656: 2.476751403508453e-06
Position 483: 2.431405650259623e-06
Position 2327: 2.231638979123941e-06
Position 2096: 2.1937710738003217e-06
Position 2926: 2.121061310861653e-06
Position 728: 1.8449520108304708e-06
Position 308: 1.5781460412076963e-06
Position 2308: 1.4493890696777738e-06
Position 2861: 1.4474857352555443e-06
Position 2079: 1.436109135371114e-06
Position 570: 1.3147658387987536e-06
Position 1950: 1.2996389221780287e-06
Position 986: 1.2956910176604204e-06
Position 708: 1.2138481882272306e-06
Position 2376: 1.1496718103298092e-06
Position 2763: 1.1236541423998362e-06
Position 2888: 8.500535282405462e-07
Position 887: 7.591009888352591e-07
Position 2416: 7.503971978324891e-07
Position 981: 6.545301430211505e-07
Position 2640: 6.269121890239421e-07
Position 1445: 5.845935900069475e-07
Position 1005: 4.1603284157243713e-07
Position 1842: 2.7773405310844e-07
Position 2923: 2.3743162157772698e-07
Position 2387: 1.9006238872794557e-07
Position 434: 1.8712737601815456e-07
Position 1016: 1.7218843734241064e-07
Position 1692: 1.3318455736519669e-07
Position 2603: 1.1081859838882308e-07
Position 120: 1.0766422963723289e-07
Position 983: 9.831605605710729e-08
Position 114: 7.123052476684216e-08
Position 1685: 6.546240279725405e-08
Position 131: 5.230731749854085e-08
Position 88: 4.000152791411076e-08
Position 1844: 1.9614091807844573e-08
Position 1773: 1.5223263390250966e-08
Position 1427: 9.501247926458316e-09
Position 521: 7.851281872992354e-09
Position 125: 6.984659901356887e-09
Position 1913: 5.761136007049458e-09
Position 108: 4.264661010193539e-09
Position 551: 2.6458006821164428e-09
Position 290: 2.1228125313203547e-09
Position 106: 1.7333137740419677e-09
Position 2396: 4.524758428780904e-10
Position 2051: 2.1036810483348265e-10
Position 691: 1.3817542469504715e-10
Position 2864: 1.1181958631711253e-12
