Gene = tant
Position 813: 4.779606757854561e-07
Position 860: 2.4013528139994335e-07
Position 647: 1.9401683810257964e-07
Position 752: 1.832591781995018e-07
Position 1289: 1.7398441986769858e-07
Position 1267: 1.6591466791298068e-07
Position 1103: 1.2645755124511867e-07
Position 205: 1.146326446449537e-07
Position 1199: 1.075273372952136e-07
Position 1098: 8.378163700329828e-08
Position 1617: 6.240665096781553e-08
Position 1625: 2.9110510678731823e-08
Position 1593: 1.811867847587965e-08
Position 665: 1.3771783088210798e-08
Position 1394: 1.3510848403982976e-08
Position 339: 1.2809869671706883e-08
Position 1089: 9.104952721481405e-09
Position 1063: 8.745929041307535e-09
Position 1196: 6.2619848494679585e-09
Position 259: 3.792916120314819e-09
Position 1311: 3.609326632319209e-09
Position 1388: 2.6763602527291717e-09
Position 248: 2.3760186282637662e-09
Position 1639: 2.2193930542535905e-09
Position 1095: 1.207983097205851e-09
Position 1068: 1.0317718224471676e-09
Position 1381: 7.71376450247432e-10
Position 1421: 6.755322572110487e-10
Position 742: 1.6256004734213086e-10
Position 1322: 5.7688069395242904e-11
Position 1627: 2.9327944043174686e-12
Position 1428: 1.0272748753892284e-12
Position 1070: 8.502697499408011e-13
Position 1426: 3.5693997787008935e-14
