Gene = Osi21
Position 710: 5.018889488481087e-05
Position 232: 4.0251014024052534e-05
Position 597: 3.740015256505656e-05
Position 615: 3.6348306380756043e-05
Position 1034: 3.5885943212573386e-05
Position 541: 3.5673102176194055e-05
Position 108: 2.8840936792135677e-05
Position 369: 2.453697682558643e-05
Position 1117: 2.000986633488734e-05
Position 1114: 1.6477216422502066e-05
Position 357: 1.5862762502678522e-05
Position 1195: 1.4519989522039543e-05
Position 868: 1.4414389519924788e-05
Position 396: 1.3663408222435494e-05
Position 750: 1.2179552056821616e-05
Position 753: 1.1398847189474037e-05
Position 1228: 9.82831038257046e-06
Position 1272: 8.15427425696595e-06
Position 373: 7.465126408738807e-06
Position 89: 7.000331815936728e-06
Position 714: 5.9616603677658244e-06
Position 1286: 5.353855717509558e-06
Position 501: 5.0048801977633725e-06
Position 1367: 3.9975146636846734e-06
Position 417: 2.648675744729154e-06
Position 93: 2.633849520028639e-06
Position 173: 2.5837018277649316e-06
Position 600: 2.552011236579635e-06
Position 588: 2.221783687002718e-06
Position 582: 1.9013854875022976e-06
Position 1071: 1.8865069613424614e-06
Position 170: 1.5922614398913141e-06
Position 289: 1.4539677615026446e-06
Position 1199: 1.279842354121981e-06
Position 405: 1.084467674735575e-06
Position 1330: 7.398698693397707e-07
Position 1254: 6.792644382851823e-07
Position 117: 6.704269323053384e-07
Position 1144: 6.222948981393417e-07
Position 185: 6.024311188339437e-07
Position 1251: 5.916427680590093e-07
Position 846: 4.0682158940787154e-07
Position 176: 3.4424833104433726e-07
Position 266: 2.219643460961633e-07
Position 1280: 1.8682591542949244e-07
Position 1023: 1.7186680248341288e-07
Position 777: 1.4332669249081464e-07
Position 393: 9.802788473291324e-08
Position 852: 6.417408250274847e-08
Position 478: 3.507845692460583e-08
Position 792: 2.6448711632234624e-08
Position 1209: 2.63867482401079e-08
Position 557: 2.2158942197284533e-08
Position 1243: 1.4604781751395454e-08
Position 815: 6.5318602406568026e-09
Position 269: 6.350687160089001e-09
Position 346: 6.127583830781123e-09
Position 252: 5.086506423535898e-09
Position 64: 3.819997916490202e-09
Position 785: 3.1358927738777468e-09
Position 552: 2.8332015108532567e-09
Position 1156: 1.434565824669402e-09
Position 407: 1.0638088022854877e-09
Position 780: 8.521839519807068e-10
Position 1184: 7.61845548327014e-10
Position 59: 6.967077796229348e-10
Position 827: 4.2229858268189983e-10
Position 833: 1.0818774236466372e-10
Position 820: 9.99092097977315e-11
Position 1323: 1.6171022486299278e-11
Position 570: 9.124349337272152e-14
Position 419: 4.298579618270456e-15
