Gene = CkIIalpha-i1
Position 223: 1.6406679432942477e-07
Position 212: 9.29198591752227e-08
Position 1508: 3.642933966881436e-08
Position 1482: 2.565328438805297e-08
Position 1580: 1.7513108415032834e-08
Position 585: 1.269772935580683e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 252: 0.9684790211445647
Position 1455: 0.08153776689791102
Position 1490: 0.02338565225402205
Position 848: 0.021788673343991455
Position 575: 0.014535035236355432
Position 1134: 0.013522573888594073
Position 399: 0.01221025538549006
Position 1112: 0.007318235490150627
Position 751: 0.005946255294138278
Position 474: 0.005651250484057178
Position 1609: 0.0036318222955306176
Position 1459: 0.002050302951375106
Position 958: 0.0014568826080244637
Position 1005: 0.0006884953903123071
Position 1239: 0.0005782586661683472
Position 1317: 0.0004823890789232302
Position 604: 0.0004683127499377325
Position 333: 0.00046014807151288406
Position 1243: 0.0004597600713568068
Position 899: 0.00042823612879310647
Position 968: 0.000371650074235657
Position 825: 0.0003611650769768288
Position 1469: 0.00032902179015948215
Position 1032: 0.00030759499891128627
Position 789: 0.0002885806394831794
Position 1532: 0.0002841044148293138
Position 858: 0.00018679141617532758
Position 1206: 0.00017547677024867876
Position 1008: 0.00016508963046912463
Position 807: 0.00011696445596788448
Position 1117: 0.00011076635505933597
Position 1623: 0.00010631081530156201
Position 1046: 8.90972441945566e-05
Position 1226: 7.063793369053069e-05
Position 753: 5.87552413779002e-05
Position 495: 5.641875553706547e-05
Position 535: 4.6251249862154636e-05
Position 621: 4.3871143451422094e-05
Position 933: 3.609853823714283e-05
Position 1221: 3.568287159336737e-05
Position 1352: 3.403343934969143e-05
Position 101: 3.298607813766053e-05
Position 490: 2.747591669990371e-05
Position 1320: 2.6802065615029593e-05
Position 317: 2.267746927150968e-05
Position 612: 1.897005298746388e-05
Position 405: 1.606657251518702e-05
Position 1158: 9.344746049881612e-06
Position 541: 8.260698050565205e-06
Position 436: 7.401795094568288e-06
Position 1370: 6.926192185570829e-06
Position 379: 6.77299130897366e-06
Position 430: 6.053483975072675e-06
Position 894: 5.063730979329226e-06
Position 235: 4.792104179414641e-06
Position 330: 4.451551885803655e-06
Position 627: 4.031562777789993e-06
Position 528: 3.2005779026982207e-06
Position 1082: 2.37199705324316e-06
Position 456: 1.9718188371998154e-06
Position 1152: 1.939201667272811e-06
Position 459: 1.5975172297087333e-06
Position 1054: 1.5686412976114702e-06
Position 1292: 1.3350175628496523e-06
Position 519: 1.319381054580081e-06
Position 348: 1.1155692677810389e-06
Position 1359: 1.01383179433019e-06
Position 971: 8.321552978002014e-07
Position 1585: 5.614547347904277e-07
Position 1591: 5.396693542512824e-07
Position 634: 4.825023639718866e-07
Position 499: 4.6124475032032826e-07
Position 1279: 4.4613462585399453e-07
Position 1020: 4.1657799448464935e-07
Position 427: 3.8323724927151626e-07
Position 1302: 2.7759646123739456e-07
Position 354: 2.367487108678991e-07
Position 780: 2.1268012639625086e-07
Position 365: 1.6218502137387072e-07
Position 991: 1.2409621611286552e-07
Position 447: 1.0867818300575284e-07
Position 1375: 4.6195125007086266e-08
Position 134: 2.2094496439334677e-08
Position 1282: 1.7091606989559077e-08
Position 411: 1.5402290984415634e-08
Position 301: 9.42004915029787e-09
Position 288: 5.545886996443892e-09
Position 111: 2.429219982509041e-09
Position 1284: 1.5389575416664435e-09
Position 131: 1.0760036587328364e-09
Position 169: 8.573790094206877e-10
Position 432: 5.372854118241379e-10
Position 980: 3.738627104212292e-10
Position 486: 9.112123410007745e-11
Position 208: 4.5197814512967987e-11
Position 303: 2.6036088557924436e-11
Position 199: 1.7433668580642674e-11
Position 983: 2.7555178474953713e-12
Position 119: 1.9432500604482264e-12
Position 212: 1.0805967840354584e-15
