Gene = Shc
Position 401: 1.735591521451951e-06
Position 682: 1.405747441856014e-06
Position 505: 1.3965836894242935e-06
Position 112: 1.2869833775522414e-06
Position 1226: 1.2534053387037275e-06
Position 1391: 8.382941330196312e-07
Position 267: 8.217187367645957e-07
Position 989: 7.269123395915914e-07
Position 378: 6.226151893235639e-07
Position 800: 3.3951163773378587e-07
Position 542: 3.0060669074093286e-07
Position 345: 1.849298303182588e-07
Position 182: 1.5898206331901066e-07
Position 96: 1.4751200589816464e-07
Position 433: 1.0157961291544713e-07
Position 93: 1.0015636471952215e-07
Position 1181: 8.182282539535749e-08
Position 1431: 8.161092848132641e-08
Position 1169: 7.915065793511657e-08
Position 1190: 7.103910349540224e-08
Position 261: 3.914890934487165e-08
Position 686: 3.666146303604599e-08
Position 342: 2.2623973264790178e-08
Position 380: 2.1621173598969506e-08
Position 635: 1.4553075086271458e-08
Position 937: 1.1934590059107076e-08
Position 329: 8.736681136271704e-09
Position 1130: 6.626993427104511e-09
Position 1211: 1.6792719402714007e-09
Position 319: 1.6736699129173025e-09
Position 164: 3.342744438339197e-10
Position 336: 1.3708803511423403e-10
Position 323: 1.2866437534087144e-14
