Gene = w-cup
Position 634: 4.094550619237876e-07
Position 125: 3.484331662700857e-07
Position 687: 3.30533279513646e-07
Position 443: 3.2827890966683737e-07
Position 704: 2.88009233462937e-07
Position 1358: 2.7520650137811514e-07
Position 148: 2.4411958114205e-07
Position 879: 2.27074596365681e-07
Position 251: 2.0600361811981666e-07
Position 699: 1.934612579358653e-07
Position 378: 1.8836422315934105e-07
Position 964: 1.75713424791323e-07
Position 992: 1.577803015794876e-07
Position 305: 1.557951366520793e-07
Position 794: 1.4045775727815036e-07
Position 690: 1.3806944773577207e-07
Position 438: 1.3725111653267047e-07
Position 696: 1.1083243232773158e-07
Position 974: 1.0711550518096661e-07
Position 937: 1.0644758143108853e-07
Position 917: 1.0600947968925536e-07
Position 132: 5.961325580839347e-08
Position 161: 5.9233744979822895e-08
Position 944: 5.702103964362998e-08
Position 1365: 5.675083020050985e-08
Position 908: 4.857808586725157e-08
Position 948: 3.85644868543352e-08
Position 227: 3.051101124060759e-08
Position 447: 2.1925678567502913e-08
Position 932: 2.1124236721840674e-08
Position 1923: 2.0823785228534455e-08
Position 374: 1.5928340517337404e-08
Position 467: 1.3505778216332009e-08
Position 809: 1.2396896052178202e-08
Position 451: 1.2374458718607446e-08
Position 954: 9.907452882977094e-09
Position 980: 7.966881084805835e-09
Position 968: 4.536803674960756e-09
Position 300: 8.394047036816509e-10
Position 220: 3.5295520131876936e-10
Position 83: 1.8662301841998185e-10
Position 966: 1.1705160543136886e-10
Position 1792: 6.529604140504373e-11
Position 139: 6.421003459059151e-11
