Gene = snsl
Position 1574: 1.5533988220198992e-05
Position 1621: 1.4221865041240809e-05
Position 1211: 1.391219539802859e-05
Position 988: 1.3314067702604289e-05
Position 627: 1.249507640141719e-05
Position 524: 9.832592123194784e-06
Position 1220: 9.496317126136884e-06
Position 2019: 8.686668134955998e-06
Position 1839: 7.809821534707275e-06
Position 2614: 7.706587901607193e-06
Position 2053: 7.573229018702789e-06
Position 865: 7.491633613429901e-06
Position 746: 7.191387267520925e-06
Position 1066: 6.889325637235678e-06
Position 535: 5.765698287361596e-06
Position 1991: 5.612675510710355e-06
Position 2375: 4.743986930433775e-06
Position 298: 4.629441561748716e-06
Position 1305: 4.145972727847122e-06
Position 1112: 3.4657096125331275e-06
Position 2001: 3.131310314997212e-06
Position 2406: 2.6037143555878542e-06
Position 141: 2.429851541261729e-06
Position 1558: 2.2307337941886644e-06
Position 1529: 2.036156327258429e-06
Position 2587: 1.8543437429355742e-06
Position 131: 1.776989580585882e-06
Position 1323: 1.747671293088491e-06
Position 1095: 1.7448131665560785e-06
Position 898: 1.6870041298491975e-06
Position 1685: 1.1888401786007926e-06
Position 136: 1.02220367507456e-06
Position 1182: 9.808184709592793e-07
Position 2298: 9.332308928523625e-07
Position 633: 9.269193921253599e-07
Position 1180: 9.084580703568619e-07
Position 2149: 9.009106824667659e-07
Position 2729: 6.014056528121844e-07
Position 4: 5.199739210045351e-07
Position 1806: 5.106216057319362e-07
Position 631: 4.9447139978866e-07
Position 887: 4.438369099373457e-07
Position 945: 2.93807217304269e-07
Position 625: 2.381172317095039e-07
Position 1755: 2.2803201476640143e-07
Position 2801: 1.7957954306016574e-07
Position 2100: 1.6488659131571225e-07
Position 2822: 1.4772623113760114e-07
Position 2781: 9.718827602400959e-08
Position 529: 7.378097065025294e-08
Position 2670: 6.737759398829605e-08
Position 1167: 6.339275801667474e-08
Position 2838: 1.6310001454606724e-08
Position 2718: 1.350872429120209e-08
Position 2831: 6.544319387640109e-09
Position 1941: 1.4591247326193557e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1928: 0.9813806028224331
Position 1782: 0.4882736930743223
Position 2119: 0.2725827974058781
Position 898: 0.13688591028922548
Position 1521: 0.13448593003912288
Position 2116: 0.1055691713146661
Position 1552: 0.0944734805851933
Position 2384: 0.05360481287659256
Position 1095: 0.053073996350899016
Position 2670: 0.04910492905994079
Position 1046: 0.03054264770780658
Position 2690: 0.025072346006891056
Position 1542: 0.017984474000558526
Position 1589: 0.017071495135749026
Position 2442: 0.014424572230237008
Position 474: 0.013723503136964839
Position 1187: 0.013191254461711825
Position 178: 0.009893655326621517
Position 1562: 0.009620782045036932
Position 1127: 0.009473153827165392
Position 1984: 0.008988640727590334
Position 1621: 0.007995111118711302
Position 1574: 0.007295166100198551
Position 2281: 0.0064413802343400205
Position 315: 0.005475734594890817
Position 673: 0.005458110061929707
Position 2822: 0.005272866056008956
Position 1529: 0.005029199111526989
Position 1839: 0.004076786512913494
Position 1112: 0.004009380560424895
Position 2446: 0.0037799948077333946
Position 318: 0.0037355335431829228
Position 2366: 0.0034710730513817577
Position 2482: 0.0033115532099273134
Position 743: 0.003135916383835556
Position 2340: 0.003041190845209892
Position 1332: 0.0021632035203895178
Position 2209: 0.0020916815805768303
Position 1468: 0.0020688087523274335
Position 434: 0.001985737009376362
Position 103: 0.0018777681773265022
Position 2272: 0.0018276054538370551
Position 1498: 0.0016426085615114873
Position 2619: 0.0016249179506649658
Position 268: 0.0015055522196963584
Position 197: 0.001483083650067153
Position 766: 0.0014413232252681316
Position 496: 0.0012319203378959892
Position 1646: 0.0009970896006908736
Position 850: 0.000968136131725617
Position 2311: 0.0009013307115508482
Position 2748: 0.0006531029738783503
Position 2308: 0.000630935690920114
Position 1704: 0.000616736213950109
Position 1010: 0.0005561390867915014
Position 1492: 0.0005264395324102783
Position 2604: 0.0004974660612306318
Position 2412: 0.0004920417691715066
Position 1606: 0.00043834141302700384
Position 2298: 0.0004251176597294963
Position 1303: 0.0004011372123776967
Position 2422: 0.00038345430281003966
Position 2212: 0.0003447879851866403
Position 2387: 0.0003391352007668454
Position 2701: 0.0003239883829852365
Position 974: 0.0003199613877178279
Position 1868: 0.0003078178204742124
Position 438: 0.00028560512637542285
Position 1481: 0.0002828279118028175
Position 276: 0.00024114655593975178
Position 1381: 0.00022412423644452777
Position 2317: 0.00021254958001212682
Position 2288: 0.00018954068971967556
Position 1797: 0.00017607347554662834
Position 1416: 0.00017457444248375324
Position 2262: 0.0001673586383320045
Position 2885: 0.00016114812950295253
Position 2230: 0.00015857860285584382
Position 167: 0.000148586479951608
Position 596: 0.00012938100292101117
Position 573: 0.00012231683880971212
Position 2008: 8.562829439441586e-05
Position 1727: 6.921634288329584e-05
Position 2629: 6.593793962364612e-05
Position 2224: 5.895195178466584e-05
Position 337: 5.5516252105886936e-05
Position 770: 5.092557053926947e-05
Position 2014: 4.952839188821949e-05
Position 1724: 4.6624176370216344e-05
Position 569: 4.397693927627892e-05
Position 2556: 4.392788390209065e-05
Position 2182: 4.368553087716116e-05
Position 1422: 4.017270030722258e-05
Position 2503: 3.940982333435136e-05
Position 601: 3.732028327518889e-05
Position 2011: 3.69340404278014e-05
Position 2253: 3.498548073547705e-05
Position 606: 3.104431624787029e-05
Position 352: 2.470585237702476e-05
Position 1354: 2.2549272755105774e-05
Position 1431: 1.9622739142453253e-05
Position 2708: 1.8842633472216005e-05
Position 2484: 1.6489810422036453e-05
Position 829: 1.438114967440347e-05
Position 201: 1.41630292632348e-05
Position 296: 1.3905138951182466e-05
Position 813: 1.2743465418194664e-05
Position 2236: 1.0199679442303243e-05
Position 2346: 1.0094519342873426e-05
Position 772: 8.903768214361974e-06
Position 2520: 8.140258589909688e-06
Position 1483: 6.821348932984692e-06
Position 1385: 6.705020141868683e-06
Position 2068: 6.6029114298881545e-06
Position 817: 6.59228442095911e-06
Position 2172: 6.190782650991007e-06
Position 1199: 5.896261226377829e-06
Position 2062: 5.806269136625401e-06
Position 1205: 4.471438550654671e-06
Position 1338: 4.179776296941086e-06
Position 1305: 4.1354478318308155e-06
Position 500: 4.000173607093282e-06
Position 2494: 3.847652528770931e-06
Position 2243: 3.685904861368861e-06
Position 875: 3.5108848381900615e-06
Position 2539: 3.4976486000338384e-06
Position 1874: 3.4397851470391296e-06
Position 2728: 3.0469729046087937e-06
Position 2041: 2.5629542827879306e-06
Position 2158: 1.9978935159045213e-06
Position 1053: 1.5925528823308843e-06
Position 2249: 1.52097303086299e-06
Position 2506: 1.441588840469026e-06
Position 481: 1.4268169052538787e-06
Position 1104: 1.0931638511753898e-06
Position 1440: 1.058812770900944e-06
Position 1591: 9.958681196317177e-07
Position 1598: 8.636855783257931e-07
Position 383: 8.125960881860429e-07
Position 1449: 7.489555818640416e-07
Position 2128: 6.800377440405361e-07
Position 2131: 6.425053504795189e-07
Position 2089: 3.895675344077289e-07
Position 1157: 3.3147908923692155e-07
Position 2527: 3.1052622902900156e-07
Position 1014: 3.024069037681514e-07
Position 291: 1.288536765840792e-07
Position 1341: 1.1544691551579955e-07
Position 1392: 1.0131579470730322e-07
Position 334: 9.818112403549715e-08
Position 364: 6.63685007319414e-08
Position 369: 5.2054305203483134e-08
Position 341: 2.7457969973650582e-08
Position 2463: 1.588955763579844e-08
Position 2077: 7.791458443499302e-09
Position 1731: 7.727009120385092e-09
Position 2086: 3.1295321475210554e-09
Position 502: 2.427056821174174e-09
Position 154: 2.3610785206478014e-09
Position 2139: 1.6465106395941113e-09
Position 2079: 9.417135388832217e-10
Position 152: 6.289605113201613e-10
Position 2137: 5.415323063007084e-10
Position 2160: 1.7565480773360529e-10
Position 1969: 1.2716585086095032e-10
Position 64: 1.7045564137817767e-11
Position 1729: 8.601203940444303e-14
Position 2032: 1.6953127806231958e-14
Position 2073: 1.1564982706222615e-16
