Gene = Patsas
Position 177: 0.0002735496852463823
Position 2276: 0.00026729862408776244
Position 1475: 0.0002529361849547805
Position 1478: 0.00024158875242295412
Position 2042: 0.00020686157623116315
Position 2446: 0.00013674679308059123
Position 597: 0.00011221128535864376
Position 1881: 9.827529532339568e-05
Position 574: 9.239601064443308e-05
Position 1618: 8.133425500899271e-05
Position 974: 7.751647687333923e-05
Position 1085: 4.625813810949642e-05
Position 2365: 4.355502860040976e-05
Position 2049: 4.13311219114244e-05
Position 2025: 3.673264739978619e-05
Position 1061: 3.446798362224861e-05
Position 2205: 3.379329179629232e-05
Position 609: 3.3002395107613544e-05
Position 1448: 2.912121542841585e-05
Position 1124: 2.5870505100284004e-05
Position 560: 2.1063109258032337e-05
Position 1198: 1.968238981578761e-05
Position 1130: 1.9539232059824184e-05
Position 788: 1.920162965381964e-05
Position 455: 1.776691578733913e-05
Position 2265: 1.5771686336251374e-05
Position 920: 1.3915917359063756e-05
Position 965: 9.942784265817545e-06
Position 523: 8.09822710668293e-06
Position 1052: 7.303455978915683e-06
Position 320: 6.885567965283062e-06
Position 1709: 6.333871347184257e-06
Position 265: 4.669735113238908e-06
Position 88: 3.3362016660345317e-06
Position 722: 2.972793064907027e-06
Position 2076: 2.2007679364258313e-06
Position 1227: 1.8895137243899446e-06
Position 2375: 1.1599734695950168e-06
Position 1327: 1.1341826989278223e-06
Position 1094: 1.0387094189709475e-06
Position 236: 9.940345061654293e-07
Position 1169: 9.906183665690666e-07
Position 101: 9.550422360509603e-07
Position 1166: 9.128557905113577e-07
Position 861: 8.250481635672577e-07
Position 2138: 7.609644786743618e-07
Position 323: 6.617815714426443e-07
Position 527: 6.501217887921801e-07
Position 1163: 5.811863327819129e-07
Position 2288: 5.247311686935069e-07
Position 2130: 4.892965806986059e-07
Position 418: 4.171095200029715e-07
Position 1795: 3.069740933642516e-07
Position 533: 2.971061336521059e-07
Position 1745: 2.1716800415366492e-07
Position 1157: 1.8317524023648956e-07
Position 73: 1.7741734759300223e-07
Position 247: 1.687988852025526e-07
Position 1078: 1.4061573485653711e-07
Position 415: 1.196940993578647e-07
Position 143: 9.865199528075287e-08
Position 481: 8.489535999040882e-08
Position 135: 8.184637285845432e-08
Position 516: 5.510533170478932e-08
Position 2103: 4.6419534258266095e-08
Position 2110: 4.397677102971328e-08
Position 762: 3.931614282573462e-08
Position 2056: 2.840602803985241e-08
Position 2427: 2.7622748654475582e-08
Position 121: 1.9968340703423964e-08
Position 1221: 1.0845376878160867e-08
Position 103: 1.004653988717412e-08
Position 1235: 5.099244300352739e-09
Position 218: 1.622439155504735e-09
Position 428: 3.753986941128419e-10
Position 2116: 2.1474730781394741e-10
Position 2114: 1.1024622146517606e-10
Position 2106: 1.678522426542773e-11
Position 1536: 9.43401212040033e-12
Position 518: 2.3014880737172042e-12
