Gene = mbf1
Position 1744: 3.430285834270047e-07
Position 441: 1.1614902180933137e-07
Position 2273: 1.0403132909771587e-07
Position 2323: 1.0316471185373884e-07
Position 777: 4.784900203042419e-08
Position 1796: 2.8850100232493602e-08
Position 2277: 6.636337119640454e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 750: 0.9476582214504606
Position 1280: 0.9112370570652911
Position 88: 0.38706514752050736
Position 416: 0.20446209556219386
Position 2309: 0.12134164801389305
Position 1008: 0.10314298624743988
Position 1731: 0.045973041075524725
Position 292: 0.042177508761380995
Position 2015: 0.041722938699506024
Position 129: 0.03980578117269112
Position 298: 0.03957860808907847
Position 1796: 0.03682608766567772
Position 452: 0.03408291218771823
Position 2107: 0.02917230095387114
Position 2048: 0.01755014835258913
Position 2229: 0.014490548270132375
Position 621: 0.014471842522072172
Position 289: 0.011596572153572939
Position 456: 0.010281803348955199
Position 1608: 0.010201101474893646
Position 804: 0.00823561198422463
Position 2216: 0.008196798813673625
Position 2072: 0.007462830131066343
Position 719: 0.006088020206233296
Position 167: 0.0040349458781720705
Position 2254: 0.003697993390610077
Position 1154: 0.0026922202143213883
Position 1690: 0.0026217336341069087
Position 960: 0.0018620882406656031
Position 177: 0.001858411885591192
Position 270: 0.001804793684523609
Position 101: 0.0017244509598163588
Position 773: 0.0012036405630904436
Position 1223: 0.001199175305757723
Position 188: 0.0011901228286471657
Position 479: 0.0011220463916893006
Position 1209: 0.0010485115367006048
Position 1196: 0.0009170570670919111
Position 336: 0.0008390544782172313
Position 1611: 0.0008380834297384054
Position 1382: 0.0007515692951350527
Position 1971: 0.0007073927352989758
Position 1097: 0.000662753183828349
Position 1298: 0.0004380289247660379
Position 1485: 0.00042594656125729353
Position 210: 0.00038786891812647365
Position 1107: 0.0003281466934943114
Position 1942: 0.0003250031461353132
Position 682: 0.0002960114733046377
Position 1818: 0.00024196773562892512
Position 303: 0.00023912194532012303
Position 1712: 0.0002096783057010002
Position 1961: 0.0001808518874891471
Position 2148: 0.00015631325591185073
Position 250: 0.0001476271277703205
Position 1707: 0.0001406645696060457
Position 770: 0.00011499586816734917
Position 2114: 0.00010989790546686755
Position 157: 0.00010296983895282167
Position 788: 9.721943872978104e-05
Position 254: 9.238063627064065e-05
Position 1882: 8.987691302886007e-05
Position 311: 8.749373609496849e-05
Position 1110: 8.597350856814517e-05
Position 2055: 7.353391653305797e-05
Position 1295: 7.25220192560112e-05
Position 1413: 7.02821496046037e-05
Position 1430: 6.93740616945666e-05
Position 1614: 5.7075374004728105e-05
Position 536: 4.9529614632907524e-05
Position 1917: 4.803184857632226e-05
Position 2354: 4.7350841840194253e-05
Position 500: 2.8217664748596498e-05
Position 1459: 2.404539233814029e-05
Position 1855: 2.0531358937556063e-05
Position 1505: 1.6298545437359282e-05
Position 308: 1.4452116695266946e-05
Position 1831: 1.4152732683319837e-05
Position 1653: 9.763435007695014e-06
Position 1319: 8.529050318470286e-06
Position 1397: 5.554358445505398e-06
Position 2376: 4.954405372398433e-06
Position 1635: 4.095529951545381e-06
Position 2337: 4.037645827718081e-06
Position 857: 3.504745912777292e-06
Position 869: 3.067608982244427e-06
Position 356: 2.822190699340702e-06
Position 539: 2.6974546068841367e-06
Position 866: 2.63656640180577e-06
Position 1394: 2.4923040944298655e-06
Position 364: 2.4674630515291343e-06
Position 513: 1.9608805486121836e-06
Position 1638: 1.7711586469178803e-06
Position 1492: 1.5933420895113362e-06
Position 1807: 1.571539251536773e-06
Position 821: 1.4379542692008799e-06
Position 836: 1.262729570750165e-06
Position 818: 1.091233577903658e-06
Position 1552: 9.519483843738505e-07
Position 151: 6.964964634079193e-07
Position 1626: 5.819965993558274e-07
Position 1676: 5.772722563760358e-07
Position 2361: 5.739515223602669e-07
Position 1564: 5.412281301727343e-07
Position 1114: 5.386003190238028e-07
Position 2323: 4.622846032089347e-07
Position 1892: 4.3395746381211254e-07
Position 348: 3.592184825024241e-07
Position 90: 1.5429115462294913e-07
Position 878: 1.534817178277187e-07
Position 2359: 8.423956979597706e-08
Position 1530: 7.333286833730719e-08
Position 340: 3.9312546091694444e-08
Position 1583: 3.744887641075222e-08
Position 516: 3.40396021439485e-08
Position 1835: 3.2674100311876556e-08
Position 1302: 2.3132222023568758e-08
Position 2328: 2.1565942013268467e-08
Position 812: 1.7310135421204693e-08
Position 1889: 1.215663856995657e-08
Position 545: 9.146547999689781e-09
Position 1919: 8.732968990972478e-09
Position 915: 8.521422670672228e-09
Position 880: 2.517342537722989e-09
Position 1576: 2.2450389219473843e-09
Position 2109: 2.1330082456213245e-09
Position 892: 1.6323575604528622e-09
Position 899: 1.4301574196956017e-09
Position 1537: 1.4212452642173506e-09
Position 1546: 1.152205433325961e-09
Position 321: 3.946322868066658e-10
Position 581: 3.466081270134474e-10
Position 884: 2.500427453332442e-10
