Gene = BHD
Position 1454: 3.5273950030390796e-06
Position 914: 3.214533484999683e-06
Position 297: 2.4926447668355985e-06
Position 572: 2.3912803264388603e-06
Position 1200: 2.1889225297905365e-06
Position 722: 1.897752588062528e-06
Position 419: 1.774552553316399e-06
Position 933: 1.7049531436024951e-06
Position 679: 1.1943587617794645e-06
Position 1506: 1.1527794876657205e-06
Position 488: 1.1070164320567585e-06
Position 740: 1.1018254424473193e-06
Position 1539: 1.0212770210709365e-06
Position 1170: 9.546133124305726e-07
Position 1133: 8.507875542165025e-07
Position 1149: 6.445625908212788e-07
Position 1131: 2.7532409680682137e-07
Position 113: 1.7082711699063316e-07
Position 1373: 8.045168842187838e-08
Position 1400: 6.2578403570719e-08
Position 569: 4.0564017087803456e-08
Position 1340: 5.910911706295036e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1340: 0.9423689926592063
Position 1501: 0.9317835967352656
Position 66: 0.05518012991499054
Position 1369: 0.04066044088052568
Position 1146: 0.032804284813020175
Position 75: 0.021539533191230368
Position 1537: 0.01654381778161518
Position 1108: 0.010582876887416387
Position 1346: 0.010527051808710912
Position 539: 0.007781769924181696
Position 512: 0.007422246364690562
Position 1043: 0.006892619058563538
Position 1506: 0.005567227391390791
Position 85: 0.0051871623405740225
Position 424: 0.004295468105960613
Position 1642: 0.002963015378072701
Position 467: 0.0025267157384709555
Position 876: 0.0025242994299819314
Position 839: 0.0018767817743821245
Position 929: 0.0018245906732738048
Position 1165: 0.0017572978480072704
Position 753: 0.0014115679239196318
Position 989: 0.0012082260380811098
Position 485: 0.0011690117657503732
Position 1162: 0.0009948525888486034
Position 856: 0.0007185554123080256
Position 90: 0.00040775173262683944
Position 1472: 0.0003758901311301472
Position 268: 0.00030354157352165145
Position 944: 0.00023274105441082474
Position 518: 0.00017645416676788305
Position 1394: 0.00015270949780972866
Position 1016: 0.00013445482716124715
Position 1414: 0.00013072787190219367
Position 271: 0.00011496226659982361
Position 820: 9.162078239309289e-05
Position 1012: 8.92466029324069e-05
Position 161: 8.587462171934183e-05
Position 584: 8.528423273239905e-05
Position 699: 7.173791472357037e-05
Position 1544: 6.662196690718348e-05
Position 608: 6.555599857611267e-05
Position 659: 6.01243440375981e-05
Position 108: 4.366390273525001e-05
Position 776: 4.362438519513598e-05
Position 1115: 3.684233763458649e-05
Position 817: 3.351795361802893e-05
Position 722: 3.180190168757248e-05
Position 1058: 2.9133994422321306e-05
Position 902: 2.5441728731670615e-05
Position 563: 2.3634021710453735e-05
Position 588: 2.233111951959382e-05
Position 1574: 2.157267515553844e-05
Position 1648: 2.0128432532702466e-05
Position 128: 1.8974007030918773e-05
Position 947: 1.8286791794708467e-05
Position 1233: 1.640673427018255e-05
Position 1559: 1.2279012325082046e-05
Position 206: 1.2213214391582837e-05
Position 87: 1.108097603324737e-05
Position 950: 1.0943592289643473e-05
Position 566: 9.686660448259194e-06
Position 1622: 9.440328432544066e-06
Position 605: 7.919107087509951e-06
Position 931: 7.29431323977293e-06
Position 1002: 6.8899627111904656e-06
Position 248: 6.490001763876531e-06
Position 578: 6.387739154114109e-06
Position 1411: 5.886664449119498e-06
Position 1000: 5.4793660348251005e-06
Position 620: 5.041348494550957e-06
Position 599: 4.83079414808761e-06
Position 301: 4.2008279775288076e-06
Position 203: 3.729681138866915e-06
Position 1556: 3.4247695295456977e-06
Position 308: 3.1988852155533093e-06
Position 1214: 2.6679988861687668e-06
Position 453: 1.6586115066860585e-06
Position 1586: 1.350981388566579e-06
Position 554: 1.0212562846555411e-06
Position 614: 8.873185301063032e-07
Position 1606: 7.484817321396678e-07
Position 638: 6.719613844907881e-07
Position 1298: 6.528646841339972e-07
Position 1420: 6.279829702788314e-07
Position 347: 6.04558562323762e-07
Position 179: 3.9331400433148384e-07
Position 385: 3.8326445352918003e-07
Position 905: 3.7305429119834745e-07
Position 692: 2.5665311842455027e-07
Position 630: 2.4036724896128456e-07
Position 704: 2.383244836897456e-07
Position 1378: 1.8878013743167165e-07
Position 1433: 1.4778358296916167e-07
Position 361: 1.1935368399866626e-07
Position 169: 9.821029571535698e-08
Position 457: 9.566156232474902e-08
Position 389: 7.840767024830611e-08
Position 334: 7.160091767154584e-08
Position 1236: 6.999562172565135e-08
Position 617: 6.280667677043135e-08
Position 326: 4.110562793553024e-08
Position 283: 2.5935558101370587e-08
Position 215: 2.4370055428947024e-08
Position 439: 1.971151033056148e-08
Position 1444: 1.944160456607533e-08
Position 878: 1.7330721578303845e-08
Position 1451: 1.346954087173807e-08
Position 640: 7.543991898061749e-09
Position 1256: 7.49499907494934e-09
Position 344: 5.643966880500538e-09
Position 707: 3.1532910861703486e-09
Position 367: 1.3984028940922125e-09
Position 880: 1.283436995535636e-09
Position 185: 4.804825651695773e-10
Position 398: 2.844784605535954e-10
Position 632: 6.386359415941849e-11
Position 1381: 1.4442507456849445e-11
Position 1448: 7.792886678739885e-13
Position 1435: 5.913902947649015e-13
Position 1238: 1.0767746768273919e-13
