Gene = Tdrd3
Position 374: 8.573543186549472e-05
Position 728: 6.480020119847721e-05
Position 1044: 6.36902761404151e-05
Position 1587: 6.149236357641016e-05
Position 1363: 5.422650692169686e-05
Position 2151: 5.335054614257088e-05
Position 2176: 5.191569326934547e-05
Position 1455: 5.0065199201122085e-05
Position 972: 4.880580374256538e-05
Position 2745: 3.127504211513092e-05
Position 1860: 2.9012245373177536e-05
Position 1660: 2.7390390228436136e-05
Position 264: 2.690056033142388e-05
Position 1836: 2.6816285790859913e-05
Position 1032: 2.3201424099263452e-05
Position 2106: 1.954960409834286e-05
Position 1089: 1.8282355347361198e-05
Position 2573: 1.7936224782624838e-05
Position 603: 1.6544159307889268e-05
Position 829: 1.4261608371742675e-05
Position 1884: 1.2000126079694462e-05
Position 506: 1.1490801924964908e-05
Position 1394: 1.0741585505013377e-05
Position 2771: 9.989234982146307e-06
Position 1576: 9.22997462323388e-06
Position 1419: 7.510809419219521e-06
Position 1755: 6.954569499767487e-06
Position 627: 6.357877110110245e-06
Position 1929: 6.338053027380536e-06
Position 860: 3.5202689143404726e-06
Position 2570: 3.5043008526868427e-06
Position 324: 3.3518931717898277e-06
Position 629: 3.3287642317737343e-06
Position 1071: 3.0593774474960686e-06
Position 1068: 3.032188995315306e-06
Position 2392: 2.6730063533773067e-06
Position 2205: 2.2497026853237963e-06
Position 1464: 2.1443584417492613e-06
Position 1422: 2.05624246189526e-06
Position 2354: 1.87878019855867e-06
Position 1374: 1.3095069172227224e-06
Position 1449: 8.613812385577314e-07
Position 143: 7.476202778639699e-07
Position 198: 6.667762221904786e-07
Position 2368: 3.994535504234813e-07
Position 1731: 2.764818910769681e-07
Position 2554: 2.383072692334791e-07
Position 2344: 2.168622153952028e-07
Position 2276: 1.662219114306602e-07
Position 2295: 1.6128235516470682e-07
Position 1438: 1.590340273246612e-07
Position 262: 1.2373384498511025e-07
Position 21: 1.1748666962939289e-07
Position 42: 7.150304119728672e-08
Position 2374: 6.798414326780413e-08
Position 2207: 6.304112927617073e-08
Position 183: 5.6165650235345685e-08
Position 2552: 5.47795219220943e-08
Position 2263: 4.52118189855823e-08
Position 28: 4.294525043604381e-08
Position 171: 2.1140901157523838e-08
Position 2312: 1.3273376446344905e-08
Position 110: 7.36318455538808e-09
Position 2318: 4.4361715778703544e-09
Position 11: 2.261689369209494e-09
Position 2527: 1.0054938146151825e-09
Position 2288: 1.8349449930021483e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2527: 0.9963827521695078
Position 142: 0.98400584512918
Position 301: 0.9568185193167297
Position 2868: 0.855288767131879
Position 1297: 0.09584957475990417
Position 2095: 0.031347144680752656
Position 1684: 0.012980695221424551
Position 2197: 0.010893570796173518
Position 2233: 0.009048417278910556
Position 2649: 0.005355586163832908
Position 1343: 0.005152811243368071
Position 2139: 0.004731381661058372
Position 781: 0.004221036423878323
Position 2158: 0.0041230182748477244
Position 2312: 0.0029909347815098093
Position 2082: 0.002665783928622558
Position 1929: 0.002511936190645672
Position 180: 0.0024207368621315664
Position 1688: 0.0020120336514409727
Position 1711: 0.001956632025455954
Position 848: 0.0012502923688998198
Position 2236: 0.0011681215842324316
Position 2326: 0.001082701506239822
Position 2542: 0.0010681795070821023
Position 415: 0.0010147102308520747
Position 1380: 0.0009826939829566217
Position 1921: 0.0008801284557382479
Position 1678: 0.0008575725282010223
Position 2143: 0.00084074773614686
Position 153: 0.0007229622541837248
Position 2068: 0.0006232882585065272
Position 2203: 0.0005537349997762547
Position 2698: 0.0005052320510949548
Position 2671: 0.0004946067647024015
Position 382: 0.0004600284598605285
Position 1320: 0.0004488927518265592
Position 1404: 0.00043686402426230746
Position 1737: 0.000416919280758687
Position 2106: 0.0004132509119650695
Position 454: 0.0004074370483805837
Position 753: 0.00037464770848153356
Position 613: 0.00031538923862129103
Position 2041: 0.00029218817175111374
Position 1910: 0.0002761438217325158
Position 2038: 0.00026287423180755093
Position 487: 0.00024196935270287293
Position 1032: 0.00021774890916210132
Position 1964: 0.0001743851989018968
Position 1201: 0.0001715074684650804
Position 1961: 0.00016122545245341306
Position 1026: 0.00014819868647246415
Position 2164: 0.00014749113612985685
Position 2674: 0.00011721090611751844
Position 1844: 0.00011220577417422223
Position 1860: 0.00011037780562064936
Position 1592: 0.00010715301648650047
Position 1997: 9.538853160806425e-05
Position 2677: 9.477358166907702e-05
Position 603: 8.807647381876074e-05
Position 2692: 7.809741451148665e-05
Position 2713: 7.076112550139249e-05
Position 1226: 6.930386028704377e-05
Position 2536: 6.839245714472221e-05
Position 598: 6.526672245700604e-05
Position 1894: 6.173987434325958e-05
Position 1775: 6.112819233596138e-05
Position 713: 5.986108315783285e-05
Position 687: 5.662842422124075e-05
Position 2666: 5.3002141442620676e-05
Position 2160: 5.27127551513089e-05
Position 571: 5.213708915260784e-05
Position 580: 4.568784142093596e-05
Position 2719: 4.4916320674381615e-05
Position 931: 4.310739370308174e-05
Position 556: 4.127292364652588e-05
Position 2614: 3.578549851818881e-05
Position 1890: 3.477412494457139e-05
Position 540: 3.303865014137247e-05
Position 1970: 3.186911153820455e-05
Position 1387: 3.153844910155415e-05
Position 2245: 3.0217335458790983e-05
Position 663: 2.5774550599059013e-05
Position 475: 2.569870662429004e-05
Position 934: 2.553657947507876e-05
Position 433: 2.4354044970929525e-05
Position 1800: 2.3073646182170235e-05
Position 2468: 2.2538322031116336e-05
Position 1308: 2.2171411070607175e-05
Position 2167: 2.1600174094414107e-05
Position 2360: 2.1140961042626275e-05
Position 388: 2.0954501877870713e-05
Position 2011: 1.7630643729717628e-05
Position 2716: 1.7599991859816707e-05
Position 1957: 1.6925737706477646e-05
Position 1037: 1.678676285897643e-05
Position 350: 1.6365790958355605e-05
Position 2248: 1.6297547918802875e-05
Position 954: 1.3756676172073467e-05
Position 190: 1.3531434859816094e-05
Position 2465: 1.2150384295481634e-05
Position 1218: 1.0808547866803903e-05
Position 1330: 8.963449141864272e-06
Position 544: 8.881160457619033e-06
Position 1518: 8.637190594197086e-06
Position 2017: 8.407011172710675e-06
Position 1939: 8.362090695175314e-06
Position 305: 7.399169681032109e-06
Position 1509: 7.311589390057e-06
Position 2199: 7.087269516039269e-06
Position 2344: 6.26738019330158e-06
Position 1943: 6.231681573839256e-06
Position 1749: 6.04483065844167e-06
Position 2008: 5.882942046197751e-06
Position 1610: 5.741835691267274e-06
Position 1370: 4.434054001742431e-06
Position 2014: 4.1039984394497524e-06
Position 1085: 3.995130828417481e-06
Position 765: 3.8097201720675607e-06
Position 1098: 3.807434960235816e-06
Position 907: 3.52949390577244e-06
Position 1473: 3.283107981216379e-06
Position 941: 3.037279858486857e-06
Position 1003: 2.065590980357061e-06
Position 1810: 1.991294074803655e-06
Position 871: 1.666123318884549e-06
Position 424: 1.4054176004007417e-06
Position 1363: 1.263962864190423e-06
Position 817: 1.2621894897240893e-06
Position 2380: 1.1377002408713955e-06
Position 1532: 9.239522948436768e-07
Position 1772: 9.088953830763648e-07
Position 802: 8.069747030044623e-07
Position 961: 7.584247960152924e-07
Position 2741: 7.556581337000382e-07
Position 2383: 7.306707861245298e-07
Position 155: 7.10720341004653e-07
Position 1821: 4.827745725556931e-07
Position 1777: 4.7467457589986374e-07
Position 2404: 4.640529295889826e-07
Position 1571: 4.1073310208894127e-07
Position 1547: 4.1042545397903543e-07
Position 2050: 3.5024563226981635e-07
Position 210: 3.185588858106237e-07
Position 2047: 2.870394631120252e-07
Position 2560: 2.7552489260535013e-07
Position 1147: 2.724099353378445e-07
Position 2602: 2.6666541214523176e-07
Position 1482: 2.2208752183405485e-07
Position 808: 2.0708794601643122e-07
Position 886: 1.9826364503108673e-07
Position 1491: 1.8094814613031325e-07
Position 883: 1.7633216120851103e-07
Position 2475: 1.4326353567078668e-07
Position 1514: 1.4080376988569246e-07
Position 1549: 1.3034834524944793e-07
Position 972: 1.2601723077926623e-07
Position 2749: 1.2573887228706727e-07
Position 1745: 1.1433122055199284e-07
Position 1445: 1.12763054251208e-07
Position 946: 9.706570347905974e-08
Position 506: 9.442693796500646e-08
Position 465: 9.121741623275308e-08
Position 158: 8.241485478362955e-08
Position 820: 8.034289778399017e-08
Position 1355: 7.892772871227221e-08
Position 1817: 7.550765432964728e-08
Position 958: 6.164620985229724e-08
Position 2761: 6.076523367405734e-08
Position 2239: 5.701260420384316e-08
Position 1108: 5.653445359810222e-08
Position 2045: 5.2118128671856884e-08
Position 1903: 4.78233320837642e-08
Position 2813: 4.644121357303832e-08
Position 850: 4.490359376575024e-08
Position 1126: 4.000001889788124e-08
Position 496: 3.8938134987136416e-08
Position 2658: 3.8902762131229046e-08
Position 646: 3.468096809463609e-08
Position 238: 3.2203971228671806e-08
Position 1565: 2.8686142856614212e-08
Position 1495: 2.252237818440161e-08
Position 502: 2.225089921745932e-08
Position 1401: 1.622896785799352e-08
Position 1119: 1.576637763808372e-08
Position 2026: 1.5410917388655163e-08
Position 1760: 1.53203744780275e-08
Position 827: 1.3615071772670159e-08
Position 2176: 1.244344896339564e-08
Position 65: 1.2023456896328932e-08
Position 1945: 1.0977248141290672e-08
Position 2421: 8.840238025918735e-09
Position 255: 6.934568375846032e-09
Position 1926: 6.796235400185396e-09
Position 562: 5.55406271788305e-09
Position 194: 5.251387256078691e-09
Position 2755: 5.124808133410338e-09
Position 2758: 3.920806045999398e-09
Position 964: 3.612831123563799e-09
Position 783: 3.596833920578475e-09
Position 2427: 2.731371523713512e-09
Position 1139: 2.578808764614604e-09
Position 1133: 2.5231035773806978e-09
Position 2789: 1.706326493975142e-09
Position 83: 1.5964975450441499e-09
Position 1102: 1.3757402401639142e-09
Position 2432: 1.1848420120371468e-09
Position 2605: 7.99848009815901e-10
Position 1574: 7.498425095783729e-10
Position 1836: 6.828276984782896e-10
Position 2798: 6.649937094120685e-10
Position 2448: 6.228607321931685e-10
Position 793: 4.0579226503008757e-10
Position 1498: 3.4157755715260917e-10
Position 2021: 2.028762563399617e-10
Position 1100: 1.2742471020969908e-10
Position 70: 1.219901737534613e-10
Position 1115: 8.714631492627385e-11
Position 1332: 5.238768179564641e-11
Position 232: 4.4116699104301135e-11
Position 675: 3.220031949562435e-11
Position 1527: 2.1731741252586362e-11
Position 829: 1.963662378778725e-11
Position 1493: 4.4783235913053385e-12
Position 80: 3.5205157999096556e-12
Position 95: 2.600867288291839e-12
Position 2765: 1.2959360400199045e-12
Position 1554: 7.226652871172751e-13
Position 1552: 1.1525760832943138e-13
Position 1567: 3.189721299355419e-14
Position 1502: 1.6415634453776943e-14
Position 2791: 1.8102023207824874e-15
