Gene = Charon
Position 1598: 5.973882296462103e-06
Position 604: 5.6908032859466836e-06
Position 722: 2.576963113367887e-06
Position 586: 2.0053286547534325e-06
Position 165: 1.683469287127537e-06
Position 695: 1.6609761917588545e-06
Position 1666: 1.6290701468660045e-06
Position 191: 1.4927762040583623e-06
Position 282: 1.3708065624336618e-06
Position 194: 1.3377117041649974e-06
Position 1084: 1.2969108067136115e-06
Position 332: 1.2167628862700525e-06
Position 74: 1.2069502970715009e-06
Position 1116: 9.148666255053555e-07
Position 833: 9.084267450463371e-07
Position 1805: 8.560756726567442e-07
Position 1366: 7.316142706433263e-07
Position 1315: 7.04365057524258e-07
Position 767: 7.043300773039938e-07
Position 737: 6.374848387892745e-07
Position 725: 5.390968792880675e-07
Position 731: 4.2131879508695136e-07
Position 1906: 3.825327758896526e-07
Position 483: 3.2920651821917183e-07
Position 1531: 3.222757420933158e-07
Position 1675: 2.3880865985285763e-07
Position 1062: 2.078894426642826e-07
Position 1621: 1.9693657643937786e-07
Position 826: 1.7383021392430974e-07
Position 1023: 1.5587331390691562e-07
Position 1273: 1.552188012213195e-07
Position 772: 1.4959694342763638e-07
Position 1814: 1.3864953570854152e-07
Position 162: 1.0177498798910109e-07
Position 1081: 8.673697847458121e-08
Position 1968: 7.921670880105368e-08
Position 103: 6.405351882244063e-08
Position 1774: 6.14957915913547e-08
Position 812: 5.976859689714276e-08
Position 353: 5.7548415794055526e-08
Position 1811: 4.480160624096842e-08
Position 809: 4.071323532856839e-08
Position 1417: 4.0084147839249516e-08
Position 1985: 3.551846004508846e-08
Position 710: 3.1665350178116886e-08
Position 1794: 2.8713620673371476e-08
Position 1766: 2.5577939632468106e-08
Position 425: 1.8820788594462415e-08
Position 49: 1.592950164707937e-08
Position 1802: 7.46135256709914e-09
Position 1996: 7.080946726078452e-09
Position 156: 4.932767227522092e-09
Position 1726: 3.5016033922951177e-09
Position 1612: 2.1048150597084963e-09
Position 734: 1.5508947287040553e-09
Position 1555: 1.481257674899124e-09
Position 1096: 1.147376791880788e-09
Position 1731: 1.1370194433519987e-09
Position 1771: 7.857552854081791e-10
Position 793: 4.105509388875562e-10
Position 787: 4.012898279513448e-10
Position 1989: 1.5304912240154206e-10
Position 1779: 3.816587258154438e-11
Position 427: 5.084930661730122e-12
