Gene = RpIIIC53
Position 203: 1.2023359666058142e-06
Position 782: 9.637250370310292e-07
Position 1598: 9.100386226307101e-07
Position 1443: 8.491705547280884e-07
Position 530: 8.469900606011711e-07
Position 1491: 5.72692724750988e-07
Position 1550: 2.2674574711376803e-07
Position 934: 1.5246918621162515e-07
Position 921: 1.1977313063633175e-07
Position 1085: 7.944293779455497e-08
Position 700: 7.897514282608776e-08
Position 441: 2.7934757720137552e-08
Position 911: 1.5499279505157296e-08
Position 1058: 1.2812894491515575e-08
Position 1207: 5.406660604950068e-09
Position 478: 2.500809181731082e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 473: 0.9974883510209537
Position 925: 0.9096184175604626
Position 1046: 0.8061188751938512
Position 1058: 0.053509667933596745
Position 1453: 0.02786868090301314
Position 1202: 0.021092557525954125
Position 1078: 0.006697273641235458
Position 631: 0.005328192535073912
Position 312: 0.004456177398528194
Position 1711: 0.004202679015153395
Position 1701: 0.0035251304330204515
Position 1066: 0.0034779367168721012
Position 945: 0.0018896189160264496
Position 628: 0.0017703744971406031
Position 1564: 0.0015067891237382253
Position 1126: 0.001480126681136163
Position 95: 0.0014786895273868378
Position 609: 0.0012818130683218804
Position 1523: 0.000916450421154741
Position 625: 0.0008074103681497943
Position 658: 0.0006292911798144603
Position 1544: 0.0006281905520910564
Position 1235: 0.0005356440283659303
Position 1170: 0.0004320663914573472
Position 108: 0.00037199277364577713
Position 1534: 0.00029064917759044916
Position 1100: 0.0002857623135340766
Position 1567: 0.00025726967866024564
Position 1253: 0.00025726697351399405
Position 1096: 0.00022439772482641616
Position 65: 0.00018109820164962612
Position 1321: 0.00016402609873370316
Position 292: 0.0001465639466848421
Position 1298: 0.00011501819200998802
Position 650: 0.00011074354622556552
Position 483: 0.00010954721620209697
Position 942: 0.00010605087908848984
Position 690: 8.085944275949787e-05
Position 504: 7.025225797435536e-05
Position 993: 4.4542276071676656e-05
Position 707: 4.38178582993672e-05
Position 1180: 4.0786162577986296e-05
Position 1570: 3.947695550218761e-05
Position 1264: 3.0430901319411086e-05
Position 1286: 2.903935586707465e-05
Position 1109: 2.4049623983539165e-05
Position 1339: 2.3188173302995295e-05
Position 693: 2.145726138461854e-05
Position 492: 2.06727534576738e-05
Position 1491: 1.699285549450065e-05
Position 1326: 1.3369450039742389e-05
Position 215: 1.2275958778023798e-05
Position 1272: 1.1891338508768274e-05
Position 999: 9.864190796811778e-06
Position 155: 9.793365473247209e-06
Position 1598: 9.790403230141859e-06
Position 126: 9.222610329171025e-06
Position 1256: 8.235793494157318e-06
Position 1632: 7.702094643308539e-06
Position 1175: 6.98719647208375e-06
Position 964: 5.567355465331805e-06
Position 1652: 4.759359755574509e-06
Position 726: 4.40806419652716e-06
Position 265: 3.5592814154313553e-06
Position 1290: 3.227473204604117e-06
Position 1104: 2.847166468184934e-06
Position 133: 2.8365564414182208e-06
Position 188: 2.2724763026323534e-06
Position 1111: 1.5594293220382115e-06
Position 212: 1.548325938225367e-06
Position 747: 1.2699989215740426e-06
Position 435: 1.2244186665458833e-06
Position 735: 1.2178848689561168e-06
Position 893: 1.0212725734151916e-06
Position 218: 9.574688460287024e-07
Position 1483: 9.282184085957347e-07
Position 76: 8.41001524463867e-07
Position 890: 8.377687520744302e-07
Position 1007: 6.077762427541256e-07
Position 741: 5.37628337700791e-07
Position 756: 5.32540655006863e-07
Position 373: 5.082455892838969e-07
Position 1371: 4.3359904159458556e-07
Position 231: 4.2631624614521306e-07
Position 509: 3.2972881159717745e-07
Position 362: 3.254081928057311e-07
Position 1645: 2.883945778579234e-07
Position 867: 2.65566460832832e-07
Position 974: 2.598680321031524e-07
Position 833: 2.2064930921048725e-07
Position 521: 2.1733178599671888e-07
Position 1664: 1.756077931287129e-07
Position 782: 1.6448724062743323e-07
Position 960: 1.6390208216713452e-07
Position 1363: 1.0962992838591208e-07
Position 1612: 1.083567966277316e-07
Position 195: 8.270329227178922e-08
Position 759: 7.592395128069165e-08
Position 45: 6.660844489096579e-08
Position 1349: 6.050032317981175e-08
Position 366: 5.782393140886556e-08
Position 1354: 4.012537120480813e-08
Position 850: 2.3390731086558444e-08
Position 193: 2.115055080182978e-08
Position 240: 1.4363535465043454e-08
Position 1585: 1.391385713884108e-08
Position 512: 1.1077106562873055e-08
Position 1670: 9.222505311730758e-09
Position 419: 6.132828702890579e-09
Position 523: 4.621454596455648e-09
Position 1346: 4.446916506390183e-09
Position 547: 7.650780462651419e-10
Position 802: 7.617166866213582e-10
Position 797: 4.84791480311223e-10
Position 816: 2.742295389769633e-10
Position 804: 2.2267917395456488e-10
Position 807: 1.3227110428461433e-10
Position 852: 6.477912539166018e-11
Position 737: 4.038258945157873e-11
Position 771: 1.9995695975570344e-11
Position 562: 1.1045647208526689e-11
Position 236: 8.06419176997804e-12
Position 822: 2.016040406967885e-12
Position 441: 5.505992639175881e-14
Position 792: 8.35451117403538e-15
