Gene = NPPA
Position 1952: 6.159339877389577e-05
Position 503: 5.214190447629879e-05
Position 833: 5.105458815133397e-05
Position 1079: 4.942709122876467e-05
Position 1332: 4.478665779886148e-05
Position 914: 4.207311995266841e-05
Position 1417: 3.9331143514848544e-05
Position 980: 3.930581036091727e-05
Position 1685: 3.895047497539273e-05
Position 1745: 3.8079919473860134e-05
Position 1626: 3.5222181147491005e-05
Position 732: 3.4367759827968574e-05
Position 1478: 3.235535012161283e-05
Position 1812: 2.860778663830934e-05
Position 1004: 2.6875775994409466e-05
Position 428: 2.6834552433756954e-05
Position 1343: 2.430547138484377e-05
Position 789: 2.417291820640726e-05
Position 1680: 2.4090114039951705e-05
Position 152: 2.3365517186031605e-05
Position 380: 1.9870598025616452e-05
Position 97: 1.9598007782857296e-05
Position 1230: 1.9168601167740317e-05
Position 1375: 1.673055007453887e-05
Position 221: 1.4788647686744072e-05
Position 1208: 1.4484674579361257e-05
Position 1783: 1.3068832034619526e-05
Position 729: 1.0956857415453742e-05
Position 1244: 1.0246960105266054e-05
Position 1326: 9.956908270857458e-06
Position 1235: 9.943208840880866e-06
Position 1797: 9.831280600508755e-06
Position 1800: 9.74293938843927e-06
Position 1818: 8.038835855868176e-06
Position 1687: 7.750934373049472e-06
Position 1116: 7.625724345738431e-06
Position 1083: 7.343008238667031e-06
Position 1429: 6.861932766539624e-06
Position 1121: 6.750833033612331e-06
Position 425: 6.660545873288824e-06
Position 1570: 6.585209239194973e-06
Position 1672: 6.150978078931688e-06
Position 1349: 6.123511855179855e-06
Position 1505: 5.823196377226095e-06
Position 675: 5.6435085602204284e-06
Position 1388: 5.524445622894032e-06
Position 1303: 5.519905812928562e-06
Position 752: 4.970846131783251e-06
Position 1637: 4.928779355795519e-06
Position 488: 4.768787603774022e-06
Position 1381: 4.365996363999454e-06
Position 1057: 4.271817594426821e-06
Position 1047: 3.974191910427753e-06
Position 1628: 3.7347433276379426e-06
Position 936: 3.5072311291540094e-06
Position 1597: 2.8116679954550436e-06
Position 1741: 2.416079572681751e-06
Position 1053: 2.3591143438857737e-06
Position 388: 2.12162504046568e-06
Position 1395: 1.9801172692933844e-06
Position 1169: 1.7723015575233967e-06
Position 1578: 1.7513461726966277e-06
Position 645: 1.654857316372914e-06
Position 493: 1.5285344075821628e-06
Position 308: 1.3952623298530255e-06
Position 737: 1.2629150212949155e-06
Position 415: 1.1554319546021261e-06
Position 1356: 1.0833256360773306e-06
Position 1787: 1.0433330711143497e-06
Position 1092: 1.009177125357135e-06
Position 1510: 9.955139557052902e-07
Position 497: 9.827052627896227e-07
Position 1126: 9.709513826624428e-07
Position 225: 9.439794124660214e-07
Position 1465: 8.188076855816975e-07
Position 1099: 7.961791372745374e-07
Position 719: 7.097713526333053e-07
Position 677: 6.947061076915602e-07
Position 942: 6.355013763810106e-07
Position 950: 6.157927569772994e-07
Position 944: 4.463869845196707e-07
Position 1435: 4.322995390659688e-07
Position 127: 3.036311632171966e-07
Position 159: 2.0556349838263944e-07
Position 1238: 2.0140560318646463e-07
Position 1060: 1.821166450077466e-07
Position 495: 1.7661228038716577e-07
Position 256: 1.670032572180428e-07
Position 1431: 1.1122579999935387e-07
Position 1826: 5.873669687333775e-08
Position 638: 5.731629876081783e-08
Position 1139: 5.349382378379333e-08
Position 245: 3.45508011075781e-08
Position 1791: 3.234794881514591e-08
Position 103: 2.0697060687184346e-08
Position 1397: 1.9530140943647886e-08
Position 164: 1.833225114506686e-08
Position 1133: 1.719026531073749e-08
Position 1828: 1.1049935350050579e-08
Position 231: 1.0213412513331914e-08
Position 1392: 9.566659360426996e-09
Position 1101: 8.38219503552736e-09
Position 1096: 7.129724074779628e-09
Position 1135: 3.4623277586044416e-09
Position 842: 2.5630421297464522e-09
Position 236: 1.8315831021450462e-09
Position 169: 5.92456974914141e-10
Position 171: 3.681907554344901e-11
