Gene = LELP1
Position 272: 4.657094097569138e-05
Position 1424: 4.29962530333659e-05
Position 365: 4.038620732637958e-05
Position 394: 3.443541869229524e-05
Position 460: 3.1906486017394355e-05
Position 1016: 2.764229259940034e-05
Position 732: 2.654503682553373e-05
Position 723: 2.6149032324780907e-05
Position 1178: 2.5279068537094043e-05
Position 1161: 2.190134053058904e-05
Position 743: 1.6851799518506557e-05
Position 772: 1.4148319416971769e-05
Position 1315: 1.4066325523214303e-05
Position 755: 1.3483995643515677e-05
Position 1284: 1.3466223503780685e-05
Position 780: 1.1520840746275492e-05
Position 1172: 1.1458866328077394e-05
Position 1057: 1.0430346939576934e-05
Position 1004: 1.0421996995367187e-05
Position 1138: 1.0406711063765707e-05
Position 964: 1.0210137887503914e-05
Position 1201: 9.694020954942822e-06
Position 257: 8.950300240998446e-06
Position 717: 8.914932383271452e-06
Position 465: 8.44635698043561e-06
Position 1050: 8.036953678329111e-06
Position 156: 7.805792047787128e-06
Position 1037: 7.76081242856078e-06
Position 1309: 6.993309896360152e-06
Position 186: 6.47244448842247e-06
Position 1025: 5.9945279678864135e-06
Position 490: 5.403981935776786e-06
Position 1110: 5.170853821766568e-06
Position 1126: 4.434581063442077e-06
Position 860: 4.2314270371328355e-06
Position 1018: 4.217910425417924e-06
Position 403: 3.9847365511374e-06
Position 635: 3.98303338045616e-06
Position 1653: 3.7057867991066823e-06
Position 702: 3.4337281945105443e-06
Position 619: 2.4676536613854483e-06
Position 304: 1.9706863055366714e-06
Position 1184: 1.9509893338593465e-06
Position 543: 1.7285849297383331e-06
Position 1348: 1.588368774887543e-06
Position 1140: 1.566187133317009e-06
Position 302: 1.4134819736336603e-06
Position 483: 1.3269502464170423e-06
Position 823: 1.2715170036133569e-06
Position 927: 1.2018577976677089e-06
Position 1194: 1.123939329188754e-06
Position 1054: 1.0592404869380086e-06
Position 1259: 9.271833654506143e-07
Position 613: 8.21909107879617e-07
Position 629: 7.772560643713998e-07
Position 1064: 6.113579896534237e-07
Position 1033: 5.505088243351306e-07
Position 752: 5.060697069256e-07
Position 1059: 4.7370855716005945e-07
Position 640: 3.7233405757383893e-07
Position 1272: 3.695303317379504e-07
Position 814: 3.265024174615919e-07
Position 1079: 2.858149881561912e-07
Position 1191: 2.8319447500403576e-07
Position 1043: 2.3832118352302184e-07
Position 1073: 2.1288319288396993e-07
Position 274: 1.79681683443299e-07
Position 706: 1.6136105285121805e-07
Position 485: 1.5601583161856265e-07
Position 825: 1.516541690865164e-07
Position 977: 8.844765920929969e-08
Position 828: 7.335343449042102e-08
Position 1071: 6.735567013002077e-08
Position 622: 5.697075939933197e-08
Position 935: 3.720385777016631e-08
Position 146: 5.653301524613897e-09
Position 637: 4.116045911025238e-10
