Gene = LINC00694
Position 1379: 9.396384684631141e-07
Position 1293: 6.83743132051886e-07
Position 1432: 6.144034857414611e-07
Position 138: 3.443364350751582e-07
Position 150: 3.12643322099123e-07
Position 384: 2.903217884935841e-07
Position 380: 2.8523475633526524e-07
Position 1088: 2.2507267113919056e-07
Position 1039: 2.2182033982944115e-07
Position 407: 1.619460654270369e-07
Position 311: 6.273210490382765e-08
Position 1198: 4.96736367548634e-08
Position 1034: 4.283525484684715e-08
Position 70: 2.921452212999051e-08
Position 1029: 2.6260636128770755e-08
Position 154: 1.5896951580449293e-08
Position 84: 1.3516454501210864e-08
Position 103: 5.5717631468551536e-09
Position 146: 3.3284801488746817e-09
Position 77: 4.587202025139767e-10
