Gene = S100A16
Position 90: 2.16892743344338e-06
Position 702: 2.0336401024067362e-06
Position 47: 1.9830075184591358e-06
Position 1463: 1.6440463275817146e-06
Position 1231: 1.5430616841533107e-06
Position 2179: 1.3573219964974524e-06
Position 264: 1.314808687750072e-06
Position 1410: 1.0963131621050898e-06
Position 375: 9.55342635835143e-07
Position 1963: 9.481016919204222e-07
Position 2277: 7.385235528034024e-07
Position 1961: 7.279498610491721e-07
Position 623: 7.231349458977075e-07
Position 461: 6.35439293905513e-07
Position 2051: 5.157025854762831e-07
Position 337: 5.069232692980401e-07
Position 298: 4.347992506589515e-07
Position 2085: 3.708834976252633e-07
Position 676: 3.5795923800811405e-07
Position 1252: 3.5713439923844903e-07
Position 1019: 3.4514562380256403e-07
Position 1124: 3.1982918340226206e-07
Position 2068: 3.190863109197344e-07
Position 236: 3.1789341238505095e-07
Position 330: 2.532426631858228e-07
Position 2170: 2.439041469642142e-07
Position 126: 2.1658065886007757e-07
Position 798: 2.1578268382861444e-07
Position 982: 2.0789059866731425e-07
Position 1969: 1.9111512348758258e-07
Position 2105: 1.7659378192733265e-07
Position 1096: 1.3398549647838774e-07
Position 206: 1.2173088587925644e-07
Position 1152: 1.1634019915856088e-07
Position 252: 1.0517704447485758e-07
Position 1594: 7.169661689661458e-08
Position 1225: 6.963197464341787e-08
Position 477: 6.658652323873724e-08
Position 532: 6.170883444502836e-08
Position 1254: 4.1024111452828786e-08
Position 1219: 2.8862578406848565e-08
Position 1126: 2.6956238426128405e-08
Position 520: 2.2344377900784297e-08
Position 1154: 2.167758688893834e-08
Position 2203: 2.110710282943115e-08
Position 759: 2.0193081562793337e-08
Position 576: 1.817167539822768e-08
Position 1445: 1.6439801869074782e-08
Position 1443: 1.5639212457338086e-08
Position 2011: 5.9123400990766955e-09
Position 2112: 5.696105811940854e-09
Position 530: 5.6821388735995295e-09
Position 2194: 3.1897422948162887e-09
Position 1412: 1.4855272725297615e-09
Position 1486: 8.51864263787194e-10
Position 2200: 1.3443969170923765e-10
Position 2145: 3.0802167687320465e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1644: 0.9745884789242888
Position 1159: 0.8636695616133714
Position 262: 0.29536551922589227
Position 1172: 0.1003997608177424
Position 306: 0.08590840793161043
Position 590: 0.04759674361181929
Position 2160: 0.04398063302557047
Position 375: 0.03829292479414618
Position 1049: 0.026843207336772937
Position 309: 0.015717747417598172
Position 994: 0.008429334950034765
Position 1169: 0.007519514397060851
Position 2200: 0.006928370323816651
Position 267: 0.006111876845690647
Position 1920: 0.005590403735628378
Position 1265: 0.005455569026238276
Position 889: 0.005342170112581638
Position 324: 0.004829460869833283
Position 1618: 0.0033660926382690064
Position 859: 0.0029822060362022108
Position 1865: 0.0027822303519643293
Position 1443: 0.002662480422564964
Position 392: 0.0024780578151035342
Position 2085: 0.00213817027383669
Position 1212: 0.0018624298746573824
Position 1495: 0.0017530176049784891
Position 756: 0.0017123571227316012
Position 1580: 0.0016755167419521704
Position 1651: 0.0016142854619743878
Position 1260: 0.001495279081495336
Position 2002: 0.0014713398337823176
Position 328: 0.0014509494513553617
Position 1479: 0.0012939465423138187
Position 2264: 0.001161098750138908
Position 1540: 0.0011166397733551588
Position 149: 0.0007501264208517073
Position 486: 0.0007427851599742227
Position 394: 0.0007294569753811882
Position 1828: 0.0006568899996960562
Position 920: 0.0005761566596378158
Position 1894: 0.0005746318636753052
Position 2066: 0.00046146203159527056
Position 765: 0.00041523880363346876
Position 873: 0.00041517742907540273
Position 1461: 0.000406178357822926
Position 273: 0.0003091686465455507
Position 351: 0.0003079831783595545
Position 102: 0.0002886922414508832
Position 2039: 0.00021948416768547598
Position 1969: 0.0002075694109990753
Position 596: 0.00020685210742351254
Position 1215: 0.00020566916350322212
Position 1427: 0.00018561938475845742
Position 1741: 0.00017693376527346186
Position 1178: 0.00015326131996833335
Position 2165: 0.00013558533040200117
Position 1056: 9.733555866360967e-05
Position 698: 8.611129074536979e-05
Position 2178: 7.353056078071998e-05
Position 2308: 6.55418325646184e-05
Position 405: 5.725237143387263e-05
Position 1782: 5.3031984906251446e-05
Position 1181: 5.229522223355653e-05
Position 349: 5.2094024347934604e-05
Position 264: 5.068856505197291e-05
Position 600: 4.098593348734312e-05
Position 842: 3.995438295903002e-05
Position 844: 3.9602086247520774e-05
Position 1715: 3.469938458422423e-05
Position 1545: 3.467964014629164e-05
Position 1314: 3.432142675360956e-05
Position 1878: 3.379055613556598e-05
Position 1206: 3.210100767444639e-05
Position 1281: 3.20341382491458e-05
Position 1110: 2.9580262469181878e-05
Position 631: 2.9375481928073104e-05
Position 438: 2.7056651869760702e-05
Position 2017: 2.5390444873720997e-05
Position 1192: 1.9714846916479287e-05
Position 1219: 1.8072245292929122e-05
Position 1674: 1.4463709172306667e-05
Position 1961: 1.4189877729685756e-05
Position 1548: 1.2834254223341739e-05
Position 786: 1.2016259967330482e-05
Position 1683: 1.1578365548222109e-05
Position 1107: 1.059503522674095e-05
Position 2382: 1.0199576978672929e-05
Position 1504: 9.210877963065139e-06
Position 2280: 8.583217003811302e-06
Position 2209: 7.080936739813112e-06
Position 806: 6.423439300702126e-06
Position 949: 6.206703692638201e-06
Position 1408: 6.133017873897621e-06
Position 2068: 5.711973639728736e-06
Position 1662: 5.5669601780093245e-06
Position 539: 5.396073228715373e-06
Position 702: 5.328114935319498e-06
Position 969: 5.1268583232594e-06
Position 2206: 4.51585581863644e-06
Position 1974: 4.12169171519687e-06
Position 784: 4.0383208786072325e-06
Position 721: 3.6318995243610125e-06
Position 940: 3.335698658252777e-06
Position 1088: 3.140400200160173e-06
Position 1594: 2.8671887347181516e-06
Position 640: 2.5379483236088083e-06
Position 1275: 2.3324738143638788e-06
Position 1081: 2.270536643332431e-06
Position 541: 2.2027785907243368e-06
Position 795: 2.1060103050341395e-06
Position 1063: 2.0139652457750853e-06
Position 1104: 1.966022697218455e-06
Position 982: 1.8836888170158662e-06
Position 2284: 1.8325433193423535e-06
Position 508: 1.803026919361946e-06
Position 1393: 1.779114604720894e-06
Position 1295: 1.7343062907081992e-06
Position 717: 1.641586319057404e-06
Position 724: 1.6351950663876496e-06
Position 2331: 1.5623544676970433e-06
Position 819: 1.5388944226242126e-06
Position 2395: 1.1281617579232692e-06
Position 1286: 1.1096318808993302e-06
Position 499: 1.1008849683756303e-06
Position 974: 9.42720357222991e-07
Position 1788: 9.05794422120197e-07
Position 1561: 8.595367984857639e-07
Position 1785: 7.963307903449563e-07
Position 2294: 7.622123820899189e-07
Position 1318: 7.58616093440812e-07
Position 652: 7.508825473433372e-07
Position 1185: 7.192428797585502e-07
Position 1976: 6.098073538005357e-07
Position 1101: 5.790615386637697e-07
Position 1073: 5.46089523907576e-07
Position 1779: 4.865965311162956e-07
Position 929: 3.9811478351807536e-07
Position 2224: 3.8559723169761705e-07
Position 2282: 3.1590922645663363e-07
Position 2227: 3.149048893293189e-07
Position 1070: 2.899966147293898e-07
Position 971: 2.7332659576621987e-07
Position 1556: 2.5473470987727466e-07
Position 1791: 2.3891274031789544e-07
Position 206: 2.04612827469683e-07
Position 506: 2.0324704284267733e-07
Position 202: 1.9285219565846454e-07
Position 2218: 1.9210815053238708e-07
Position 516: 1.7736573701908582e-07
Position 2230: 1.680229698622532e-07
Position 2215: 1.40958072501418e-07
Position 711: 1.4060445260862563e-07
Position 2336: 1.3497425113221185e-07
Position 2221: 1.1038650439616206e-07
Position 2233: 9.458994502854678e-08
Position 2236: 7.973449562521091e-08
Position 513: 7.459101919697962e-08
Position 1305: 7.25829456055595e-08
Position 2340: 6.720763242474568e-08
Position 2011: 6.6784959453631e-08
Position 2239: 6.673245111778906e-08
Position 1290: 6.487733511469282e-08
Position 2242: 6.136735255596695e-08
Position 1067: 5.797301366044748e-08
Position 608: 5.6069756945398374e-08
Position 1510: 5.365619647150089e-08
Position 1725: 3.30163747481968e-08
Position 164: 2.7584246310771336e-08
Position 1514: 1.3021687059777706e-08
Position 1796: 1.1101325011523447e-08
Position 1799: 8.57823703246886e-09
Position 1343: 7.59913832105374e-09
Position 1292: 6.667829344099745e-09
Position 1357: 4.581096156825045e-09
Position 503: 3.0263881664413965e-09
Position 1805: 2.8845358449984636e-09
Position 957: 2.44545703881853e-09
Position 2346: 1.867116939291811e-09
Position 2244: 1.461677222797747e-09
Position 1320: 1.3042670918895795e-09
Position 1518: 1.0852080420399616e-09
Position 1803: 8.828140728076522e-10
Position 1793: 6.946748005668187e-10
Position 803: 4.662173076081558e-10
Position 175: 3.075242270131823e-10
Position 814: 1.5337854756541583e-10
