Gene = PHPT1
Position 1787: 0.001452926672997558
Position 1348: 0.001136568982475366
Position 1499: 0.0011192518168066318
Position 1054: 0.001106982510465729
Position 1893: 0.000899094317171252
Position 936: 0.000859875539533364
Position 953: 0.0008529828553466617
Position 900: 0.0008519539109023799
Position 1295: 0.00069655838472902
Position 1352: 0.0006642876811843942
Position 1222: 0.0006278870726116962
Position 625: 0.0005697007217866469
Position 1622: 0.0005003492266591363
Position 816: 0.000473976739024958
Position 646: 0.0004172116987108367
Position 956: 0.0003963071153872554
Position 1374: 0.0003246696473697196
Position 1176: 0.0002488725886774229
Position 1006: 0.00022896634246936517
Position 1466: 0.00022216763923258237
Position 733: 0.0001868532310207843
Position 693: 0.00015359270314901788
Position 1082: 0.00014512763185343068
Position 1452: 0.00013857652267583435
Position 827: 9.449504948032666e-05
Position 1696: 8.40275863026946e-05
Position 1726: 8.318696544407874e-05
Position 1763: 8.01493286725186e-05
Position 332: 6.549819220832867e-05
Position 1369: 6.41597941409172e-05
Position 1909: 6.349144249955057e-05
Position 1144: 6.1026359367298636e-05
Position 1232: 5.793287762788864e-05
Position 1048: 5.3595759381649614e-05
Position 793: 5.249178881176675e-05
Position 1484: 4.462750061884359e-05
Position 133: 3.979922599856727e-05
Position 291: 3.6512047165399955e-05
Position 1796: 3.253405234345636e-05
Position 1642: 3.178319991633895e-05
Position 678: 3.096362045744512e-05
Position 1889: 2.7759496290225184e-05
Position 415: 2.5055358763170603e-05
Position 1604: 2.4713461804613357e-05
Position 1010: 2.4522991578757234e-05
Position 1504: 1.7695311116857272e-05
Position 524: 1.7024577044217956e-05
Position 1706: 1.6952697955112738e-05
Position 1711: 1.4553673159403746e-05
Position 584: 1.3586886305798076e-05
Position 1633: 1.3379562239781354e-05
Position 1512: 1.254795286355228e-05
Position 1639: 1.2111010560872983e-05
Position 480: 9.236912519541171e-06
Position 1376: 8.578156678037113e-06
Position 271: 7.769533698584219e-06
Position 313: 7.094011301137459e-06
Position 1088: 6.409830395873873e-06
Position 566: 5.150566596754098e-06
Position 960: 3.818548678580538e-06
Position 1178: 3.025418314188556e-06
Position 1416: 2.762885018424292e-06
Position 316: 2.3906983338644577e-06
Position 1356: 2.050670745789042e-06
Position 974: 1.8951901655497116e-06
Position 1239: 1.5883686177303644e-06
Position 1019: 1.5731974393228137e-06
Position 453: 1.5636424674609608e-06
Position 829: 1.5586863606789006e-06
Position 329: 1.500298053894667e-06
Position 1754: 1.366105029740733e-06
Position 1106: 9.80122542384412e-07
Position 580: 9.60453320498282e-07
Position 1137: 3.8424727168678545e-07
Position 1095: 2.720834340596693e-07
Position 184: 2.420627413259622e-07
Position 455: 1.86053556084835e-07
Position 1798: 1.7452982613779476e-07
Position 1016: 1.5031420858834415e-07
Position 501: 9.157138864583137e-08
Position 1898: 8.034178891571955e-08
Position 459: 7.652304003314529e-08
Position 462: 4.476032817174725e-08
Position 489: 1.572149708855877e-08
Position 154: 1.569006631496805e-08
Position 235: 1.257512893499015e-08
Position 147: 7.508010995971704e-09
Position 540: 3.5546120259722704e-09
Position 162: 2.3339154301930493e-09
Position 217: 1.9717851476857844e-09
Position 71: 2.3025651194051987e-14
Position 73: 1.383483612437484e-14
