Gene = SSNA1
Position 1500: 8.117833394035062e-06
Position 893: 7.898528266414568e-06
Position 1235: 7.759888800461396e-06
Position 690: 6.7266991275452065e-06
Position 438: 6.339022109201901e-06
Position 953: 6.04927123467601e-06
Position 543: 5.4067754032642754e-06
Position 1426: 5.00046891636136e-06
Position 1240: 4.898642254183038e-06
Position 1257: 4.821052400768747e-06
Position 959: 4.819859454268882e-06
Position 603: 3.7361685514576217e-06
Position 1612: 3.2809247876506056e-06
Position 513: 3.1053837988347635e-06
Position 981: 2.9239712109443204e-06
Position 1509: 2.5497744146134063e-06
Position 906: 2.52879052047557e-06
Position 761: 2.19765142900255e-06
Position 504: 2.1445775439015824e-06
Position 1248: 2.1301223204890364e-06
Position 520: 2.126988457200405e-06
Position 1633: 2.1171612141388058e-06
Position 1431: 2.039858355404868e-06
Position 525: 1.9555812671067104e-06
Position 471: 1.8029437179969275e-06
Position 1170: 1.535640462356597e-06
Position 426: 1.4797563649256957e-06
Position 1321: 1.4452878419750463e-06
Position 955: 1.3313562933966416e-06
Position 1618: 1.2860927875610997e-06
Position 477: 1.0682655690812677e-06
Position 91: 1.0584844858170468e-06
Position 356: 9.224408333053717e-07
Position 1168: 8.972884330827724e-07
Position 1334: 8.803621630246842e-07
Position 281: 8.419679380456795e-07
Position 1438: 7.42052753940695e-07
Position 1630: 6.308215897918232e-07
Position 1403: 5.458313757399313e-07
Position 1271: 5.316291048513688e-07
Position 889: 5.1337186596786e-07
Position 1624: 4.6666306518794785e-07
Position 447: 4.481212936427805e-07
Position 1390: 3.9687117088202625e-07
Position 240: 3.903397240717045e-07
Position 1245: 3.863908061015091e-07
Position 1388: 3.7172647211073084e-07
Position 624: 3.319176122686669e-07
Position 486: 3.233244924287289e-07
Position 792: 2.9051631776542706e-07
Position 245: 2.8961713040781464e-07
Position 1568: 2.679476587570378e-07
Position 665: 2.525726507191181e-07
Position 1086: 2.1161333721633278e-07
Position 489: 1.6369561765307164e-07
Position 637: 1.6303439080031703e-07
Position 1638: 1.4684241616773445e-07
Position 1092: 1.266479378587104e-07
Position 474: 9.569157647385947e-08
Position 656: 8.308801026173198e-08
Position 429: 7.363162566621186e-08
Position 88: 7.150506623103172e-08
Position 649: 6.622347385110869e-08
Position 522: 5.236803855577861e-08
Position 450: 3.860734267912834e-08
Position 130: 2.9318176672171335e-08
Position 144: 2.5726336335916173e-08
Position 106: 2.2119226137813015e-08
Position 509: 2.1815984807633315e-08
Position 173: 1.2056535087513337e-08
Position 643: 7.619146818642478e-09
Position 157: 5.5943594779482664e-09
Position 483: 3.4809184405797648e-09
Position 632: 1.8396524477538526e-09
Position 121: 7.745471135313086e-10
Position 136: 2.0964201543837522e-10
Position 165: 8.364970916660897e-11
