Gene = CCL19
Position 1072: 2.8477525925553962e-09
Position 751: 1.6842773770147641e-09
Position 234: 3.259875907633773e-10
Position 191: 9.372167276866422e-11
Position 160: 3.1575502690832804e-11
Position 208: 1.0405625926582723e-11
Position 198: 2.050826435261223e-12
Position 220: 1.5925000028484499e-12
Position 204: 1.0375918380981662e-12
Position 214: 6.010253137203611e-14
Position 202: 2.684865902250009e-14
Position 216: 1.493286209501095e-14
