Gene = HNRNPCL2
Position 417: 1.3023738997545202e-08
Position 246: 1.1125801717600702e-08
Position 226: 6.305327807862912e-09
Position 874: 9.301500369367786e-10
Position 944: 7.684035175409647e-10
Position 1170: 3.3780101521098605e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.9739245008040351
Position 712: 0.020835473299981477
Position 874: 0.011736541754495872
Position 287: 0.006164123271695318
Position 658: 0.004556358982464533
Position 739: 0.0023658322602991342
Position 655: 0.0016375420565125428
Position 757: 0.0012740880473173096
Position 365: 0.0009757725806311285
Position 603: 0.0008468637690349717
Position 433: 0.0007976812652930797
Position 891: 0.0007096638611976433
Position 1266: 0.0004809130660486098
Position 540: 0.0003330348151562035
Position 1008: 0.0003149298912681191
Position 1234: 0.00031161625974865213
Position 477: 0.0002464955993233749
Position 901: 0.00021048521916303744
Position 942: 0.0002020440759971866
Position 461: 0.0001973264933317594
Position 996: 0.0001730698899484819
Position 687: 0.0001497916774513944
Position 1239: 0.00011144103800713796
Position 630: 0.00011101751553602142
Position 1071: 9.796572151225904e-05
Position 694: 8.699244417191039e-05
Position 342: 8.687365059327522e-05
Position 683: 8.174169369291954e-05
Position 966: 7.402371476678975e-05
Position 196: 6.901627878395136e-05
Position 827: 6.600433926189135e-05
Position 1029: 6.515086756426675e-05
Position 714: 5.759303714390867e-05
Position 1077: 5.0987415323760916e-05
Position 633: 4.469306463421806e-05
Position 1186: 4.288098921996703e-05
Position 300: 3.676502275166707e-05
Position 1189: 3.371468679247791e-05
Position 570: 3.334762481073903e-05
Position 917: 3.286999606716091e-05
Position 1005: 2.7009000939803233e-05
Position 348: 2.3585849244562204e-05
Position 1251: 1.8837924570689933e-05
Position 149: 1.8259621920389173e-05
Position 926: 1.7883784239868783e-05
Position 1020: 1.5995659023903745e-05
Position 762: 1.5831256749504464e-05
Position 730: 1.5762353263466554e-05
Position 975: 1.1760093259496289e-05
Position 835: 1.0410826950347241e-05
Position 951: 8.743870002879408e-06
Position 1170: 6.354452697149807e-06
Position 1164: 6.200959890932412e-06
Position 302: 5.529216017347425e-06
Position 555: 5.2121401831011664e-06
Position 1147: 5.087343963253479e-06
Position 1343: 4.908129853799299e-06
Position 105: 4.715163892576281e-06
Position 1143: 4.656151643114331e-06
Position 378: 4.4862417673103265e-06
Position 375: 4.4202125896919305e-06
Position 721: 4.373234464635944e-06
Position 1203: 3.7164152232463303e-06
Position 308: 3.357807152108265e-06
Position 1279: 2.3684372883520233e-06
Position 982: 2.1934883947429524e-06
Position 129: 1.9378431254247946e-06
Position 1336: 1.8047662775303765e-06
Position 944: 1.520277181168977e-06
Position 1323: 1.5153200716125964e-06
Position 1095: 1.5094232373090874e-06
Position 134: 1.4964007130175723e-06
Position 1033: 1.1054717262443525e-06
Position 1079: 1.0378404821607744e-06
Position 1093: 9.829831780779488e-07
Position 1291: 9.624543811682787e-07
Position 671: 9.269940313288969e-07
Position 1200: 8.684724862458708e-07
Position 661: 7.644135190165436e-07
Position 1110: 6.035689475895216e-07
Position 1114: 5.832523954462578e-07
Position 352: 5.584637588506557e-07
Position 1296: 5.25672116061445e-07
Position 663: 3.605313205757744e-07
Position 1287: 3.5724663684516394e-07
Position 1176: 3.3353395991411077e-07
Position 1117: 2.2196434637574845e-07
Position 1130: 2.0342399879522407e-07
Position 1011: 2.020428598774428e-07
Position 1125: 1.844605207191033e-07
Position 985: 9.074845981802384e-08
Position 387: 8.401187233942375e-08
Position 1304: 6.822367950185421e-08
Position 1087: 5.3528476602844937e-08
Position 1294: 3.464845204965194e-08
Position 1089: 3.04728532681168e-08
Position 1310: 2.9637663046493763e-08
Position 1133: 2.5091875495552087e-08
Position 109: 2.0823441637006137e-08
Position 314: 2.017889311795947e-08
Position 381: 1.7862167808226406e-08
Position 1122: 1.7153527825150358e-08
Position 1119: 1.6930287425545785e-08
Position 118: 1.690195875417536e-08
Position 1127: 1.0402215305320108e-08
Position 1152: 7.074813160632263e-09
Position 1353: 3.4972713940064456e-09
Position 1306: 2.2113639781767505e-10
Position 83: 7.61324159168096e-12
