Gene = Sema5c
Position 2634: 1.2443449789341251e-05
Position 2169: 7.752228857267162e-06
Position 13396: 3.89341043041904e-06
Position 13339: 2.206861697058408e-06
Position 13503: 2.0082994886133486e-06
Position 13488: 1.6132064985715763e-06
Position 13597: 1.5591890142354758e-06
Position 13370: 1.3613589375404568e-06
Position 10101: 7.26851545700304e-07
Position 10156: 5.568860029350169e-07
Position 10203: 2.2209941768526923e-07
Position 1499: 5.905500062248929e-08
Position 1560: 1.4289462808801385e-08
