Gene = Mdr65
Position 4436: 1.1529306112157698e-06
Position 4446: 1.0478976550172789e-06
Position 386: 8.684850123257057e-07
Position 2454: 8.305200412536154e-07
Position 4467: 7.868681796497831e-07
Position 2505: 3.961405972235292e-07
Position 234: 3.810358836868156e-07
Position 1199: 8.082189329325967e-08
Position 208: 3.8939222218714694e-08
Position 1800: 3.0694637796549463e-09
Position 3849: 7.063802493858399e-10
Position 1368: 4.902434473444511e-10
Position 4074: 2.2207585930776337e-10
Position 2094: 3.0340706078272743e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2605: 0.9916167632088118
Position 1550: 0.9906314200895614
Position 1020: 0.9897132303209885
Position 3814: 0.9846262719819737
Position 4600: 0.9822738522803299
Position 3049: 0.971216366772961
Position 1318: 0.9485186078047154
Position 4173: 0.8931827844871957
Position 2435: 0.8878639119430726
Position 1924: 0.8616776816812827
Position 840: 0.1263096234525513
Position 2448: 0.11036788639798972
Position 4223: 0.0736226538494148
Position 425: 0.0420699408031126
Position 1908: 0.03815423066477469
Position 2866: 0.027316069430579615
Position 2822: 0.023889313101759336
Position 2251: 0.021724574273490026
Position 1380: 0.01937542286441454
Position 4703: 0.015850819863628685
Position 2066: 0.012342715372042713
Position 3488: 0.011804433771929163
Position 3834: 0.009959461204465798
Position 1557: 0.007842552408266656
Position 617: 0.006867446540629583
Position 3447: 0.004683665177971279
Position 961: 0.004405649510778431
Position 3310: 0.0036469230368469524
Position 4181: 0.0033879863890027015
Position 2909: 0.003326261161357538
Position 2692: 0.0028151530099000577
Position 4022: 0.0027761345683044187
Position 791: 0.0023068060254856203
Position 3227: 0.00205995756417932
Position 449: 0.002040999520294785
Position 4607: 0.001867684964248136
Position 295: 0.0017767026139626314
Position 3056: 0.0017415395005707403
Position 1414: 0.001738111664351867
Position 201: 0.0016954264335876767
Position 2616: 0.0014843699629175388
Position 788: 0.0013613296246108959
Position 1961: 0.0012743215002361881
Position 401: 0.0010589118713105852
Position 2026: 0.0009649400980287502
Position 652: 0.0009131240728005132
Position 4715: 0.0008381588611377784
Position 4957: 0.0005832261282375694
Position 1121: 0.0005349285053998642
Position 1437: 0.0005291424443735432
Position 5012: 0.0004741447198220033
Position 5035: 0.00030122916282446515
Position 70: 0.00023942296075043574
Position 5110: 0.00020839435608357846
Position 2755: 0.0002015624689653283
Position 1331: 0.00018842480895268785
Position 475: 0.0001623075746525954
Position 157: 0.0001614340511575494
Position 1562: 0.00013420143903778104
Position 1350: 0.00013054781951215476
Position 1485: 0.0001248468436257157
Position 1698: 0.00010452263607433318
Position 271: 8.322016919412442e-05
Position 1039: 6.982343954380235e-05
Position 5191: 5.9225441640321566e-05
Position 2458: 3.810075197241531e-05
Position 144: 9.669599231913491e-06
Position 170: 6.447729190630336e-06
Position 164: 2.9146671575699575e-06
