Gene = LUBEL
Position 4179: 0.0005074430102444989
Position 333: 0.0004649203209203647
Position 12315: 0.0004640640082807303
Position 2945: 0.0003352901843641081
Position 12117: 0.000322472085459702
Position 1511: 0.0003216802286764304
Position 6579: 0.00029210021237338347
Position 11075: 0.0002819527408419078
Position 4151: 0.00026594125595526236
Position 2658: 0.0002634555411242754
Position 4343: 0.00024015233153717398
Position 2862: 0.00016843022638886193
Position 3456: 0.00011254771975694819
Position 3450: 0.00011246428500218262
Position 12920: 0.00010997606137134538
Position 6405: 0.00010541629459954858
Position 3054: 7.158443894711867e-05
Position 6276: 6.865605301128959e-05
Position 11220: 6.759878961584814e-05
Position 12042: 5.9888708497323005e-05
Position 2296: 5.577647531351835e-05
Position 11106: 3.594367197451468e-05
Position 4585: 1.702627559906965e-05
Position 2543: 3.5160358179140397e-06
Position 2467: 3.235048580859141e-06
Position 2715: 6.39832968181062e-07
Position 2609: 2.444417294052747e-07
Position 2682: 2.2809761678141957e-07
Position 266: 1.7133665436690168e-09
