Gene = anchor
Position 4852: 1.5804656543954067e-09
Position 5179: 1.0611465423071774e-09
Position 5648: 7.217471389663682e-11
Position 5645: 3.0360225270864964e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6040: 0.9994093893918623
Position 4668: 0.9985207325853371
Position 4868: 0.9973930008917231
Position 5490: 0.9973867617956766
Position 7465: 0.9936979653877279
Position 5788: 0.9873995301704562
Position 7035: 0.9856816487430498
Position 5262: 0.9845157957637013
Position 6602: 0.9801129201532467
Position 7960: 0.9615542242863997
Position 4283: 0.9070022625357738
Position 6454: 0.4801457469944336
Position 7718: 0.2970657636323802
Position 2964: 0.1656065726359317
Position 3226: 0.1069282287579836
Position 3041: 0.0916894872158841
Position 6265: 0.04233831442552883
Position 2649: 0.03913608889251682
Position 8777: 0.026020299683718922
Position 7984: 0.024264179573406368
Position 6483: 0.02365361631424523
Position 2678: 0.02334675714273242
Position 6298: 0.023315802038090677
Position 6365: 0.022312077212735995
Position 6247: 0.018229941460704398
Position 6672: 0.017208669556015677
Position 2308: 0.01668530422682097
Position 5290: 0.013819576430858765
Position 3452: 0.010494116433665273
Position 3073: 0.009341679946977077
Position 5804: 0.008156481618047917
Position 7773: 0.005969008590630811
Position 5022: 0.005616209960179941
Position 5126: 0.0053424752614998
Position 2320: 0.004521674102485623
Position 3730: 0.004396025452822405
Position 7056: 0.004068272240256356
Position 1464: 0.0035320913995926183
Position 1875: 0.0032441007191156826
Position 3304: 0.003161325311824687
Position 8493: 0.0026594618730970765
Position 7299: 0.002461114119946841
Position 5860: 0.002176556845056779
Position 3325: 0.002165990511144862
Position 7059: 0.001884375949381477
Position 5235: 0.001453130176070261
Position 6338: 0.001427891717591839
Position 7095: 0.0013733082089679592
Position 5938: 0.000958173558880402
Position 2160: 0.0009563150149034341
Position 4893: 0.0008726781347830228
Position 1818: 0.0008346371248677555
Position 1878: 0.0007893661254516334
Position 5889: 0.0007847994592851405
Position 5548: 0.0007680858485313636
Position 4685: 0.0007615948308800272
Position 2179: 0.0007590798663393906
Position 1638: 0.0007238785449071442
Position 6194: 0.0006938719655159593
Position 7080: 0.0006140386882771084
Position 4913: 0.0005128185771964142
Position 7331: 0.00044166932168986106
Position 7244: 0.00041486131957840105
Position 5824: 0.00039548780951089904
Position 5624: 0.0002752287152922188
Position 4755: 0.00017385498393302482
Position 7114: 0.00015414806280509015
Position 5308: 0.00014019696330368637
Position 1185: 0.000137496200593423
Position 1110: 0.00011975269613348651
Position 7349: 0.00011372543172928355
Position 5375: 0.00010066943874438862
Position 5774: 5.2874814376381464e-05
Position 7436: 3.748520578542472e-05
Position 5577: 2.7329040276776565e-05
Position 7486: 1.0064421594368801e-05
Position 6008: 1.6394587343095894e-06
Position 6139: 7.152394777017178e-07
