Gene = mu2
Position 3775: 0.0002040027595734875
Position 2119: 0.00018190542572112984
Position 1144: 0.00011145185850382075
Position 491: 0.00010997930799305157
Position 2205: 0.00010841009245635972
Position 466: 0.00010825079702775673
Position 714: 0.00010641003248008444
Position 542: 9.525408284848914e-05
Position 579: 9.069039735643888e-05
Position 2066: 7.810709765663037e-05
Position 1069: 7.354639568307524e-05
Position 290: 6.417392658417555e-05
Position 564: 6.269831749843088e-05
Position 469: 6.179900799391636e-05
Position 897: 5.098408148127089e-05
Position 2672: 3.89772491280998e-05
Position 2038: 3.074584552910163e-05
Position 3830: 2.0797146198966125e-05
Position 3771: 1.7736104514221402e-05
Position 2587: 1.606211817585944e-05
Position 2291: 1.4769146445591809e-05
Position 3673: 1.1198285092392651e-05
Position 3781: 7.67849711964245e-06
Position 3806: 5.714228413674639e-06
Position 1827: 4.782787955044762e-06
Position 269: 4.110673197055116e-06
Position 106: 3.2789757589846345e-06
Position 2558: 2.440978117993673e-06
Position 317: 2.968298761698034e-07
Position 77: 2.363899387929992e-07
