Gene = axo
Position 43590: 0.7755760377126826
Position 16914: 0.7675247688211826
Position 44072: 0.7069240968450068
Position 22993: 0.661110753018207
Position 50762: 0.6559953872557204
Position 43192: 0.6413794076412669
Position 15117: 0.5003982990182511
Position 42755: 0.479558290593108
Position 42045: 0.38318286503199694
Position 15355: 0.2821235058674179
Position 51206: 0.26599056954207967
Position 23123: 0.23210155427198653
Position 40565: 0.2049475742553341
Position 43481: 0.1720469259008301
Position 16042: 0.15959284619905362
Position 14992: 0.13541215953094435
Position 44081: 0.11074867249564073
Position 49559: 0.10670182680691485
Position 52006: 0.09776683952674495
Position 50507: 0.0950824347610445
Position 23126: 0.09485234442387235
Position 27568: 0.09003339072108427
Position 43091: 0.08842190911131764
Position 44084: 0.07753254993561143
Position 42667: 0.07712552742586491
Position 15065: 0.06541178090079017
Position 36837: 0.059936255680712744
Position 43984: 0.05694739415811455
Position 42636: 0.0553761711787525
Position 27730: 0.05150853501712316
Position 41600: 0.04991791068428322
Position 2055: 0.040013933313296356
Position 1873: 0.035731177752235166
Position 832: 0.03530592394427734
Position 2023: 0.03401408501861197
Position 22409: 0.03227681296177268
Position 27500: 0.03218521619535823
Position 41621: 0.030890339715291842
Position 31438: 0.027735247815253817
Position 44137: 0.023451929281131195
Position 15554: 0.023130636186444842
Position 43376: 0.019993574881860293
Position 31490: 0.019476418562798387
Position 37414: 0.018728320662003764
Position 30982: 0.01811860978710921
Position 48527: 0.017465823482711886
Position 41581: 0.016212379975419383
Position 31485: 0.01596730940221289
Position 1100: 0.015797827888304982
Position 15805: 0.015204936761680356
Position 32950: 0.015011949622826426
Position 40246: 0.014873801539203587
Position 1893: 0.014668569848669375
Position 37145: 0.014507966741405486
Position 1896: 0.014360150047458255
Position 32297: 0.012363042268080918
Position 50403: 0.011519808464430119
Position 30148: 0.011021528354231527
Position 43343: 0.010399848558537265
Position 30895: 0.009630686692199917
Position 32129: 0.008712171665248236
Position 31464: 0.00834426965399841
Position 14260: 0.0080695466043494
Position 31273: 0.007868261054028323
Position 3539: 0.0075679695243244995
Position 43408: 0.007093938347555363
Position 41814: 0.007023156792346797
Position 31512: 0.006909026117432051
Position 29938: 0.006475854823844604
Position 38001: 0.0064453854656988325
Position 16390: 0.006144906255226365
Position 48334: 0.006082326881837014
Position 30885: 0.005493743716032966
Position 1292: 0.005487925350116544
Position 36865: 0.005078236973537131
Position 30908: 0.004914304542030381
Position 36772: 0.004854532695318337
Position 49562: 0.00466917698629792
Position 43340: 0.004588266640609003
Position 37753: 0.0045459109719051816
Position 15611: 0.0035057787768845213
Position 18189: 0.003153015663181232
Position 3572: 0.0031325622169590217
Position 35763: 0.0029239204638797874
Position 32178: 0.0027263522379698786
Position 31503: 0.0025811463312571206
Position 15899: 0.002447033415609857
Position 28771: 0.0020077787288517984
Position 28599: 0.0019233584461497417
Position 44000: 0.0018123336607627433
Position 28065: 0.0015803757213571374
Position 34417: 0.0014418087273555737
Position 46698: 0.0012506306500364016
Position 2265: 0.0011124265365027768
Position 29162: 0.0010696784058310581
Position 46191: 0.0009621433816273647
Position 28116: 0.0005950688976150075
Position 842: 0.0005531220774052923
Position 28578: 0.0005316376151642038
Position 46362: 0.0004637279976194232
Position 36681: 0.00028183926732464076
Position 30915: 0.00026612817221423985
Position 36665: 0.00022494857461149997
Position 36448: 0.0002221215800107074
Position 46395: 0.0001660797349201242
Position 45239: 0.00011850023880898052
Position 37134: 0.00011685643364554847
Position 28279: 8.578837112388134e-05
Position 45295: 7.479903714775048e-05
Position 44951: 6.401909754809007e-05
Position 37283: 5.764157236955985e-05
Position 45845: 3.757012913438346e-05
Position 31534: 2.4506014579262763e-05
Position 44796: 2.1677113528410647e-05
Position 40591: 1.8262047409443252e-05
Position 31446: 1.7380920767182212e-05
Position 28079: 1.4136535640392897e-05
Position 37222: 9.223891584569238e-06
Position 44520: 1.1289054322832522e-06
Position 44517: 2.5156475722117848e-08
Position 44574: 8.749071125491025e-10
