Gene = Usp32
Position 3124: 3.398011922154755e-08
Position 3425: 2.7143571285523673e-08
Position 320: 2.3175002060402427e-08
Position 419: 2.266135207017928e-08
Position 2972: 1.624359519491284e-08
Position 3260: 1.3892357735831157e-08
Position 9508: 1.0877390769400706e-08
Position 4321: 9.944444492782944e-09
Position 9311: 8.497008071934904e-09
Position 9545: 8.40802536871237e-09
Position 9497: 7.765470531959943e-09
Position 4061: 2.2205687788587652e-09
Position 3942: 2.054262752733529e-09
Position 3838: 1.6976000868191874e-09
Position 3868: 1.6887391782022102e-09
Position 5443: 1.5170632582225659e-09
Position 3947: 1.485550957652358e-09
Position 2621: 1.3713189670304964e-09
Position 8979: 2.8635342730826736e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4619: 0.9999989299663197
Position 2923: 0.999545123703171
Position 5824: 0.9993106911053469
Position 8627: 0.9970700095058791
Position 9118: 0.9954325253987438
Position 3693: 0.9948535035665054
Position 6183: 0.9912115094868338
Position 9649: 0.9900221500680304
Position 8871: 0.9586337877369484
Position 3401: 0.918278371061471
Position 8396: 0.6670869406981057
Position 2621: 0.6197207390564314
Position 6583: 0.5208524668992169
Position 2280: 0.4501272146837856
Position 7693: 0.3251012438126909
Position 8405: 0.2796480232214138
Position 6376: 0.2756947323177278
Position 3947: 0.12598254919132992
Position 10066: 0.10031686318927538
Position 3473: 0.07588725053521043
Position 10158: 0.07452846520334339
Position 6607: 0.07277100154651703
Position 3968: 0.07134449996830186
Position 10089: 0.06457879835428107
Position 10095: 0.06216884195113495
Position 2473: 0.058461384255154
Position 5228: 0.05216443227542511
Position 9413: 0.050391874797903254
Position 7659: 0.039105036898105405
Position 6537: 0.03640734050636873
Position 2418: 0.0350318111332445
Position 126: 0.03220773044213628
Position 6367: 0.03201645377299491
Position 4952: 0.02954793822283956
Position 5267: 0.025260259600209587
Position 10638: 0.01780750880854779
Position 2487: 0.012517131376855615
Position 4252: 0.010654302105743635
Position 2132: 0.009631686783722046
Position 123: 0.009499251026361235
Position 2224: 0.008296826056667301
Position 6233: 0.0080199779765776
Position 10043: 0.006713785871393424
Position 5027: 0.00656292468388412
Position 4025: 0.005130196151129778
Position 3958: 0.004982198826873044
Position 10165: 0.004537602556034746
Position 10322: 0.004407170192657917
Position 557: 0.004353212808617161
Position 10476: 0.0034573735665950856
Position 1285: 0.0033195027683760197
Position 1275: 0.003054566310103507
Position 9133: 0.002976140833947155
Position 2566: 0.00292008786705435
Position 3780: 0.0023796670630598753
Position 10436: 0.0022823319732495346
Position 1053: 0.0021504019884429405
Position 4195: 0.0020106219391907722
Position 3368: 0.0018159772930146471
Position 1378: 0.0014241823473086417
Position 5146: 0.001368004271312665
Position 9732: 0.0013543544098181088
Position 10288: 0.0011900088227702584
Position 9388: 0.0009415331382727947
Position 3827: 0.0009390800736766519
Position 6076: 0.000937483553691102
Position 4154: 0.0008739684819954789
Position 9227: 0.000836357106017856
Position 3777: 0.0007719631740124575
Position 3522: 0.0006763311631553307
Position 4977: 0.0006752149020543181
Position 4184: 0.0005135850119833894
Position 1211: 0.0004823961481565331
Position 655: 0.0004437200712096811
Position 3755: 0.0003796262824947578
Position 5979: 0.00036721913056237906
Position 6083: 0.0003502539930054743
Position 3493: 0.00030055794114640464
Position 9430: 0.0002238392845918338
Position 5886: 0.00020486960743658329
Position 3422: 0.00020055737885456504
Position 9172: 0.00012975324967818492
Position 6099: 0.00010517775006906442
Position 1067: 9.828912527345641e-05
Position 393: 8.707552971892513e-05
Position 6117: 8.660306538522795e-05
Position 9757: 7.947246690782954e-05
Position 3572: 7.936667931693235e-05
Position 9774: 7.523499369461011e-05
Position 3056: 6.926827043411003e-05
Position 3509: 6.267280887228175e-05
Position 6203: 6.090878139436201e-05
Position 1188: 5.976349721908993e-05
Position 3130: 5.897168758984365e-05
Position 3034: 5.244992952683795e-05
Position 153: 4.947917384313089e-05
Position 3519: 4.793659980246764e-05
Position 3062: 3.312955128803298e-05
Position 6196: 2.918173842445331e-05
Position 3736: 1.6879206358310585e-05
Position 2972: 1.3861268306743742e-05
Position 2895: 1.2871477430502772e-05
Position 4810: 1.2793873996900698e-05
Position 4813: 1.015585770589227e-05
Position 3794: 3.878494969824172e-06
Position 6401: 2.600295676328025e-06
Position 4691: 1.070033677714314e-06
Position 4832: 5.759484584148834e-07
