Gene = Cand1
Position 4132: 1.1137494529477819e-06
Position 5: 1.0335083486904552e-06
Position 897: 5.680392240355944e-07
Position 1244: 2.046362169095158e-07
Position 1216: 9.428807066592141e-08
Position 1221: 3.419877458099499e-08
Position 2543: 7.226977261629623e-09
Position 3675: 2.157981250269175e-10
Position 3910: 1.7867032703933606e-10
Position 2887: 1.2437286594798e-10
Position 540: 5.2323958414715334e-11
Position 2213: 2.623077159293237e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2768: 0.999564184336173
Position 4058: 0.9960712245967922
Position 4269: 0.9930249003743934
Position 309: 0.9926455014898369
Position 1345: 0.9616971969915422
Position 751: 0.9388675458599317
Position 1122: 0.8509113951847048
Position 2182: 0.7363227506225993
Position 1093: 0.13911421619518927
Position 162: 0.053915943213377185
Position 837: 0.049591046522293146
Position 1546: 0.047331315373788575
Position 1850: 0.04566135890503571
Position 1328: 0.023542412268673044
Position 2387: 0.014279401840436714
Position 2161: 0.012408886360038758
Position 3860: 0.011270590850679612
Position 1129: 0.0098122219966259
Position 3887: 0.006585637478016704
Position 754: 0.006528863004914472
Position 4514: 0.006035544172352169
Position 4482: 0.004994587061766222
Position 4438: 0.003929865871457131
Position 4078: 0.0036422487888499015
Position 3593: 0.0026416920287247805
Position 2053: 0.002453117862514224
Position 3137: 0.002387240224092184
Position 4283: 0.0023389961999836597
Position 3125: 0.002244020508775424
Position 4280: 0.0022082037899025134
Position 1603: 0.0016790156632488112
Position 570: 0.0016710514993829475
Position 3334: 0.0013343984801987472
Position 1771: 0.0011991901266927554
Position 4301: 0.0008854322897191417
Position 1511: 0.0008288525481029002
Position 1808: 0.0007350290661124122
Position 2990: 0.0007281003157174613
Position 1744: 0.0006283100455102874
Position 1711: 0.0005041851862919373
Position 4502: 0.00047180657810845484
Position 865: 0.00043382252305266937
Position 931: 0.00043178102338513324
Position 1572: 0.0004249714401148746
Position 1354: 0.00025540489842988906
Position 717: 0.0002293452415166557
Position 4311: 0.0002135531348665837
Position 2822: 0.00017838184974464788
Position 4105: 0.00017343196070130823
Position 191: 0.0001668438547264471
Position 1399: 0.00016154392574453352
Position 659: 0.00014242646524390633
Position 775: 0.00010221792070042335
Position 124: 8.81490646848969e-05
Position 501: 8.722080406742284e-05
Position 624: 6.429956842959367e-05
Position 110: 6.361864880108842e-05
Position 477: 5.5142063389875334e-05
Position 462: 4.641698556011316e-05
Position 567: 4.0015993872824875e-05
Position 883: 3.603945046698179e-05
Position 4129: 3.534678017662244e-05
Position 600: 3.0220318199879862e-05
Position 1024: 2.449812104850003e-05
Position 4175: 2.354632850906863e-05
Position 92: 2.1509121618423682e-05
Position 604: 2.018870468815362e-05
Position 516: 1.4265036476982284e-05
Position 1183: 9.114422151881448e-06
Position 104: 8.770286269842706e-06
Position 1188: 7.173885967826485e-06
Position 1228: 5.795332233881484e-06
Position 1549: 4.798544143564689e-06
Position 4132: 4.696625825485297e-06
Position 214: 2.4172508925069127e-06
Position 4202: 1.0985273632614e-06
Position 129: 8.687581199715167e-07
Position 69: 6.39188893430494e-07
Position 1259: 1.0604477906355145e-08
Position 372: 5.5812559109354546e-11
