Gene = LKRSDH
Position 7: 4.4936775438749824e-08
Position 3955: 2.5389454541835084e-08
Position 378: 2.361421590521308e-08
Position 3936: 1.131193424050093e-08
Position 4037: 1.0635166784727257e-08
Position 3910: 9.0093486101963e-09
Position 342: 7.890411582223934e-09
Position 338: 1.2648505356054549e-09
Position 362: 7.75841315142748e-10
Position 344: 2.6908950682689607e-10
Position 3933: 1.8271009946522413e-10
Position 493: 1.15713503049349e-10
Position 3919: 1.029781484768351e-10
Position 496: 4.910560684611612e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4082: 0.9999999663660392
Position 3843: 0.9999751146578004
Position 305: 0.9999045997354697
Position 2628: 0.9930529578327238
Position 1875: 0.9900656062661501
Position 1432: 0.9472551907248028
Position 1190: 0.7217954629354083
Position 513: 0.6859145787717594
Position 4513: 0.29131271502706413
Position 492: 0.16389481438016024
Position 4622: 0.12162032045646479
Position 2838: 0.08951906068874353
Position 4593: 0.05475497646485247
Position 4519: 0.041359578401327715
Position 3569: 0.01352572146379713
Position 4707: 0.011111727380959183
Position 3269: 0.009427428653475928
Position 1633: 0.005428136875349376
Position 4367: 0.004625644562644263
Position 1996: 0.004219993574357775
Position 3522: 0.0036899697789656237
Position 4522: 0.002978333831950251
Position 1886: 0.0021737795474030402
Position 687: 0.0017785261922139825
Position 2534: 0.0015077897440350257
Position 902: 0.0012804570506976772
Position 4229: 0.001078626199418315
Position 905: 0.0010149626087083805
Position 2052: 0.000963097004053129
Position 540: 0.0009275348924855898
Position 4682: 0.0008900251245539423
Position 793: 0.0005044952725806679
Position 925: 0.0003393514555466307
Position 4355: 0.0002585721232968351
Position 4369: 0.0002552398559351547
Position 1059: 0.0002470968618024669
Position 973: 0.00024494216368756215
Position 1009: 0.00023002026836610833
Position 949: 9.651489986548426e-05
Position 307: 7.549930250498957e-05
Position 2594: 5.513686974236623e-05
Position 2581: 5.450772018236297e-05
Position 4322: 2.277612894176754e-05
Position 654: 1.8893326596061224e-05
Position 248: 1.0873367746502067e-05
Position 4391: 5.542926328476981e-06
Position 312: 5.181515688917962e-06
Position 338: 2.651061647852804e-06
Position 575: 1.9296952390489607e-06
Position 383: 1.089811161044457e-06
Position 386: 8.821756102944194e-08
Position 2501: 3.248413034705618e-08
Position 4093: 1.8177768988876907e-08
Position 332: 1.634060739349335e-08
Position 4087: 1.8291209174079422e-09
Position 114: 6.475976638206207e-10
