Gene = Ge-1
Position 3866: 2.9112401101144674e-06
Position 2103: 2.823564867889029e-06
Position 2254: 2.4791070021524917e-06
Position 4309: 2.3041312371911997e-06
Position 1998: 2.150103942329859e-06
Position 3718: 1.5151077152327276e-06
Position 4517: 1.068810959402595e-06
Position 4583: 7.226994723364795e-07
Position 804: 4.0831640283751374e-07
Position 1051: 3.990812048636841e-07
Position 115: 1.2081212714895788e-07
Position 1800: 9.259529633749584e-08
Position 293: 4.9919762566749186e-08
Position 130: 4.829105161523401e-08
Position 120: 2.740789107235541e-08
Position 89: 3.558490559379215e-09
Position 325: 1.457425881258856e-09
Position 280: 6.942504766045958e-10
Position 155: 5.760926710282352e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1903: 1.000000000000001
Position 5010: 0.9973387479391372
Position 4412: 0.9927105328218246
Position 4186: 0.9922079633257027
Position 3588: 0.9869262881962612
Position 662: 0.9836490016975358
Position 3882: 0.9603133314414478
Position 1592: 0.8261329578555288
Position 1133: 0.7229303373654251
Position 313: 0.6723753413541548
Position 3991: 0.09327507420576503
Position 4684: 0.07700551681609588
Position 1343: 0.07110460076027277
Position 1019: 0.023674189740634576
Position 1102: 0.023134295293236035
Position 2721: 0.016761920633290083
Position 470: 0.015812412293304167
Position 2949: 0.015549427733277412
Position 3021: 0.014943600106522122
Position 389: 0.013187999242777535
Position 3922: 0.012381463052683155
Position 376: 0.011950689730132661
Position 3594: 0.010966639851182925
Position 1556: 0.010410490643532578
Position 1322: 0.009432316786767649
Position 1307: 0.007326590771484218
Position 2776: 0.005190092277717828
Position 704: 0.005067459916549809
Position 2578: 0.004969802480111412
Position 2369: 0.0042213416036156505
Position 4771: 0.0038114350593946448
Position 4236: 0.003549602948692644
Position 467: 0.0021405847875608005
Position 4441: 0.002101121599642541
Position 4269: 0.0020708334909657978
Position 4716: 0.002067442086850307
Position 4688: 0.001972842334953
Position 497: 0.001965135282854134
Position 1637: 0.001693943335603333
Position 4423: 0.0014699564294329288
Position 1422: 0.0013975777953167314
Position 720: 0.0013448031227231013
Position 2561: 0.0013118641994082966
Position 3531: 0.0011134906244626428
Position 429: 0.0010397295722439455
Position 2254: 0.0009758512450624829
Position 966: 0.0009263295611641493
Position 317: 0.0008795404678276404
Position 509: 0.0007954096443576785
Position 3629: 0.0005049871871510718
Position 4722: 0.0004338464449395656
Position 1145: 0.0003522959382850861
Position 673: 0.0003379746976120741
Position 5438: 0.0002974058758134372
Position 5314: 0.0002707351345787889
Position 953: 0.00026840903091889033
Position 188: 0.00016758986299919185
Position 684: 8.832000373086358e-05
Position 5695: 8.685914506910722e-05
Position 5048: 8.516488981650374e-05
Position 714: 6.28938669018288e-05
Position 3533: 6.269894585387469e-05
Position 133: 5.921518540605067e-05
Position 5728: 5.6262445994677487e-05
Position 3600: 4.8146554832842684e-05
Position 528: 4.364927461504214e-05
Position 538: 4.2175278623167813e-05
Position 130: 7.105631025461006e-06
Position 155: 5.920654426529287e-06
Position 100: 2.6482370645528106e-06
Position 120: 1.6670492290421001e-06
Position 185: 1.466956898469553e-06
Position 150: 5.858670796024157e-07
Position 225: 4.604972587599034e-07
Position 165: 3.7765108154797457e-07
Position 103: 1.4588554383468098e-07
Position 191: 9.397809037976394e-09
Position 89: 4.839721139533299e-09
Position 97: 4.380553531015691e-09
