Gene = Paf1
Position 5496: 0.9494758726406414
Position 2677: 0.9036171743075084
Position 2091: 0.889220394755095
Position 3182: 0.8587505980085578
Position 3332: 0.730967655325078
Position 3000: 0.5150807144158582
Position 3022: 0.38038967695957315
Position 567: 0.36156497289411416
Position 6118: 0.1299101831857331
Position 4062: 0.08342758251089091
Position 717: 0.07921896077856763
Position 401: 0.06464439881574588
Position 3025: 0.050609353972274146
Position 1959: 0.04545827058488139
Position 6142: 0.042035246190961766
Position 3356: 0.04155449929808552
Position 6105: 0.041497954632358725
Position 6217: 0.041256362040683905
Position 6103: 0.03538236911830463
Position 6072: 0.02362728357894904
Position 6098: 0.021140020144186596
Position 6148: 0.01909592325021671
Position 4106: 0.0174201981392832
Position 2054: 0.016147859794195543
Position 622: 0.012114119452795951
Position 5202: 0.010899909770779783
Position 5205: 0.010884986606670677
Position 6075: 0.010321326002406365
Position 5111: 0.008953862905883346
Position 3372: 0.006672219566416005
Position 5885: 0.00637068576815283
Position 4077: 0.004815977027062068
Position 4870: 0.004719445348505891
Position 4948: 0.00466628376927214
Position 3959: 0.004454689111903815
Position 2014: 0.004377617403480286
Position 541: 0.0038855043050987164
Position 3314: 0.003372131333240404
Position 2155: 0.003080728352570198
Position 3199: 0.0029394719437114396
Position 2826: 0.0028432284979668754
Position 2503: 0.0025696822371076866
Position 2829: 0.0025327132032814488
Position 3538: 0.002407666739647165
Position 3243: 0.002178980427538019
Position 3606: 0.0021371828513238266
Position 6223: 0.0020873279126107777
Position 6274: 0.001994872830526202
Position 3032: 0.0017959356233984143
Position 4895: 0.0016314906922066383
Position 546: 0.0011647279483319403
Position 3191: 0.0010798706797219989
Position 3586: 0.0009218607666482404
Position 2620: 0.0008376751058366968
Position 5710: 0.00083725047381611
Position 2838: 0.0006384763401411715
Position 423: 0.0005971577287259921
Position 5879: 0.0005876219516723432
Position 1889: 0.0004837922785956533
Position 1917: 0.00046302371808936674
Position 2179: 0.0003695298992743983
Position 441: 0.00032593530430141237
Position 520: 0.00030866274771554526
Position 141: 0.0003081669617827557
Position 1835: 0.0002548483476070987
Position 2476: 0.0002465429383718601
Position 3714: 0.00018694103765715152
Position 2497: 0.0001766956022274537
Position 2285: 0.00015415160224816247
Position 3038: 0.0001121447926571633
Position 187: 0.00010550215879997995
Position 2341: 6.6287187711914e-05
Position 5888: 6.116405685910754e-05
Position 3054: 1.68694864384965e-05
Position 203: 1.3510040437286616e-05
Position 5891: 9.9206435041756e-06
Position 220: 7.150949565108019e-06
Position 274: 5.870092922994114e-06
Position 158: 4.319975031802239e-06
Position 5913: 2.3121206682602575e-06
Position 90: 1.9524056721426734e-06
Position 5899: 8.373955183917072e-07
Position 224: 7.071797363820599e-07
Position 414: 1.8370303348887378e-07
