Gene = Fic
Position 1464: 5.23769348651562e-08
Position 1329: 8.721024815412362e-09
Position 1282: 1.1930842481064193e-09
Position 1439: 1.1702327893833272e-09
Position 794: 3.1431353137090626e-10
Position 442: 1.2147808688838843e-10
Position 310: 1.1270966899749883e-10
Position 496: 1.1181555408375446e-11
Position 1185: 9.370217847846074e-12
Position 1421: 8.599950627031246e-12
Position 494: 5.109310262958035e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1129: 0.9949979736369642
Position 1392: 0.994430543363577
Position 320: 0.38009507523615915
Position 414: 0.04110463944093147
Position 74: 0.00882108881711062
Position 2015: 0.007956677572097571
Position 106: 0.0063908557081621565
Position 723: 0.0052216702416001785
Position 1280: 0.004227618724660415
Position 922: 0.0041730963904720916
Position 1148: 0.003938334052817844
Position 631: 0.00358662772209514
Position 1400: 0.002682590892912944
Position 350: 0.0024556905118813762
Position 1660: 0.002429170230339522
Position 171: 0.002014687790198361
Position 2001: 0.0017872746778221467
Position 1559: 0.0017709575208909817
Position 954: 0.0012180319572707072
Position 737: 0.0011381105144666849
Position 1171: 0.0007114469391383632
Position 1890: 0.0006652750473098739
Position 181: 0.000508490380137744
Position 970: 0.0004121591684863421
Position 466: 0.000391055867324272
Position 1555: 0.00038379203504654015
Position 919: 0.00037965433953632006
Position 1678: 0.0002995446832304048
Position 1887: 0.0002786027396455722
Position 1615: 0.0002660647144586409
Position 381: 0.00026559741371390787
Position 1751: 0.0002470262685397096
Position 1940: 0.0002305451838770051
Position 903: 0.00022930284553407068
Position 988: 0.0001961104443809525
Position 1644: 0.00018532612356430124
Position 480: 0.0001571424209552832
Position 1417: 0.00015010840930642242
Position 144: 0.00014904797932700482
Position 261: 0.0001413583210693975
Position 771: 0.0001192533938435672
Position 687: 0.00010037297575483966
Position 743: 8.11189477038765e-05
Position 1528: 7.852219293003275e-05
Position 1900: 7.045639550933164e-05
Position 781: 5.7112704389403e-05
Position 1795: 5.349346266943686e-05
Position 792: 5.288354308780144e-05
Position 228: 3.897696190887766e-05
Position 1223: 3.1899698645118355e-05
Position 1496: 3.0258337147743985e-05
Position 1737: 2.865496770437975e-05
Position 231: 2.642652814743523e-05
Position 1810: 2.39402553012696e-05
Position 1200: 2.2255180665303247e-05
Position 760: 1.9346393084715068e-05
Position 711: 1.869908130315284e-05
Position 525: 1.4447914617243094e-05
Position 1058: 1.1107659971410086e-05
Position 494: 9.009363605776653e-06
Position 205: 6.076727747584042e-06
Position 1095: 4.660453201508451e-06
Position 1160: 3.38277457894998e-06
Position 588: 3.0432993408718547e-06
Position 506: 2.323268521096639e-06
Position 276: 2.213390782571249e-06
Position 447: 1.9736141088685975e-06
Position 649: 1.6216134425150463e-06
Position 202: 1.444747330957892e-06
Position 1315: 1.210466600067718e-06
Position 567: 1.1856216882822528e-06
Position 522: 9.871990612208227e-07
Position 1312: 9.858621010694137e-07
Position 1251: 9.117613366356514e-07
Position 1091: 8.165912745459652e-07
Position 1236: 2.12567604549622e-07
Position 1307: 8.486985621605366e-08
Position 235: 3.8202718232086195e-09
Position 1522: 1.899820115639155e-09
Position 1612: 8.43779849543851e-10
Position 1622: 8.017794122803988e-10
Position 243: 7.238575415727322e-10
Position 1533: 7.011938165790611e-10
Position 1508: 3.7946286945028587e-10
Position 241: 1.784212338574529e-10
Position 50: 8.378781333188226e-11
Position 215: 7.563329547490242e-11
