Gene = Srpk79D
Position 5349: 0.0028581852130320808
Position 256: 0.0028425412930938843
Position 2027: 0.002596004359264519
Position 1720: 0.0025730260617144287
Position 5277: 0.0020604373119116485
Position 2290: 0.0018561364526492397
Position 7908: 0.0017081100526945428
Position 9356: 0.0016487302391180153
Position 1446: 0.0015399113572507192
Position 1450: 0.0014897304565345537
Position 2217: 0.0014873681593787944
Position 5064: 0.0014593076648874777
Position 9827: 0.0014074250481504928
Position 2165: 0.001213359474645571
Position 1958: 0.001165403431461124
Position 790: 0.0010537984800712617
Position 5570: 0.0010249145357957843
Position 6977: 0.0010211361417675757
Position 2268: 0.0009495643051614494
Position 3572: 0.0009365072926628133
Position 6751: 0.0008812938728482394
Position 9110: 0.0007888245968580562
Position 5004: 0.0007471920602385374
Position 6357: 0.000645746932682938
Position 9088: 0.0006023555901898936
Position 5286: 0.0006010639047011643
Position 1458: 0.0005674916849030167
Position 5132: 0.0005613146837120244
Position 6726: 0.0004935183772600501
Position 799: 0.000490987276531732
Position 5406: 0.00048161414045836814
Position 268: 0.00042182703997025584
Position 5654: 0.0004108655705517872
Position 7893: 0.0003940576107211082
Position 7920: 0.00039221937499722974
Position 6111: 0.0003790355292335657
Position 2342: 0.0003764207883586369
Position 1735: 0.00036333771323281984
Position 7118: 0.0003482863046236474
Position 4951: 0.0003387744772557289
Position 1728: 0.00032047181810779355
Position 319: 0.00031441617214469485
Position 589: 0.0003031775948629682
Position 2246: 0.0002972826023903744
Position 661: 0.0002565486864567644
Position 5253: 0.00024857975169269124
Position 1953: 0.00024817016090273604
Position 1114: 0.00024347480110489472
Position 7051: 0.00018543711999686105
Position 5148: 0.00017959069063803182
Position 3006: 0.00016439898503330084
Position 28: 0.00016414021673116794
Position 6300: 0.0001639836409859563
Position 5544: 0.0001577065419344236
Position 2270: 0.00015368252042387832
Position 5551: 0.00014863362780426613
Position 1708: 0.0001463271257199368
Position 3541: 0.00014149477172717547
Position 1943: 0.00013220301481752346
Position 9258: 0.000120854062370112
Position 9384: 0.00011610455079262143
Position 5074: 0.00011019640879574223
Position 1150: 0.00010613153278973552
Position 9050: 0.00010572354113969098
Position 3479: 0.00010530965896289422
Position 5368: 0.00010167440084170422
Position 10160: 9.853815855553271e-05
Position 6817: 9.18923351459648e-05
Position 4965: 9.123016251435858e-05
Position 2599: 8.702693809840027e-05
Position 4994: 8.645652467178169e-05
Position 1835: 8.361565035592915e-05
Position 106: 8.291706151627987e-05
Position 1716: 8.254072457458788e-05
Position 2087: 8.124638120545556e-05
Position 4940: 8.123627720061594e-05
Position 943: 7.984627527821908e-05
Position 1867: 7.88392442728215e-05
Position 2413: 7.770751789343127e-05
Position 1922: 7.37843266207325e-05
Position 3129: 7.333274618153748e-05
Position 1120: 6.744264614994058e-05
Position 1786: 6.601095864808595e-05
Position 1474: 6.407036332533175e-05
Position 1901: 6.232160206026777e-05
Position 2229: 6.104021421458024e-05
Position 7803: 6.027976036853464e-05
Position 280: 5.950154933179126e-05
Position 162: 5.8649521388444775e-05
Position 2339: 5.503263626044943e-05
Position 1712: 5.3635924385427006e-05
Position 6025: 5.147169313636491e-05
Position 2206: 4.905616825727064e-05
Position 2830: 4.883210522571132e-05
Position 5972: 4.7864661082086365e-05
Position 949: 4.7670471023435705e-05
Position 983: 4.7365251900717636e-05
Position 3306: 4.345045144570513e-05
Position 5579: 4.193675592708825e-05
Position 8130: 4.156639924243879e-05
Position 5852: 2.909428845172203e-05
Position 9040: 2.7138670262472765e-05
Position 5860: 2.707770995546725e-05
Position 6783: 2.2372777976221688e-05
Position 6793: 2.0116720050261337e-05
Position 5666: 1.890074534830697e-05
Position 5536: 1.8381681604540617e-05
Position 6709: 1.54124214368249e-05
Position 9010: 1.3211637047404518e-05
Position 5438: 1.3201620033533208e-05
Position 5864: 1.1003960409778516e-05
Position 62: 1.0383644253465248e-05
Position 9190: 1.0316032505863873e-05
Position 8996: 1.0265800668383562e-05
Position 104: 9.991999622099829e-06
Position 847: 9.936418059480217e-06
Position 282: 7.65863421566077e-06
Position 664: 7.276993441054472e-06
Position 20: 6.909217183964304e-06
Position 6788: 6.682877700948874e-06
Position 6610: 5.863199961638829e-06
Position 227: 5.516031054626471e-06
Position 6717: 4.058900930196711e-06
Position 6614: 3.735611814176531e-06
Position 5389: 3.470931553656311e-06
Position 5585: 3.403586301077675e-06
Position 5037: 3.3004080859705043e-06
Position 5593: 2.9787954835989404e-06
Position 7878: 2.1032303593859478e-06
Position 5484: 2.0101317992566064e-06
Position 1504: 1.6762350688006453e-06
Position 9492: 1.6746383537482758e-06
Position 354: 1.3368862008138383e-06
Position 9061: 1.3269804443437615e-06
Position 365: 1.0851629533340115e-06
Position 9476: 7.900068870378059e-07
Position 1531: 5.497423922795151e-07
Position 9073: 4.323250235717035e-07
Position 8972: 4.2923281851307e-07
Position 2022: 2.5000897378850756e-07
Position 5001: 1.9544054748528586e-07
Position 1935: 1.8474039181229778e-07
Position 8955: 1.341426336341923e-07
Position 6621: 1.2318157722232235e-07
Position 8060: 6.479703721148841e-08
Position 2145: 4.9125610316968855e-08
Position 565: 5.143125559680941e-09
Position 750: 1.4310972255137343e-09
Position 260: 9.044394458520558e-10
Position 555: 7.409244762371555e-10
Position 119: 6.214422460616361e-10
Position 667: 4.4945840195703785e-10
Position 641: 4.95073463041272e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4837: 0.9978646658464484
Position 8918: 0.9893098491632354
Position 5628: 0.9883310974618029
Position 5122: 0.915616038519329
Position 7693: 0.8980617303544984
Position 9217: 0.6818313348104705
Position 6173: 0.49413463514240363
Position 8576: 0.43322201606831034
Position 7989: 0.19104816392701787
Position 8046: 0.14934854297750988
Position 9765: 0.14776434435628227
Position 8290: 0.14011106314291236
Position 9864: 0.10811597387511025
Position 7881: 0.09187643134814145
Position 5434: 0.08216167295360625
Position 5465: 0.06702315338623845
Position 8179: 0.06400442524696341
Position 2121: 0.06071906919345868
Position 7851: 0.054692038077692996
Position 7272: 0.04813965613509077
Position 8269: 0.046053450834126534
Position 8603: 0.033586160281593336
Position 8432: 0.027944008616823807
Position 3389: 0.02577974659471061
Position 5405: 0.021525238841976924
Position 4303: 0.021275692254765752
Position 6993: 0.021012121208446147
Position 6887: 0.019086846349479165
Position 2526: 0.01806419262172895
Position 7018: 0.018007461151042948
Position 9812: 0.017649073330466503
Position 1581: 0.0174204637605778
Position 361: 0.017154955107543134
Position 6195: 0.01706014558035108
Position 3164: 0.016189987981651086
Position 5443: 0.014958568451336272
Position 1333: 0.014247072033742616
Position 4576: 0.013633235322520776
Position 1298: 0.012200924307267247
Position 8505: 0.01212219167368042
Position 7935: 0.011482566282851004
Position 393: 0.011025514862291447
Position 9790: 0.010456133131990732
Position 4051: 0.010426890190230891
Position 8922: 0.009961683380094415
Position 9893: 0.008017564924141565
Position 6006: 0.007902455300280872
Position 2001: 0.006744826857596555
Position 5175: 0.006712753935597433
Position 3802: 0.006577018122668415
Position 5124: 0.006237631051379788
Position 150: 0.006195456673432099
Position 8205: 0.0055410881777744414
Position 5438: 0.005084800044436744
Position 8395: 0.004904444755641898
Position 7948: 0.004659859584004265
Position 1301: 0.00462689920507763
Position 2042: 0.0045192786320947895
Position 4226: 0.004463334457706159
Position 7514: 0.004422699812921582
Position 1046: 0.004024298906467697
Position 4276: 0.003846149729181347
Position 4017: 0.0034235823571425045
Position 5632: 0.0033139151675291695
Position 8154: 0.0030961189777868746
Position 418: 0.0030158636944272524
Position 8336: 0.0029817926046812526
Position 5716: 0.002875960927338146
Position 6224: 0.0026598524474722397
Position 1259: 0.0023815465371468058
Position 5996: 0.0023395325586766037
Position 9577: 0.002322963169657155
Position 10267: 0.002255812980154584
Position 2327: 0.002245107455279223
Position 10025: 0.0022100947483129525
Position 8018: 0.0021900792928396247
Position 2753: 0.001967533648602174
Position 1002: 0.001927725088498427
Position 1840: 0.0018477820665693877
Position 6543: 0.001672221500668813
Position 7499: 0.0016284934975198007
Position 8304: 0.0015986587694876123
Position 1271: 0.0014008571248985248
Position 7699: 0.0012344368420021648
Position 2459: 0.001119104726016663
Position 2268: 0.0010767585324468084
Position 9823: 0.0010329469307026797
Position 5516: 0.0010217127166204363
Position 7451: 0.0009882834905372796
Position 9252: 0.0009855726431020652
Position 1345: 0.0009777762023648934
Position 5129: 0.0008300889616651656
Position 6830: 0.0007444373283881147
Position 2339: 0.0007437094243237694
Position 2413: 0.0006397179570024065
Position 955: 0.0005841088552651577
Position 922: 0.0005762168168218221
Position 5471: 0.0005569159798250602
Position 6959: 0.0005233120047992926
Position 1101: 0.0005156024382981019
Position 7295: 0.0005042910088748951
Position 4900: 0.00046229940523274574
Position 6509: 0.0004547083803382672
Position 2456: 0.00041777494359937126
Position 8322: 0.000322673580682771
Position 2246: 0.00031020845218940004
Position 7074: 0.0002678354739458931
Position 7470: 0.0002671547184234904
Position 2903: 0.0002600626836749962
Position 1758: 0.00025701766405442317
Position 7893: 0.0002504201116403973
Position 4914: 0.00024321591119680786
Position 5384: 0.00024087389754511777
Position 5575: 0.00024026046965924572
Position 7035: 0.00022140353635671605
Position 1697: 0.00021106004369866733
Position 408: 0.00019666097849639286
Position 840: 0.0001796868395260015
Position 5513: 0.0001689005464357343
Position 2087: 0.00016520233329965812
Position 3169: 0.00015574508211099532
Position 9820: 0.00015329651794585396
Position 5722: 0.0001446936989627065
Position 4897: 0.00014356192870682998
Position 331: 0.00013802040377222977
Position 6290: 0.00013755831287928208
Position 741: 0.00012817258174542415
Position 2790: 0.00012751278567530182
Position 5648: 0.00012742756244262635
Position 1531: 0.00012465879891113355
Position 943: 0.00012306934593887424
Position 2729: 0.00012140056452093134
Position 691: 0.0001202616058039294
Position 5156: 0.00011569107205745717
Position 9730: 0.00011098188187152642
Position 9557: 0.0001091720812259594
Position 6900: 0.00010480040412103588
Position 1735: 0.0001000496961262429
Position 5132: 9.708283595572244e-05
Position 2217: 9.105677108162499e-05
Position 5536: 9.10321217141678e-05
Position 5366: 7.524287717959729e-05
Position 568: 7.369700288180136e-05
Position 327: 6.552244382404093e-05
Position 5147: 6.071814335158601e-05
Position 7397: 6.040360567887714e-05
Position 7814: 5.628768103846323e-05
Position 3400: 5.575366571116084e-05
Position 2125: 5.3137441731780457e-05
Position 491: 5.140484711203479e-05
Position 5645: 5.0675784530189163e-05
Position 565: 3.882518198557774e-05
Position 673: 3.061103164736268e-05
Position 5789: 2.9087658715505605e-05
Position 1781: 2.2301016520658274e-05
Position 5549: 1.9844777535827554e-05
Position 8869: 1.6759577053980022e-05
Position 1921: 1.4139271425051486e-05
Position 1524: 9.95389666673795e-06
Position 5971: 9.935612921113864e-06
Position 6093: 7.71695322239472e-06
Position 256: 2.720586883857685e-06
Position 1672: 2.534959665720737e-06
Position 1811: 2.0696457547318714e-06
Position 5860: 2.0648362074548574e-06
Position 207: 1.5260644600442614e-06
Position 6038: 1.37643792034028e-06
Position 481: 1.2222562074221707e-06
Position 433: 1.1896608710564626e-06
Position 5654: 1.012670838696309e-06
Position 5332: 9.266566782845286e-07
Position 935: 8.99298585590741e-07
Position 90: 8.978010438837875e-07
Position 176: 6.705814434047096e-07
Position 496: 6.282305755913546e-07
Position 426: 5.873914934978304e-07
Position 664: 5.865979762939133e-07
Position 336: 5.325858769988294e-07
Position 1675: 4.6309845966355013e-07
Position 667: 4.5094501669048625e-07
Position 473: 3.598587489945073e-07
Position 518: 3.5694310478767013e-07
Position 523: 6.563701969415558e-08
Position 6313: 5.194010243260052e-08
Position 6203: 2.9370027190001854e-08
Position 124: 1.9757226167332982e-08
Position 223: 1.5217787655737904e-08
Position 184: 1.474463929134456e-08
Position 188: 1.3926225098244295e-08
Position 1943: 3.646546636872233e-09
Position 266: 4.363304028001507e-10
Position 218: 1.0780629725000956e-10
Position 195: 1.320625590749034e-11
