Gene = MCU
Position 12489: 3.4624598206649567e-11
Position 2477: 2.3187694219123356e-11
Position 12484: 2.1692901411625002e-11
Position 2464: 1.4892023242664265e-11
Position 12096: 5.840160464007456e-12
Position 3076: 1.909648399879442e-12
Position 3189: 1.8945677247386893e-12
Position 2482: 2.0734456370424556e-13
Position 4307: 4.1030600196510664e-16
Position 3931: 3.3706542294603582e-18
Position 458: 1.950639471523659e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 11583: 0.9989926866453698
Position 30737: 0.9256215564740355
Position 11828: 0.5056928881021736
Position 11753: 0.3180376259702997
Position 1547: 0.19007747026888816
Position 2201: 0.06215767682331361
Position 1512: 0.03623238266078485
Position 28841: 0.03175002030113452
Position 2214: 0.029804129801514822
Position 28306: 0.02584505775026835
Position 3660: 0.023029731450916992
Position 1048: 0.022167947885591493
Position 2050: 0.02122259569627923
Position 1853: 0.01360581633326703
Position 1025: 0.011821469589262308
Position 1060: 0.011456311301229134
Position 1501: 0.010777846616828434
Position 302: 0.010702655556590912
Position 26875: 0.010674207672691116
Position 693: 0.008313144208553688
Position 2984: 0.006952192514105499
Position 27796: 0.005881916701431585
Position 2386: 0.0054012988697763956
Position 1072: 0.004709747557746852
Position 3588: 0.004178461301727492
Position 1083: 0.003949647152661445
Position 943: 0.003374848745421562
Position 11728: 0.003056524359222051
Position 2378: 0.0030176010917556087
Position 11915: 0.002546505992399474
Position 1108: 0.0021843331024376956
Position 478: 0.001945799418839577
Position 1925: 0.0018166538139264654
Position 27773: 0.0014681407145538746
Position 854: 0.001331311017971339
Position 1949: 0.0012103548416737863
Position 2964: 0.001163778263378452
Position 458: 0.0007851943816890587
Position 1102: 0.0007260662514307913
Position 192: 0.0006257668589563051
Position 9494: 0.0005928884340265857
Position 12011: 0.0005443157383959469
Position 660: 0.0005236070176071531
Position 882: 0.0004332642709481345
Position 1249: 0.0003942046191927706
Position 9333: 0.00037814748445459613
Position 1291: 0.00018697152296716273
Position 1983: 0.00017813672282372423
Position 1630: 0.00014924810445790515
Position 2355: 0.0001238227906641093
Position 1254: 9.31943423603034e-05
Position 2741: 6.45874814740693e-05
Position 1035: 5.601769023524326e-05
Position 554: 5.4580532530465453e-05
Position 24954: 5.1660384498996386e-05
Position 1562: 5.141017090455491e-05
Position 25061: 4.2433962227295345e-05
Position 9299: 3.623950803608618e-05
Position 1466: 3.570439527703253e-05
Position 1654: 3.3696704750520634e-05
Position 196: 3.239233909774285e-05
Position 1719: 3.2207199305657324e-05
Position 765: 2.805395961494466e-05
Position 1171: 2.347879913253258e-05
Position 1168: 1.9222401931779712e-05
Position 23345: 1.4845069794965947e-05
Position 1640: 1.2777297191027735e-05
Position 1725: 1.2083891000056533e-05
Position 22694: 1.0096016416396093e-05
Position 1553: 9.935976945259815e-06
Position 1587: 9.749896302982869e-06
Position 657: 9.223802443316084e-06
Position 1028: 7.515311712123219e-06
Position 868: 6.398197036513994e-06
Position 1123: 5.684153959043927e-06
Position 23297: 4.883168971795842e-06
Position 320: 4.368428566363278e-06
Position 415: 3.655679585237995e-06
Position 122: 3.194322698240001e-06
Position 1149: 2.6769589534834166e-06
Position 501: 2.3804549735268566e-06
Position 173: 2.3537266764774528e-06
Position 20116: 1.6099446198870538e-06
Position 255: 1.5382341621451975e-06
Position 816: 1.2814235785999118e-06
Position 19583: 1.2282436982039775e-06
Position 19603: 4.583390646606395e-07
Position 20857: 2.5345001366617996e-07
Position 20725: 1.6466312454669123e-07
Position 20234: 1.6379883640625885e-07
Position 19622: 1.2695603951973714e-07
Position 17862: 9.790289896891472e-08
Position 18723: 7.456513204525125e-08
Position 19028: 5.726139158888213e-08
Position 19569: 5.213548746744363e-08
Position 15939: 3.022982058816906e-08
Position 19082: 2.7065596313408996e-08
Position 17467: 2.6488539827508403e-08
Position 16014: 2.1362285351335447e-08
Position 886: 1.4554220364084203e-08
Position 15482: 1.1069846060404227e-08
Position 16532: 8.89368278822827e-09
Position 15540: 8.125457022174922e-09
Position 16992: 6.292725388203978e-09
Position 17123: 5.282417896759881e-09
Position 17790: 4.68915938134013e-09
Position 17608: 4.369966474970854e-09
Position 14542: 3.058894846974405e-09
Position 16957: 2.4165392291841916e-09
Position 12254: 1.4027200565211188e-09
Position 15105: 1.3362782311034844e-09
Position 16755: 1.3043474588338023e-09
Position 15513: 1.0541794910396688e-09
Position 12722: 9.541930395977242e-10
Position 15624: 8.561052234312338e-10
Position 15151: 8.054530032643584e-10
Position 12661: 6.591596398727071e-10
Position 14825: 5.330310943238535e-10
Position 14799: 4.637958419876033e-10
Position 12362: 4.5096877544726454e-10
Position 15122: 4.445470291878544e-10
Position 12551: 4.3722708256512794e-10
Position 15009: 4.2505737997520613e-10
Position 14736: 4.1850664943083015e-10
Position 15456: 3.6885718091323723e-10
Position 12289: 2.521087041324618e-10
Position 14932: 2.0739131036197402e-10
Position 15254: 2.0284446378208236e-10
Position 14861: 1.8464281192097576e-10
Position 15048: 1.8047028393750486e-10
Position 13243: 1.8040137066104616e-10
Position 14971: 1.701679006226826e-10
Position 12852: 1.3883201805173406e-10
Position 13082: 1.00699186479603e-10
Position 14625: 9.906295370897357e-11
Position 12193: 8.925277703902826e-11
Position 12130: 8.438284265018446e-11
Position 13573: 7.734628527871271e-11
Position 12157: 6.288954938748741e-11
Position 12469: 5.3488529689719336e-11
Position 14077: 4.6686259899814006e-11
Position 12586: 4.152441284309818e-11
Position 12658: 4.1223741032078454e-11
Position 2269: 3.5733812348503735e-11
Position 2223: 3.5243891533341544e-11
Position 13837: 3.204385914785938e-11
Position 12307: 2.4728818787159053e-11
Position 13518: 2.0717462151233017e-11
Position 12423: 1.9150540886002497e-11
Position 12373: 1.905696835156196e-11
Position 12804: 9.773442249516294e-12
Position 12696: 7.554608849277599e-12
Position 12631: 7.258844874548732e-12
Position 2397: 1.7449858151140188e-12
Position 11835: 1.8122210665148033e-13
Position 11805: 1.149104398793797e-13
Position 4039: 1.0429054816133771e-14
Position 5331: 8.958997902453946e-16
Position 4372: 4.1030600196510664e-16
Position 369: 3.924193964947653e-18
Position 234: 1.5497454945980892e-18
Position 207: 2.890949154559563e-19
Position 332: 6.212294887397189e-20
Position 221: 2.2861549159731848e-20
Position 265: 1.435564019790434e-20
Position 99: 1.326789323831535e-20
