Gene = Iyd
Position 419: 0.00016787411687372905
Position 2488: 0.00015652879761034565
Position 1635: 0.0001510691223852684
Position 2678: 3.942310114381517e-05
Position 2636: 2.783423963483297e-05
Position 2280: 2.7582309874117757e-05
Position 2750: 2.1696808543653024e-05
Position 2404: 1.4900184661129385e-05
Position 2845: 1.2924468744304058e-05
Position 2185: 9.669871135204342e-06
Position 152: 9.020918467945494e-06
Position 179: 4.96809918831796e-06
Position 2336: 4.0937898586191454e-06
Position 284: 3.7836223953296734e-06
Position 2762: 3.74358507163096e-06
Position 250: 3.0703549329252533e-06
Position 228: 2.0005938564942807e-06
Position 185: 1.43961073207238e-06
Position 931: 1.0979253949507997e-06
Position 337: 6.70584277612681e-07
Position 1011: 6.555737901855508e-07
Position 1060: 5.018179305517116e-07
Position 788: 4.204116607091318e-07
Position 515: 3.0024380575843714e-07
Position 918: 2.749443346682808e-07
Position 375: 1.4897172974142532e-07
Position 290: 7.9291310194203e-08
Position 296: 3.9358382397946114e-08
Position 468: 2.0254750255577016e-08
Position 482: 1.499813349993435e-08
Position 366: 1.043932434611355e-08
Position 242: 9.507035166751864e-09
Position 415: 2.8523884442612577e-09
Position 300: 2.2700338214292568e-09
Position 69: 2.2534617251895173e-09
Position 307: 1.889622043961901e-09
Position 58: 3.9717847578974453e-10
Position 194: 2.175709936420136e-12
