Gene = ScpX
Position 1587: 1.0742351086355466e-10
Position 1574: 3.785891605293193e-11
Position 1141: 6.450888845138662e-12
Position 481: 8.168907810802022e-13
Position 905: 5.484093049843445e-13
Position 1177: 2.4497745517124423e-13
Position 1190: 1.790951369403103e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 876: 0.9985124703232098
Position 2075: 0.9333548971719619
Position 1131: 0.9248837328827721
Position 493: 0.5307757153507956
Position 2377: 0.11911913949633259
Position 1141: 0.06540238071912469
Position 379: 0.015363816288807822
Position 250: 0.011677724922793996
Position 2103: 0.010649122233662234
Position 1772: 0.00889607277603394
Position 543: 0.004244940621254888
Position 2132: 0.004051998729713417
Position 210: 0.003776174674530505
Position 499: 0.0035417497750111072
Position 1930: 0.0029773709834944604
Position 2164: 0.0028297566787910647
Position 717: 0.0023940750572635314
Position 385: 0.002128876855866846
Position 568: 0.0019146024654268406
Position 230: 0.0018169777350372056
Position 273: 0.0016317177488817734
Position 1168: 0.0013739934417425668
Position 739: 0.0012889003411468022
Position 216: 0.0009776540141138287
Position 1405: 0.0008759583280199192
Position 1714: 0.000676393946640791
Position 1782: 0.0006258978370152596
Position 903: 0.0006117679009759126
Position 502: 0.0005051655772102596
Position 105: 0.0004894503997076559
Position 1870: 0.00041784181175808606
Position 736: 0.00033786809667695915
Position 414: 0.0003042350937718775
Position 1186: 0.00023805256727026425
Position 1954: 0.00022349836908015132
Position 1906: 0.00016024159871160393
Position 560: 0.00015672874718940743
Position 1984: 0.00015597019554039072
Position 1840: 0.00014221960007811064
Position 225: 0.0001330810885267486
Position 1420: 8.724204848459027e-05
Position 2039: 8.03448720218901e-05
Position 1587: 7.638778773311077e-05
Position 1357: 7.331907988278612e-05
Position 2221: 6.954678484298788e-05
Position 643: 6.746085885580518e-05
Position 1813: 5.7387767682578325e-05
Position 177: 4.1927648404204874e-05
Position 2152: 3.461831876439683e-05
Position 1447: 2.6615142275074777e-05
Position 1981: 2.5692746705547357e-05
Position 2149: 2.4468484485473147e-05
Position 1660: 2.1949885981153872e-05
Position 790: 1.8565017892585687e-05
Position 402: 1.2947639033360026e-05
Position 2170: 1.2742611842471372e-05
Position 2137: 1.0813079972740337e-05
Position 598: 1.0470305380256936e-05
Position 984: 8.700520185713458e-06
Position 515: 8.212118854032509e-06
Position 963: 7.885965810192965e-06
Position 601: 6.928919709752892e-06
Position 2176: 6.442603513590507e-06
Position 761: 6.1756311968439284e-06
Position 583: 4.209896535154587e-06
Position 2289: 4.156473122987173e-06
Position 452: 4.1116373557436e-06
Position 227: 2.4599309377794307e-06
Position 943: 1.7658888277551662e-06
Position 547: 1.3541289727309318e-06
Position 263: 1.1683585641985987e-06
Position 589: 1.0069350513055363e-06
Position 987: 9.911588346992076e-07
Position 626: 7.467862737001077e-07
Position 1050: 6.302334055701955e-07
Position 157: 5.179916797493486e-07
Position 918: 2.8919772463697097e-07
Position 1313: 1.6449873100283145e-07
Position 121: 5.366789347865583e-08
Position 1244: 4.670486490438765e-08
Position 1369: 4.124981958407468e-08
Position 1072: 3.404037979459492e-08
Position 1041: 1.3035027886408072e-08
Position 817: 1.0975034568140522e-08
Position 1165: 7.785492715495879e-09
Position 1432: 4.1455648969327796e-10
Position 1498: 3.311189869355468e-10
Position 188: 2.2998242190731013e-10
Position 1216: 2.2024205286601512e-10
Position 1177: 1.9710458730415272e-10
Position 186: 9.347506885736582e-13
Position 1297: 6.222036929256953e-16
