Gene = shd
Position 754: 2.6345541793315706e-05
Position 6873: 2.52570677418533e-05
Position 228: 2.3427556997499764e-05
Position 317: 2.3353883027452304e-05
Position 213: 2.3030106182011874e-05
Position 6404: 1.8683604523306058e-05
Position 5208: 1.841762321329624e-05
Position 6206: 1.835838506044641e-05
Position 6438: 1.7649454580462506e-05
Position 6312: 1.5506893907271172e-05
Position 1756: 1.3684950995371544e-05
Position 5844: 1.332194890651913e-05
Position 7248: 1.3162324195748369e-05
Position 7062: 1.2156381197237228e-05
Position 510: 1.179178228367592e-05
Position 305: 1.09165783307895e-05
Position 5974: 1.0372556645855916e-05
Position 7558: 1.0290976503142964e-05
Position 238: 8.617585706927422e-06
Position 7594: 7.4209102453572185e-06
Position 274: 7.388500889203302e-06
Position 7068: 5.943319314907563e-06
Position 1598: 4.745282443684132e-06
Position 7323: 4.671193994961037e-06
Position 7613: 4.299668728929701e-06
Position 6921: 3.92468852863307e-06
Position 7428: 2.8296022106121204e-06
Position 7565: 2.8123911561133424e-06
Position 749: 2.6100502804097436e-06
Position 1411: 2.4543482606216287e-06
Position 542: 2.183964374461445e-06
Position 143: 2.0538666808113667e-06
Position 423: 1.8508267521694326e-06
Position 6332: 1.685725897802573e-06
Position 6834: 1.6641457787504101e-06
Position 428: 1.2356861693628202e-06
Position 7495: 9.196227591218583e-07
Position 616: 6.006759824555975e-07
Position 6610: 5.997813885516614e-07
Position 646: 4.732241288192951e-07
Position 6802: 2.772870630682149e-07
Position 6968: 2.662602972114914e-07
Position 15: 2.533301157862047e-07
Position 247: 1.73227091652306e-07
Position 7042: 1.7270669223140464e-07
Position 411: 1.5528257866014273e-07
Position 6507: 1.1717265718571241e-07
Position 495: 1.0466201514320143e-07
Position 548: 6.454940103614942e-08
Position 6788: 6.43706922749124e-08
Position 4760: 5.6200012738680106e-08
Position 6497: 5.1154545963349174e-08
Position 6861: 4.6503606764437664e-08
Position 1225: 3.1941448194261235e-08
Position 628: 3.1844325497387525e-08
Position 6840: 2.823606303113486e-08
Position 6877: 2.580774915058941e-08
Position 6858: 2.4830032376811476e-08
Position 931: 1.1436303310326546e-08
Position 6853: 1.0609099460548186e-08
Position 640: 9.951841912440121e-09
Position 834: 9.18532380511841e-09
Position 21: 5.8088959394530535e-09
Position 6906: 5.013785964819324e-09
Position 929: 4.2630311972581724e-09
Position 6887: 2.4888548984385494e-09
Position 7018: 1.0230384297783884e-09
Position 532: 7.633126584950388e-10
Position 488: 5.148737669007562e-10
Position 7278: 1.3081950944167295e-10
Position 6901: 9.607242907920621e-11
Position 403: 9.0805019810221e-11
Position 551: 2.268552821143051e-11
Position 6889: 5.217864571951014e-12
Position 498: 2.8789606941092144e-12
Position 24: 2.2377448591432226e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 6722: 0.9981548175046854
Position 7014: 0.9800396307748476
Position 6119: 0.9664531128492396
Position 5459: 0.9136804967087132
Position 6354: 0.8536506564043804
Position 4388: 0.7320748473188022
Position 4124: 0.4420927601751787
Position 4250: 0.2638275669922105
Position 4721: 0.13983138499975167
Position 3735: 0.1276095102359416
Position 6358: 0.12214611253097507
Position 7247: 0.08863246936580774
Position 2614: 0.08660948809063355
Position 5469: 0.07474684862528169
Position 2502: 0.07385339121051586
Position 3146: 0.06528176486264813
Position 4974: 0.04625909363871446
Position 7454: 0.04343401933411875
Position 4706: 0.0416426516913874
Position 731: 0.02124739263111831
Position 165: 0.0177872132256935
Position 262: 0.01192364491277824
Position 4670: 0.010731601490144203
Position 6397: 0.008346872854008586
Position 532: 0.008143111163284719
Position 4489: 0.007828636872085341
Position 3772: 0.006682013549027642
Position 5396: 0.005983999153786736
Position 1482: 0.005917837191321716
Position 1999: 0.005757943769914436
Position 4422: 0.00566700803805595
Position 4148: 0.005603155133420428
Position 1674: 0.005053498489115222
Position 4191: 0.004636398534673675
Position 5319: 0.004629428158432346
Position 4267: 0.004548632270796713
Position 6462: 0.0043250011825426505
Position 5363: 0.004185598877249497
Position 2658: 0.0034900541572742937
Position 3910: 0.0034272928946947018
Position 2040: 0.0031994391375795646
Position 6425: 0.0028491918981707353
Position 4079: 0.002821278681387095
Position 235: 0.0027155510077878377
Position 374: 0.0027130993356675043
Position 3557: 0.002309433987758092
Position 2141: 0.0022802024711218514
Position 4687: 0.002120818266659974
Position 3692: 0.0019855620678746397
Position 5703: 0.001926111599047877
Position 518: 0.0019185002653683187
Position 802: 0.0019179186131171922
Position 616: 0.0019136314315604886
Position 6504: 0.0018669897579256382
Position 2174: 0.0017062087441264162
Position 5718: 0.001577748137285029
Position 2159: 0.001234242422972703
Position 7047: 0.0012281414478336533
Position 7024: 0.0011206592914445785
Position 7721: 0.0011172004686865727
Position 2877: 0.0010948732505205202
Position 238: 0.0010728671667404905
Position 5967: 0.0010665942850551454
Position 5088: 0.0010161677839881829
Position 4562: 0.0010064525406471752
Position 995: 0.0009436962632078144
Position 5519: 0.0009328111559037264
Position 6492: 0.0008922852605629077
Position 7097: 0.0008424309787347035
Position 4726: 0.0008229177938438628
Position 6688: 0.000733934230666469
Position 4331: 0.0006640057929995669
Position 6740: 0.0005819721485823868
Position 2329: 0.0005176360707614729
Position 2084: 0.0004621613125535858
Position 2588: 0.000448606084312554
Position 2933: 0.0004411387538916568
Position 1893: 0.00042099937343544427
Position 3354: 0.0004080659424249009
Position 205: 0.00039262234658331643
Position 7460: 0.00039105482611878753
Position 1634: 0.0003792709695499114
Position 6021: 0.00036293226830943283
Position 5911: 0.00036287931279205016
Position 4877: 0.00034235548928558093
Position 5486: 0.0003409385063970185
Position 324: 0.00032300368186158427
Position 1357: 0.0003084568376711703
Position 1306: 0.00029800433360300144
Position 7625: 0.00028401586239404684
Position 667: 0.00027128347961577113
Position 2995: 0.0002565701101981593
Position 2023: 0.0002510453909684738
Position 6132: 0.000250786571964761
Position 2928: 0.0002447537245790144
Position 2046: 0.00023322189202020332
Position 4846: 0.00022339267454147494
Position 6761: 0.00021883239949372274
Position 7542: 0.00021748846677892698
Position 6750: 0.0001746341394582095
Position 5825: 0.00015194153120992734
Position 7304: 0.00014690619266138831
Position 3077: 0.00013847715366286062
Position 628: 0.00013700979127838757
Position 5728: 0.00012718052316888962
Position 1091: 0.00012608243812814427
Position 5987: 0.00012590581981559027
Position 7173: 0.00012464020988313496
Position 280: 0.0001076627280544915
Position 7140: 0.00010109054134281679
Position 6515: 9.76916599832312e-05
Position 1756: 9.397655892518719e-05
Position 7202: 8.687982420897285e-05
Position 7160: 8.531941672704857e-05
Position 2252: 6.585916469611002e-05
Position 7565: 5.804374525727581e-05
Position 7599: 5.519242678138864e-05
Position 411: 5.219020473558595e-05
Position 6545: 5.031768342152718e-05
Position 7474: 4.474554593801958e-05
Position 1687: 4.1673267664551174e-05
Position 1029: 3.0848204618215655e-05
Position 421: 2.9966198481967204e-05
Position 6785: 2.880782363370964e-05
Position 6640: 2.6516749235470308e-05
Position 6766: 1.967219929519922e-05
Position 6438: 1.762348677924139e-05
Position 6058: 1.6444309810628338e-05
Position 6529: 1.2693603060797628e-05
Position 7103: 1.081399838429236e-05
Position 7700: 1.0120796371358913e-05
Position 6798: 7.845987529697033e-06
Position 6507: 7.762217580399327e-06
Position 7222: 4.560158619760638e-06
Position 6777: 4.16749105481455e-06
Position 211: 3.4377791996534126e-06
Position 897: 3.3438945751694957e-06
Position 7684: 3.1298019767415736e-06
Position 646: 2.898657443316959e-06
Position 6853: 2.431838896183628e-06
Position 6883: 1.3472263260144313e-06
Position 1015: 6.950810229167427e-07
Position 6894: 6.032629644311015e-07
Position 6788: 5.752622962565066e-07
Position 455: 8.079993430100259e-08
Position 746: 7.714826865782513e-08
Position 470: 6.710154895644339e-08
Position 937: 5.192686454546241e-08
Position 905: 3.8057609412414234e-08
Position 498: 3.6248965918988014e-08
Position 6917: 1.622121773049957e-08
Position 6899: 1.5344327005775276e-08
Position 428: 8.978015784374098e-09
Position 6933: 4.512296994302624e-09
Position 457: 1.1623222528695589e-09
Position 69: 4.439718179572256e-10
Position 213: 3.6994433887779494e-10
Position 108: 1.4408777893430525e-13
