Gene = Bacc
Position 1489: 2.652204855823311e-06
Position 1492: 2.446734707931432e-06
Position 3860: 2.1536596908489433e-06
Position 1189: 1.787002051185455e-06
Position 4045: 4.4425019835250356e-07
Position 3660: 4.0425212741378896e-07
Position 1319: 3.7069123839320284e-07
Position 159: 3.063438093448136e-07
Position 581: 2.0691656926941e-07
Position 4096: 1.0453170499022375e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3562: 0.989949403026292
Position 3799: 0.9350415274670423
Position 1604: 0.239597963143852
Position 2995: 0.23917949276449094
Position 4144: 0.14316923304270526
Position 2188: 0.10255936010494054
Position 926: 0.06343495323073287
Position 2659: 0.056978751354786375
Position 2533: 0.05611210974496689
Position 4774: 0.053781790694999686
Position 2403: 0.053089391838412506
Position 2694: 0.02733093415372376
Position 4252: 0.025337983221807667
Position 2441: 0.01400736738596097
Position 3962: 0.013111753755138473
Position 4311: 0.011584239270859314
Position 511: 0.010497801868869535
Position 993: 0.009790525004585236
Position 498: 0.009762017244129438
Position 5059: 0.00923111200786892
Position 1367: 0.00889975340342489
Position 3575: 0.007300260033697289
Position 3959: 0.006856258459059821
Position 4391: 0.006765335842543708
Position 335: 0.006346377142607876
Position 4271: 0.005601454699035337
Position 526: 0.004321614347266157
Position 5296: 0.003868294680355623
Position 5261: 0.0037491870102960524
Position 4965: 0.0036904700167233145
Position 955: 0.003433643005857295
Position 469: 0.002956215326636074
Position 1403: 0.0023044298841576995
Position 1050: 0.0019255215481418988
Position 4599: 0.0018646312990976354
Position 2706: 0.001540645902802448
Position 1496: 0.001482073646976193
Position 3313: 0.0014401104733483253
Position 1634: 0.0013156871040373777
Position 1701: 0.0012587931488793932
Position 2491: 0.0011084195534774818
Position 4575: 0.0009953057973688742
Position 3912: 0.0009088714074706475
Position 187: 0.0008461231683689716
Position 4661: 0.0008073036129475615
Position 1294: 0.0007907700566945832
Position 4593: 0.0007705188403298816
Position 4428: 0.0006756874585594931
Position 5180: 0.0006714066786585031
Position 937: 0.0006153799969775651
Position 1981: 0.0006061605947105496
Position 1337: 0.0005742737129790731
Position 3501: 0.0005648031151941038
Position 1837: 0.0005638153089725772
Position 4852: 0.000547156362137135
Position 4805: 0.00047370590572106417
Position 4187: 0.00042588196494468137
Position 1182: 0.0003207678592300351
Position 2474: 0.0003023244395627583
Position 1267: 0.00027592451892188494
Position 1612: 0.00023605388576588134
Position 1457: 0.00022353410025416668
Position 175: 0.0002175851593531755
Position 4425: 0.00021137201213473086
Position 5136: 0.0001987797824718359
Position 5480: 0.00019227783054233738
Position 5140: 0.00016913694747796635
Position 4298: 0.0001682219373116627
Position 2008: 0.00014332227181965525
Position 1309: 0.00014172158653592
Position 883: 0.00013092497600179903
Position 1020: 0.00012277285457151362
Position 5319: 0.0001221029940846867
Position 4637: 0.00012092883508406255
Position 4340: 0.00011396105991674869
Position 1650: 0.00011241854734033386
Position 315: 0.00011226468502185712
Position 3416: 9.853846073747161e-05
Position 4210: 9.599301400816766e-05
Position 4288: 8.934088370617746e-05
Position 3919: 7.597370867291087e-05
Position 3980: 5.672789088720381e-05
Position 266: 3.672483526365316e-05
Position 3456: 2.7651347572926275e-05
Position 434: 2.6871591796658367e-05
Position 1748: 2.4319229679988128e-05
Position 1644: 2.210929035190102e-05
Position 227: 1.7763667711225817e-05
Position 1306: 1.4905307756943302e-05
Position 318: 1.3051621524259816e-05
Position 3843: 1.1563017969319234e-05
Position 3428: 1.0285870654805837e-05
Position 779: 6.929387798756138e-06
Position 1062: 6.851343987832176e-06
Position 1137: 5.673809826666449e-06
Position 3087: 3.608752247751541e-06
Position 1195: 2.3762816899970226e-06
Position 794: 1.8731018488127445e-06
Position 1270: 1.8715319994721765e-06
Position 202: 1.6914166753219638e-06
Position 312: 1.4506510147335834e-06
Position 400: 1.3996283051530997e-06
Position 281: 1.0597635869810529e-06
Position 243: 1.0201790869816622e-06
Position 214: 8.762811406063515e-07
Position 1482: 6.001401815864005e-07
Position 2226: 5.071710168486527e-07
Position 1343: 4.621277665530955e-07
Position 1239: 2.603036781382277e-07
Position 1314: 2.4374547554008334e-07
Position 354: 1.0511755834959177e-07
Position 275: 9.761317162430248e-08
Position 359: 6.475385532216031e-08
Position 233: 6.414237723919268e-08
Position 674: 9.366701832623904e-09
Position 634: 8.086868911784163e-09
Position 410: 4.03985768202032e-09
Position 1203: 2.0520828232168524e-09
Position 322: 2.4215106937501944e-10
Position 1017: 1.0158390746665951e-10
Position 383: 2.6635732064216844e-13
