Gene = aos
Position 22: 1.8286056456483067e-06
Position 1806: 1.7927732896557348e-06
Position 11970: 1.366136416041861e-06
Position 6457: 1.213259934262847e-06
Position 974: 8.728828865497806e-07
Position 9259: 7.232384824369883e-07
Position 9275: 7.136014473638787e-07
Position 1468: 6.022455173115579e-07
Position 2923: 5.458681218467106e-07
Position 2913: 4.5870146665639915e-07
Position 5: 3.8337282760133247e-07
Position 2933: 3.5512285110785317e-07
Position 12225: 2.798157793278088e-07
Position 12656: 2.655563944726838e-07
Position 12234: 2.5827806709979894e-07
Position 12684: 1.9272240849673045e-07
Position 12885: 6.966229802087916e-08
Position 12929: 3.568469236480737e-08
Position 12030: 2.3717606294445078e-08
Position 12943: 2.1301300465124125e-08
Position 11948: 6.449129478609903e-09
Position 12108: 4.599118126304595e-09
Position 1179: 4.248837961947377e-09
Position 1159: 3.7748118856864165e-09
Position 11974: 2.8657314650233186e-09
Position 12254: 2.1151682387311995e-09
Position 12174: 1.8849747986249407e-09
Position 1353: 1.553246401368143e-09
Position 1940: 1.3708863452343599e-09
Position 11963: 1.0919868075118212e-09
Position 12228: 1.0028942632573816e-09
Position 1045: 8.26522334168413e-10
Position 1035: 6.82679986090584e-10
Position 1072: 6.175215549427986e-10
Position 11976: 4.084826732216696e-10
Position 11941: 3.1649261903848257e-10
Position 12198: 2.6870277772272777e-10
Position 12116: 2.492814323366503e-10
Position 12149: 9.581928417157547e-11
Position 640: 8.278297415015788e-12
Position 634: 5.491239569026092e-12
Position 327: 4.738931372566183e-12
Position 107: 2.922931288227685e-12
Position 346: 2.3057903121021663e-12
Position 329: 1.2874492839675403e-12
Position 311: 5.594555806210754e-14
Position 446: 3.555670719870546e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11898: 0.9998757530555894
Position 12138: 0.993849010331131
Position 11275: 0.9403222829312717
Position 12837: 0.2382188609303063
Position 11515: 0.19084829918723234
Position 5259: 0.05803948456658128
Position 12997: 0.026395870259566433
Position 838: 0.025384581283035904
Position 85: 0.019632800578291826
Position 2760: 0.01897695490788907
Position 13006: 0.015182149152032033
Position 11230: 0.01364101332114742
Position 12392: 0.012150751206886731
Position 13031: 0.011020080396656739
Position 9428: 0.010255032526468533
Position 11315: 0.010112246532172764
Position 305: 0.008678518824182297
Position 1604: 0.007875693177683338
Position 12408: 0.00766216059471572
Position 11418: 0.006464519500786971
Position 11217: 0.005679431968889468
Position 8032: 0.005630185792406629
Position 5374: 0.004528426828205527
Position 9110: 0.0037411578905486367
Position 894: 0.0036535845943354763
Position 1500: 0.0035578668073513995
Position 13165: 0.003250680662949949
Position 113: 0.0027908123776929773
Position 12555: 0.0025397906413549996
Position 5306: 0.0022581849015061266
Position 466: 0.0022087598176699294
Position 12412: 0.0021111722253332834
Position 1646: 0.002090659443858996
Position 1520: 0.0019970397830558983
Position 10268: 0.0018967874206202928
Position 12963: 0.0018509201099051874
Position 8036: 0.0016339830118674247
Position 2344: 0.0015734163921366701
Position 5006: 0.0014897254790905358
Position 7484: 0.0013081728349024345
Position 10912: 0.001244057376927229
Position 5223: 0.001224799714272107
Position 10645: 0.001198629296265003
Position 13108: 0.0011098330150376779
Position 697: 0.0010972151662555427
Position 2218: 0.0010739515736856032
Position 1523: 0.0009517563924103399
Position 2283: 0.0009322042260110706
Position 1117: 0.00088432182668569
Position 12153: 0.0008718837769344956
Position 228: 0.000863218505939004
Position 1988: 0.0008540275144710139
Position 2317: 0.0008514240890639513
Position 5167: 0.0008290484357029305
Position 543: 0.0008011648413404797
Position 5131: 0.0007871552005010819
Position 1329: 0.0007105290690643911
Position 754: 0.0005165759428000218
Position 7712: 0.0005161863748810282
Position 5345: 0.0004775890452271388
Position 1361: 0.0004741187662678628
Position 12656: 0.0004633611562656403
Position 7217: 0.0004560338862339223
Position 1423: 0.00040891478700301893
Position 12680: 0.00034972734004469865
Position 2558: 0.00034199710067450505
Position 12575: 0.0003418383900135668
Position 5476: 0.00033754511058075063
Position 760: 0.00033529716749998407
Position 4137: 0.0003318009693253002
Position 13075: 0.0003180942803175004
Position 1853: 0.00031461029389147084
Position 1103: 0.00031072853590486733
Position 1860: 0.000300374541229396
Position 1366: 0.0002973180444445322
Position 1071: 0.00028974704768746463
Position 2491: 0.00028690695539098114
Position 1652: 0.00027830125701368963
Position 1420: 0.00027452886248969074
Position 3939: 0.0002713434416776561
Position 2471: 0.0002613657501657821
Position 521: 0.00024957426444373494
Position 2314: 0.00019817419280632602
Position 502: 0.0001966999841611163
Position 2433: 0.00015681703462864095
Position 5423: 0.0001454145530834947
Position 13238: 0.00014479275625436897
Position 4724: 0.00013543122388534344
Position 2349: 0.00012587962485448485
Position 13088: 0.00011576685121763485
Position 2569: 0.00010187837865395903
Position 12723: 0.00010061632354275224
Position 339: 8.060374639344969e-05
Position 2732: 8.049301368949901e-05
Position 11933: 7.308620615777667e-05
Position 321: 6.52047472773149e-05
Position 2543: 6.362781914687114e-05
Position 2446: 6.259527298535637e-05
Position 254: 5.974543265274403e-05
Position 494: 5.466801838717769e-05
Position 515: 5.065293009506176e-05
Position 527: 4.403015828291252e-05
Position 12234: 4.2463094061317705e-05
Position 545: 3.5788281344964114e-05
Position 11936: 3.074867164708706e-05
Position 12159: 2.607119641552988e-05
Position 12479: 2.4351325193100717e-05
Position 2083: 1.875281960044449e-05
Position 1307: 1.7968474739780614e-05
Position 1229: 1.6854650820462025e-05
Position 12767: 1.626574285089111e-05
Position 12244: 1.4179153245563736e-05
Position 11959: 1.4009495057027135e-05
Position 12416: 8.67714383344355e-06
Position 1346: 8.261269647451299e-06
Position 2059: 8.210451160920354e-06
Position 12448: 8.1578189435796e-06
Position 13194: 7.625580489759313e-06
Position 1695: 7.178697557793642e-06
Position 1745: 6.0586775578271505e-06
Position 12189: 5.331432930996934e-06
Position 1045: 3.135379297957503e-06
Position 666: 2.8182488875586893e-06
Position 2584: 2.6515440461786704e-06
Position 1622: 2.6352033409548078e-06
Position 757: 2.4950462747629143e-06
Position 2718: 2.490195538052304e-06
Position 2538: 2.406291884281631e-06
Position 785: 2.1459934260337665e-06
Position 906: 2.0233884795036397e-06
Position 1239: 1.1612840312556462e-06
Position 12030: 1.1566306608739096e-06
Position 1248: 9.5235667130547e-07
Position 12879: 7.568778678803368e-07
Position 6326: 6.331725738170683e-07
Position 12663: 3.94267846984374e-07
Position 903: 3.742497906721208e-07
Position 194: 3.082260412780555e-07
Position 745: 2.936940139133371e-07
Position 1176: 2.8604617641967703e-07
Position 12195: 1.658119871259403e-07
Position 6005: 1.603220890503632e-07
Position 1130: 1.5358586293237163e-07
Position 12505: 1.2144918256529485e-07
Position 1293: 8.499685687072076e-08
Position 2289: 4.383775347704432e-08
Position 12286: 1.800164806453135e-08
Position 552: 1.4781688045097635e-08
Position 556: 1.2090628790364305e-08
Position 164: 5.389907994949351e-09
Position 122: 4.673811972459401e-09
Position 12260: 3.08726532568695e-09
Position 150: 4.626177078860967e-12
Position 201: 2.3696520885386893e-12
Position 138: 1.9874205017174486e-12
Position 127: 1.2633628398534769e-12
Position 116: 5.93077508883946e-13
Position 183: 1.5620419472421944e-13
Position 143: 1.1686289996346416e-13
Position 307: 5.531987666083063e-15
Position 160: 1.3145318025067167e-15
Position 53: 2.928968180092435e-16
Position 51: 2.2132330214110286e-16
Position 61: 1.136078999196311e-16
