Gene = sNPF
Position 27526: 0.003545559789591591
Position 27319: 0.002059910488421469
Position 27237: 0.0013090565862566282
Position 28437: 0.0003882369697659638
Position 17366: 7.798376945892413e-09
Position 11615: 3.9597508793065526e-11
Position 12234: 1.739938034588749e-11
Position 12061: 6.5245943742869185e-12
Position 2329: 4.241849678111592e-12
Position 1090: 2.165685692066097e-12
Position 10956: 2.0229002286417458e-12
Position 11299: 1.4146135461341013e-12
Position 552: 1.393452374600579e-12
Position 1322: 1.3222681807672292e-12
Position 1940: 1.135520201261238e-12
Position 530: 1.0034523485446501e-12
Position 1103: 9.342907440597978e-13
Position 1602: 6.917203012109799e-13
Position 7862: 4.885642030770215e-13
Position 921: 3.382677741216504e-13
Position 2490: 2.3525125124876807e-13
Position 669: 9.598899422539519e-14
Position 464: 9.464526738913788e-14
Position 872: 9.346238638590923e-14
Position 2100: 8.976484880544655e-14
Position 555: 8.038938576322608e-14
Position 1072: 7.892777033446876e-14
Position 2303: 7.184586986199042e-14
Position 1291: 7.134431931620297e-14
Position 8035: 5.906065491551001e-14
Position 8321: 4.859149135564325e-14
Position 1123: 3.309492855666759e-14
Position 790: 2.169654409494134e-14
Position 836: 2.0363563864964892e-14
Position 7380: 1.1297650444821022e-14
Position 733: 1.0173112957679448e-14
Position 676: 9.91504675580032e-15
Position 1570: 9.742872347209364e-15
Position 6195: 7.0012341582116125e-15
Position 6850: 5.7345121124300195e-15
Position 931: 5.218417384430681e-15
Position 1050: 5.132810010784299e-15
Position 5394: 4.837261908132686e-15
Position 6171: 3.784851752605062e-15
Position 1047: 3.665933532631021e-15
Position 673: 3.54794981214497e-15
Position 3040: 2.3164429957896857e-15
Position 980: 2.108799109840614e-15
Position 5946: 1.8272101987916973e-15
Position 3394: 1.6890158545899642e-15
Position 1671: 1.5783430488107979e-15
Position 1161: 1.5114153710798079e-15
Position 5422: 9.306963461411985e-16
Position 765: 8.505287263421965e-16
Position 5131: 7.654451322228136e-16
Position 2877: 7.05003722475653e-16
Position 321: 6.984588387267799e-16
Position 5020: 5.416752070527617e-16
Position 3404: 5.353501895812441e-16
Position 2864: 5.250876738238085e-16
Position 4655: 3.432389504213027e-16
Position 414: 2.6911489861097495e-16
Position 1527: 2.067396684177289e-16
Position 878: 2.0600265756720583e-16
Position 238: 1.9314807072500313e-16
Position 3902: 1.5325271801245573e-16
Position 3707: 1.1866892246163346e-16
Position 3045: 1.1438658025266354e-16
Position 3650: 1.0977210743380526e-16
Position 164: 9.585553035160393e-17
Position 409: 6.982218370618548e-17
Position 327: 2.896123828657689e-17
Position 2752: 8.156207872769038e-18
Position 2580: 7.613653008301716e-18
Position 282: 1.736025018397054e-18
Position 138: 1.0570434145379619e-18
Position 2494: 9.281491963712043e-19
Position 345: 2.908603170156656e-19
Position 354: 2.706867710699551e-19
Position 435: 3.436543569182947e-20
Position 153: 3.271197639625544e-20
Position 291: 3.226082448022437e-20
Position 174: 2.6424883781173183e-20
Position 288: 1.0036814712449636e-20
Position 307: 6.37764668332782e-21
Position 75: 4.2222156470795974e-21
Position 427: 4.0294720087531074e-21
Position 419: 8.091595488422859e-22
Position 123: 8.312029462356557e-23
Position 94: 5.673790180226412e-23
