Gene = l(2)gd1
Position 3024: 0.00011315196508650582
Position 531: 0.00010889382948114302
Position 3554: 0.00010043935606858024
Position 3022: 9.625924439696438e-05
Position 3612: 9.594958317000351e-05
Position 1072: 7.872847279795337e-05
Position 73: 7.472430066198783e-05
Position 1593: 6.98343265932463e-05
Position 1869: 6.983060000356594e-05
Position 336: 6.138573223449638e-05
Position 2968: 6.017777146101188e-05
Position 2139: 5.883937084262503e-05
Position 3804: 5.395001154432523e-05
Position 24: 5.075446557050997e-05
Position 1116: 5.0612601770471143e-05
Position 1391: 4.9639770654971645e-05
Position 1560: 4.858571300012095e-05
Position 1420: 4.855370281454806e-05
Position 4: 4.251842759844468e-05
Position 785: 3.1169470101455626e-05
Position 3130: 2.9984545833270146e-05
Position 534: 2.8669368603152385e-05
Position 1047: 2.676910201637471e-05
Position 2011: 2.3823939491671625e-05
Position 986: 2.20087321897601e-05
Position 456: 1.7171690449033273e-05
Position 2576: 1.71524161957336e-05
Position 2943: 1.6693596883319437e-05
Position 2339: 1.6432418348923603e-05
Position 27: 1.5313038369883e-05
Position 2539: 1.5198271933080052e-05
Position 2680: 1.4845317845918657e-05
Position 3398: 1.4247908717217704e-05
Position 461: 1.4175682132046661e-05
Position 2379: 1.317652271775056e-05
Position 330: 1.1784926611955955e-05
Position 2215: 1.1559887294818476e-05
Position 1133: 9.825350333213013e-06
Position 18: 8.823233824904353e-06
Position 2316: 8.138002251602185e-06
Position 903: 7.692367661414478e-06
Position 900: 7.5995718270065234e-06
Position 208: 6.9772619390401945e-06
Position 3250: 5.682408558347044e-06
Position 2020: 5.252805818827605e-06
Position 3773: 5.223540267782053e-06
Position 1892: 4.68128317035999e-06
Position 775: 3.9489152128053345e-06
Position 1974: 3.8816789334970255e-06
Position 2022: 2.890437461869645e-06
Position 1839: 2.336007609619777e-06
Position 2271: 2.0063657990329247e-06
Position 2229: 1.6977130922167571e-06
Position 1648: 1.3041700651853508e-06
Position 2569: 1.174781619520252e-06
Position 93: 5.026415963564494e-07
Position 2826: 3.3113946266851386e-07
Position 2277: 2.4544328332328077e-07
Position 2614: 2.2273558209557052e-07
Position 2907: 1.1075325382634947e-07
Position 2298: 6.645842962548009e-08
Position 1732: 3.0093495046898096e-08
Position 1789: 2.1900790112869176e-08
Position 2511: 1.5117566290065405e-08
Position 842: 1.3405754476982985e-08
Position 3176: 1.0941304316518831e-08
Position 3424: 6.7386784229587396e-09
Position 3218: 3.6376565119753606e-09
Position 242: 2.2707108308721653e-09
Position 3256: 1.9110636812140485e-09
Position 3412: 1.297283248089303e-09
Position 2976: 3.6818495118504127e-10
Position 270: 8.756185247199707e-11
Position 233: 6.533888403343065e-11
Position 1587: 6.326478487247771e-11
Position 251: 6.108190524712803e-11
Position 124: 6.06670986251877e-11
Position 110: 3.441629724402517e-11
Position 3191: 2.4633160763017138e-11
Position 260: 1.540860799280724e-11
Position 3188: 1.530969882032059e-11
Position 258: 1.2357223437227157e-11
Position 2274: 8.614683746151645e-12
Position 596: 8.082669291008551e-13
Position 1331: 4.501861082209441e-13
Position 2440: 9.197483223100994e-14
Position 265: 5.938616133528438e-14
Position 563: 2.9948428432587194e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3372: 0.9943744918557764
Position 1922: 0.992161270547928
Position 2412: 0.9643113362271432
Position 265: 0.8610872494181936
Position 3215: 0.7061981461801714
Position 2946: 0.4928500318244432
Position 3589: 0.09659246047571657
Position 2871: 0.05635189800679578
Position 1163: 0.04800686868734593
Position 2218: 0.03849150572610625
Position 3637: 0.031029708030021367
Position 2913: 0.028719773878947804
Position 2244: 0.02597908721057969
Position 2427: 0.021151061328737737
Position 287: 0.020201021223107306
Position 1469: 0.018996549200312216
Position 1556: 0.01747188188068218
Position 3161: 0.01693375001133124
Position 2621: 0.016552340685438302
Position 2624: 0.01394275786888266
Position 2447: 0.013830688792719353
Position 303: 0.008833104029820588
Position 2799: 0.008486112663370755
Position 3217: 0.008045497885855096
Position 3737: 0.0064441092248263875
Position 2695: 0.004467597040224817
Position 1832: 0.004291327882518877
Position 2213: 0.003998922019846538
Position 3167: 0.0036701370755634548
Position 649: 0.0031466742857740974
Position 2976: 0.002874777460573457
Position 2907: 0.002726916561712284
Position 2745: 0.0021769119812276856
Position 1334: 0.001937308933757687
Position 1196: 0.0018615517211530532
Position 1277: 0.0017198205278657795
Position 3447: 0.0015376375222337126
Position 1072: 0.0015304335278700822
Position 3608: 0.0013528904855367842
Position 2950: 0.0012295201438376074
Position 2253: 0.0012114966506781067
Position 1274: 0.0011600593503090437
Position 1571: 0.0009834687493839465
Position 1945: 0.0009121285329297452
Position 832: 0.000868175544721949
Position 1775: 0.0008365428590154916
Position 104: 0.0008283579276062548
Position 443: 0.0008112590340422192
Position 2180: 0.0007876630526562798
Position 2198: 0.0007243791908781527
Position 2001: 0.0006152705745855835
Position 900: 0.0006073613448154139
Position 1337: 0.0006049255805228262
Position 3172: 0.0006026343616538553
Position 1202: 0.0005866771753376126
Position 1675: 0.00046952115404008356
Position 2130: 0.00043784254753298615
Position 1199: 0.0004128584431096723
Position 1646: 0.00037116684064203355
Position 756: 0.0003463532257525617
Position 3188: 0.0003429961462504056
Position 1430: 0.00033360424793229854
Position 2823: 0.0003184255559886242
Position 3521: 0.0003109876032697494
Position 3554: 0.00027157516279738834
Position 1959: 0.0002686196090324104
Position 1306: 0.0002562478340186638
Position 1729: 0.00024839831693513047
Position 423: 0.00024498042335589765
Position 1720: 0.00024436319497633146
Position 670: 0.00023911120247092373
Position 1417: 0.00022958516381764644
Position 3390: 0.00020925438104225003
Position 601: 0.0002089866187920892
Position 1002: 0.00019893201647325966
Position 2484: 0.00019235762756505173
Position 1639: 0.00018581757053248612
Position 2257: 0.0001844472420172317
Position 806: 0.00018253429850381358
Position 1593: 0.00016562618872341172
Position 1956: 0.00015808222192134643
Position 3059: 0.00015654137395455946
Position 1681: 0.00015521776248163363
Position 1678: 0.00015411776349027743
Position 1426: 0.0001501674331155866
Position 1610: 0.00013588750612221348
Position 2459: 0.00013470742878595886
Position 851: 0.0001276768004606646
Position 2753: 0.0001157915554462197
Position 93: 0.00010273324235394458
Position 1751: 0.00010245846917365559
Position 1622: 0.00010094477068036297
Position 810: 0.00010085016539553661
Position 1738: 9.442222646877049e-05
Position 2312: 9.386066463242605e-05
Position 1742: 9.11404439920169e-05
Position 1241: 8.088241957191198e-05
Position 350: 7.99077470549505e-05
Position 132: 7.906838572764494e-05
Position 760: 7.428536455753826e-05
Position 3848: 7.216413284067254e-05
Position 636: 7.176381137919988e-05
Position 2147: 6.657530498918925e-05
Position 1205: 6.546797039735534e-05
Position 578: 6.460404520108648e-05
Position 1439: 5.616208917916695e-05
Position 2722: 5.4594030856115886e-05
Position 2705: 4.9878299517553696e-05
Position 1386: 4.893871719279992e-05
Position 908: 4.56104094246236e-05
Position 1047: 4.3034806674066895e-05
Position 1763: 4.216756444922287e-05
Position 1129: 3.930786178220166e-05
Position 2290: 3.748788760162324e-05
Position 2449: 3.717372484212176e-05
Position 1121: 3.1657666321253787e-05
Position 1103: 3.082774515997226e-05
Position 1374: 2.9548637880786294e-05
Position 1560: 2.3506756672810304e-05
Position 3000: 2.3462565107578106e-05
Position 336: 2.31698215952611e-05
Position 1343: 2.2450857299078485e-05
Position 465: 2.1263184683885148e-05
Position 1406: 1.987217539084125e-05
Position 495: 1.6695867716671206e-05
Position 3562: 1.559087240692538e-05
Position 3394: 1.4998504775541137e-05
Position 710: 1.4489950587645084e-05
Position 2561: 1.4164353882710694e-05
Position 2456: 1.3590452219811476e-05
Position 3743: 1.321738000835494e-05
Position 539: 1.300795862530998e-05
Position 1316: 1.2521660663814772e-05
Position 82: 1.2347338981606327e-05
Position 1297: 1.0631372383620076e-05
Position 1362: 8.84463774387565e-06
Position 2039: 8.70151027118651e-06
Position 817: 8.308873595264524e-06
Position 914: 7.872350819317076e-06
Position 1082: 7.438295829847817e-06
Position 3773: 7.401821332481116e-06
Position 3261: 7.288447966865178e-06
Position 450: 7.1507048408915096e-06
Position 1223: 7.038540023708488e-06
Position 842: 6.758077809957488e-06
Position 2656: 5.937672958041022e-06
Position 2719: 5.82044897058234e-06
Position 3758: 5.519559887834623e-06
Position 404: 5.25729160442835e-06
Position 1143: 4.910546059430948e-06
Position 688: 4.5754624590909535e-06
Position 1168: 4.481821074380569e-06
Position 2337: 3.7139400810662292e-06
Position 1042: 3.417205359785661e-06
Position 746: 3.3668140874617016e-06
Position 2496: 3.323342047739391e-06
Position 120: 3.1927062938876776e-06
Position 3397: 3.049676209038651e-06
Position 3417: 3.0184008099712406e-06
Position 3777: 1.5828323738832757e-06
Position 2379: 1.3557087833187635e-06
Position 3788: 1.2321761535164672e-06
Position 1985: 1.0828533342089401e-06
Position 63: 1.0532695564779142e-06
Position 73: 9.905213772523358e-07
Position 2517: 3.2774472072135133e-07
Position 2511: 2.914246650227442e-07
Position 136: 2.1593319634984745e-07
Position 2529: 8.973286505883107e-08
Position 139: 3.9244091239835304e-08
Position 3412: 2.9839921818981776e-08
Position 2544: 1.5392787116274108e-08
Position 2586: 5.502433080080568e-09
Position 2563: 3.3002645707358994e-09
Position 159: 2.3281308422505805e-09
Position 156: 1.2905872263147024e-09
Position 667: 4.1535305657800447e-10
Position 178: 3.984491262753188e-10
Position 714: 3.9334896954982944e-10
Position 377: 3.885634509856404e-10
Position 409: 2.5136165680289063e-10
Position 143: 2.3513447011365514e-10
Position 346: 2.2383283163795044e-10
Position 352: 1.2737200240573375e-10
Position 145: 9.824191252309733e-11
Position 380: 9.582542823702884e-11
Position 149: 3.5892432237063004e-11
Position 319: 1.0301185256189565e-11
Position 397: 4.85311871632279e-12
Position 2597: 3.4944298643302327e-13
Position 198: 8.657130523635683e-15
Position 183: 1.2095712696046046e-15
Position 185: 5.0758012061399184e-17
