Gene = Fbw5
Position 654: 1.806110110640648e-08
Position 761: 1.6864106021372665e-08
Position 493: 1.3819419967145884e-08
Position 226: 1.2883072295907238e-08
Position 400: 9.939964361250844e-09
Position 433: 8.098395170532068e-10
Position 87: 8.799212410950616e-18
Position 453: 7.580379000351738e-18
Position 250: 5.0250331356786075e-18
Position 314: 4.4283958883940945e-18
Position 342: 7.303000200223676e-19
