Gene = Ge-1
Position 313: 0.0002666058065527052
Position 1287: 0.0002665713452076752
Position 1274: 0.00022897488689761322
Position 444: 0.00022333256123761378
Position 3485: 0.0002201782168357805
Position 1433: 0.00020954715728671976
Position 1851: 0.00019426887627054177
Position 1719: 0.00019385913759853915
Position 1166: 0.00018712838314364447
Position 246: 0.0001733107375311585
Position 1240: 0.0001702850405985614
Position 1051: 0.00016872854205956207
Position 4071: 0.0001613044765137497
Position 5233: 0.00015559129834649032
Position 3439: 0.00014016290260224852
Position 216: 0.00012074472865710393
Position 176: 0.00012071829863090522
Position 4210: 0.00012017082410740292
Position 5438: 0.00011695472219262552
Position 1307: 0.00010827344827725859
Position 4088: 9.308026030658421e-05
Position 46: 8.862182010616775e-05
Position 165: 8.289539178358211e-05
Position 792: 6.968214123138122e-05
Position 5150: 6.66267541698432e-05
Position 68: 6.577899712444114e-05
Position 252: 6.509081735545653e-05
Position 3488: 6.450179502211673e-05
Position 1078: 5.5883174964696696e-05
Position 3345: 5.415765934199487e-05
Position 293: 4.980332345212148e-05
Position 409: 4.7844801673909275e-05
Position 804: 4.636280845687079e-05
Position 4294: 4.527173830567621e-05
Position 3882: 4.038489394035443e-05
Position 3718: 3.789910633235627e-05
Position 5420: 3.3023911425126715e-05
Position 4309: 3.249244240891232e-05
Position 2821: 3.186082103390952e-05
Position 4611: 2.91984744580078e-05
Position 243: 2.865659395674838e-05
Position 2001: 2.7699820378772975e-05
Position 4677: 2.7439911589363063e-05
Position 3075: 2.6317417894233597e-05
Position 325: 2.5939580059500937e-05
Position 5311: 2.466589707756325e-05
Position 4049: 2.1758271052897376e-05
Position 5375: 1.673805942333441e-05
Position 5140: 1.64978022095397e-05
Position 280: 1.530069255018197e-05
Position 1800: 1.5211040982281668e-05
Position 4010: 1.4650640264344256e-05
Position 451: 1.314730826129614e-05
Position 5335: 1.2550008358993121e-05
Position 5314: 1.2034675135400499e-05
Position 1076: 1.1595212088026749e-05
Position 1854: 1.0945621822384837e-05
Position 5226: 1.0235416959773101e-05
Position 115: 9.614335352256266e-06
Position 2760: 9.078874136296715e-06
Position 2070: 9.01721577916722e-06
Position 3279: 7.680379421149194e-06
Position 2364: 6.256222977023141e-06
Position 5620: 5.987412455589619e-06
Position 763: 5.729173897374457e-06
Position 4495: 5.274201065106557e-06
Position 278: 4.090868998378768e-06
Position 2346: 3.4086789711315685e-06
Position 5103: 3.2480057336195546e-06
Position 3343: 2.960876561495784e-06
Position 4075: 2.5938723249707284e-06
Position 130: 2.274713950376737e-06
Position 421: 2.134167750313896e-06
Position 3971: 2.079182620596633e-06
Position 323: 1.914016653367563e-06
Position 4139: 1.8616852793606054e-06
Position 2509: 1.6658659325079895e-06
Position 2199: 1.5885440995855883e-06
Position 4111: 1.4820327366946262e-06
Position 120: 1.4634281998090579e-06
Position 2260: 1.4206772298123263e-06
Position 5480: 1.3719450159280538e-06
Position 2012: 1.0138795817014025e-06
Position 4214: 1.0071175516786825e-06
Position 4073: 9.358229247824351e-07
Position 4058: 8.707790689776228e-07
Position 385: 8.495909553315696e-07
Position 89: 7.667670282797983e-07
Position 155: 5.241378740763257e-07
Position 1839: 5.093580196190411e-07
Position 896: 2.708986872115394e-07
Position 826: 2.652527256403173e-07
Position 818: 2.399575640885597e-07
Position 924: 2.0454896080899738e-07
Position 1661: 1.942091813286013e-07
Position 2119: 1.7709797138230275e-07
Position 3767: 1.7088063526035888e-07
Position 4216: 1.661314764780631e-07
Position 2521: 1.5444992974384378e-07
Position 721: 1.4620911664397552e-07
Position 413: 1.308436521956675e-07
Position 2338: 1.140500346200074e-07
Position 752: 9.102401459741834e-08
Position 1749: 6.577660786297523e-08
Position 2149: 5.090004477238633e-08
Position 832: 4.270773571445693e-08
Position 1742: 6.763927813926703e-09
Position 781: 3.3617987189523698e-09
Position 4799: 2.848732445739736e-09
Position 4: 2.8361160826779536e-09
Position 1692: 2.559160643356358e-09
Position 1723: 2.4327559145486087e-09
Position 5154: 1.5369392651798442e-09
Position 5078: 1.2879451093883062e-09
Position 5092: 7.452374869805835e-10
Position 4667: 5.152539408382959e-10
Position 4804: 2.699732691774889e-10
Position 5110: 1.8800440918264482e-10
Position 2410: 9.712551612534614e-11
Position 1920: 1.7786314470304887e-11
Position 652: 2.6055969277734375e-15
Position 697: 1.3416962800481432e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1903: 0.9993464397871569
Position 5010: 0.9968234385439587
Position 4412: 0.9921235202353881
Position 4186: 0.9914773086275432
Position 3588: 0.9862039748792272
Position 662: 0.9804239857777444
Position 3882: 0.9584069383860204
Position 1592: 0.838265766160031
Position 1133: 0.6813277263276366
Position 313: 0.6660262969258047
Position 3991: 0.09385383288402345
Position 4684: 0.07768760381929818
Position 1343: 0.07179826741491134
Position 1019: 0.04471549829774476
Position 1102: 0.04040290538527805
Position 3021: 0.026732692408892596
Position 1322: 0.023325630953743178
Position 2721: 0.018153610850415607
Position 1307: 0.017819541211150307
Position 2949: 0.016835976525577976
Position 470: 0.016334415708006336
Position 3385: 0.014995359763802622
Position 3348: 0.01445005376439315
Position 1422: 0.0135955565154014
Position 389: 0.013247051766515298
Position 3922: 0.013069787800085301
Position 376: 0.011983514126667594
Position 1556: 0.011185842075558998
Position 3594: 0.011102408956863118
Position 3240: 0.009576900657919612
Position 1351: 0.009104010775937695
Position 2369: 0.006774589616114431
Position 2776: 0.006734737939106025
Position 2578: 0.005545723977116798
Position 1419: 0.0051766251447896
Position 704: 0.005154913957510323
Position 4771: 0.004288537267899163
Position 966: 0.004256493397966812
Position 4236: 0.003671514220380352
Position 1637: 0.0036214333141248783
Position 497: 0.0029271478671978623
Position 4716: 0.0022485142830080043
Position 467: 0.0022328813987304305
Position 4441: 0.002206552713613891
Position 4269: 0.0021765127870222124
Position 1145: 0.002140113753441876
Position 4688: 0.0020237662827904722
Position 2561: 0.0019729019767858015
Position 953: 0.0016107705565912658
Position 2254: 0.0015444810282330048
Position 4423: 0.0015245619969943387
Position 429: 0.0013860655770850366
Position 720: 0.0013705216071210383
Position 2338: 0.0013523220368656598
Position 3318: 0.0013509042581316708
Position 2731: 0.0011831362091987243
Position 2405: 0.0011808298453750503
Position 3531: 0.0011366586521690395
Position 2639: 0.001062397875191364
Position 509: 0.0010230587512853437
Position 1614: 0.0010028543706405736
Position 5314: 0.0009417061112022286
Position 317: 0.0008959338403670737
Position 1425: 0.0007536986575481965
Position 3629: 0.0006177008274815481
Position 2818: 0.0005841424797808682
Position 4722: 0.0005799050289467143
Position 2111: 0.0005462115340719191
Position 4030: 0.0005178712443771457
Position 1916: 0.0005112330120438756
Position 2793: 0.0004819552663657403
Position 5438: 0.00047915976524668205
Position 673: 0.00044613460135139955
Position 1287: 0.00032375977743913777
Position 2978: 0.0002775397925506844
Position 188: 0.00027279715389041134
Position 5695: 0.00023971160581793034
Position 2270: 0.00020585535379965904
Position 5048: 0.0002041909900998283
Position 1620: 0.00018398387842845967
Position 3886: 0.00017692740111460977
Position 4891: 0.00017429149230473986
Position 5375: 0.00017248843699948073
Position 684: 0.00017107686804073357
Position 4847: 0.0001708682812195139
Position 133: 0.00015962501522680388
Position 5728: 0.0001574774307554405
Position 3934: 0.00015612954018231578
Position 1384: 0.00015263008672864337
Position 4827: 0.00013757004494657077
Position 4759: 0.00012602511490294804
Position 2509: 0.00012541258435584893
Position 714: 0.00012346691196365582
Position 3600: 0.00011344515974531533
Position 4210: 0.00010881765478352465
Position 5242: 0.00010520117651707802
Position 1184: 0.00010101647169786555
Position 4615: 9.423954029774006e-05
Position 4165: 8.971024095819385e-05
Position 3656: 8.55213006971852e-05
Position 1601: 8.296384184770334e-05
Position 3533: 7.767909442932445e-05
Position 762: 7.73491948326046e-05
Position 1508: 7.612280870155163e-05
Position 2049: 7.486836240296766e-05
Position 130: 6.807351624681585e-05
Position 155: 6.46038523831624e-05
Position 4857: 6.0576203648153554e-05
Position 2195: 5.539700381414727e-05
Position 1159: 5.529391315647327e-05
Position 528: 5.31015147791578e-05
Position 538: 5.081044375624006e-05
Position 2803: 4.935680743935566e-05
Position 5110: 4.837402322260394e-05
Position 1955: 4.8112998565976844e-05
Position 5656: 4.4882494834301804e-05
Position 1611: 3.879420151161267e-05
Position 483: 3.7896129527494597e-05
Position 5023: 3.775664237945728e-05
Position 4621: 2.7881224422170923e-05
Position 4663: 2.777777066709427e-05
Position 5591: 2.7110838875377982e-05
Position 440: 2.6352728360369137e-05
Position 4066: 2.5438881544663553e-05
Position 3605: 2.520553702254108e-05
Position 100: 2.3710706814271898e-05
Position 225: 2.3355408452573812e-05
Position 185: 2.2757401538463608e-05
Position 619: 2.2081438096813686e-05
Position 4799: 2.1511522925110038e-05
Position 2119: 2.1322619975748108e-05
Position 4283: 2.0458251317237525e-05
Position 4303: 1.8056466474442225e-05
Position 4453: 1.697416039330573e-05
Position 120: 1.5488409744074443e-05
Position 5191: 1.5404096927646295e-05
Position 679: 1.3769422494764935e-05
Position 4732: 1.3597059486131189e-05
Position 4595: 1.2560861192690306e-05
Position 5442: 1.2537494281066576e-05
Position 3636: 1.2182614250741836e-05
Position 5267: 1.0038897058546002e-05
Position 5140: 9.66878347998163e-06
Position 5331: 9.659828963643372e-06
Position 4933: 9.615455474632972e-06
Position 5328: 8.60836159479274e-06
Position 444: 8.206637998656442e-06
Position 1271: 8.167739832938883e-06
Position 4335: 7.989117947529569e-06
Position 5319: 7.74382648950548e-06
Position 792: 6.672846586813397e-06
Position 896: 6.176247896917845e-06
Position 150: 6.169228614143461e-06
Position 3767: 6.096191665660876e-06
Position 4583: 5.71249660000669e-06
Position 4637: 5.407522671699472e-06
Position 3899: 5.358212439868125e-06
Position 4392: 4.935583908436018e-06
Position 5614: 4.9301404013850535e-06
Position 4578: 4.694198932563379e-06
Position 165: 4.473744307357751e-06
Position 3776: 4.208020744394127e-06
Position 4108: 3.2667894194800683e-06
Position 912: 2.717047249590857e-06
Position 687: 2.1099320569377507e-06
Position 4294: 1.7814968918888894e-06
Position 544: 1.6371456706531666e-06
Position 768: 1.6161016501272702e-06
Position 230: 1.5885035169806384e-06
Position 103: 1.307268351576103e-06
Position 681: 1.269739488079458e-06
Position 774: 3.3675831629863373e-07
Position 1191: 2.885967536920682e-07
Position 1210: 2.823219324591778e-07
Position 804: 1.651968336098944e-07
Position 191: 1.6119956795750715e-07
Position 572: 1.5417808107348548e-07
Position 849: 5.8834825743900966e-08
Position 89: 3.326502643295508e-08
Position 97: 3.0090149218556316e-08
Position 2024: 8.629362067515402e-09
Position 196: 7.526926303565183e-09
Position 68: 1.5895204319728096e-09
Position 199: 5.06147021040621e-10
Position 243: 3.344877306251092e-14
