Gene = Shab
Position 3159: 0.008109868252783694
Position 1884: 0.004494203136233235
Position 7467: 0.004273468230506168
Position 2451: 0.004267609157294006
Position 5363: 0.004228842243039001
Position 2811: 0.0033970826469240465
Position 3098: 0.0030188328346009378
Position 1727: 0.00255092341207354
Position 2645: 0.0015576062622442554
Position 6290: 0.0013047686217476466
Position 1489: 0.001165892089063514
Position 3386: 0.0011651388832663327
Position 429: 0.0007814333327468558
Position 3623: 0.0006227499753245494
Position 5390: 0.0005963198355145949
Position 1023: 0.0005959305831269293
Position 4157: 0.0005564982223756223
Position 2656: 0.0005213060060529412
Position 2054: 0.00044837581136992376
Position 5007: 0.00044741364957661436
Position 1143: 0.00034291916219967444
Position 4075: 0.0002360363055264186
Position 552: 0.0001773297452241983
Position 3412: 0.00013499436232142358
Position 854: 0.00013025827083944447
Position 895: 0.00012564445394962716
Position 3928: 0.0001046968751753103
Position 3345: 6.64794415934533e-05
Position 4056: 5.049892323019967e-05
Position 691: 4.172674322449624e-05
Position 3701: 3.678506627768265e-05
Position 3328: 3.078626884908694e-05
Position 1003: 2.1586820818982753e-05
Position 989: 1.615724941978267e-05
Position 1957: 1.2399177475362505e-05
Position 1648: 9.694341546548963e-06
Position 1196: 8.88642192950105e-06
Position 1935: 8.33262398730931e-06
Position 1920: 7.880518324607843e-06
Position 2383: 7.485940281314801e-06
Position 3682: 6.874881646873311e-06
Position 2409: 6.660919567698108e-06
Position 449: 6.4103177897276685e-06
Position 495: 6.284970367773277e-06
Position 3521: 6.149858779301173e-06
Position 3313: 6.073110261634412e-06
Position 347: 5.2663856705635175e-06
Position 953: 5.242390823070615e-06
Position 1607: 4.153950765545203e-06
Position 186: 3.1253283895378527e-06
Position 729: 2.3005746166672467e-06
Position 527: 2.0610309739211105e-06
Position 608: 1.7063961844047445e-06
Position 444: 1.3487090995192039e-06
Position 1047: 1.1952315180157487e-06
Position 378: 1.006374947593725e-06
Position 569: 8.58685756299404e-07
Position 661: 7.896031109003001e-07
Position 283: 7.316693852028575e-07
Position 649: 7.304764043283425e-07
Position 2608: 6.257713710703848e-07
Position 498: 4.533888814698986e-07
Position 170: 3.7078744508494665e-07
Position 811: 3.5633936347294777e-07
Position 779: 1.4322077306457656e-08
Position 574: 1.1582199989182951e-08
Position 766: 9.247494645558548e-09
Position 374: 6.711047280049202e-09
Position 668: 6.191610922958268e-09
Position 384: 5.495818463967041e-09
Position 388: 5.365117701427847e-10
Position 786: 5.354310865303418e-10
Position 246: 3.8291356491988826e-10
Position 492: 5.116683294093204e-11
Position 678: 3.439393409073574e-11
Position 308: 1.2915757239878184e-11
Position 204: 2.8001790245825537e-13
