Gene = Eip78C
Position 4857: 0.001094006021291264
Position 3445: 0.000949190545476166
Position 4785: 0.0008517363554948409
Position 16302: 0.0006776080164906024
Position 546: 0.0006700081350753496
Position 4583: 0.0006520442319560668
Position 4586: 0.0005726176456517826
Position 3620: 0.0005215822712246745
Position 502: 0.00047371853924950793
Position 1229: 0.0004663001406334124
Position 648: 0.00036007423622053
Position 1175: 0.00031326785570086346
Position 3825: 0.0003119907619165761
Position 15162: 0.0002874192558538303
Position 15141: 0.0002093376078042535
Position 1325: 0.00016563552606794194
Position 812: 0.00015846808573096157
Position 3496: 0.00015171012586888123
Position 785: 0.00013723986267102873
Position 747: 0.00011768516463909604
Position 3839: 0.00011740476929926386
Position 1351: 0.00010482176178485956
Position 5094: 9.92572961750564e-05
Position 3359: 8.877054053111358e-05
Position 13604: 8.870013126632467e-05
Position 5374: 8.237669894214915e-05
Position 882: 7.005336381004882e-05
Position 2812: 6.680050703139365e-05
Position 1380: 5.381822918005765e-05
Position 2036: 4.8086785857180606e-05
Position 1201: 4.5911570008960396e-05
Position 5287: 4.494995547829789e-05
Position 654: 4.4778407404971437e-05
Position 13309: 3.712777937342892e-05
Position 605: 3.60714231157359e-05
Position 4655: 3.4118739660832773e-05
Position 15115: 3.3505418055287855e-05
Position 14837: 3.1636290864358146e-05
Position 1213: 2.9363754940055843e-05
Position 2048: 2.849557055264113e-05
Position 591: 2.6057511705437776e-05
Position 1689: 2.5536468894543694e-05
Position 11678: 2.2667677803174086e-05
Position 1400: 2.1623269780923383e-05
Position 1591: 2.1502632218215475e-05
Position 394: 2.1416733647681603e-05
Position 11942: 2.1381619331592102e-05
Position 773: 2.070790379068034e-05
Position 554: 1.9989057773639847e-05
Position 2661: 1.597597019926297e-05
Position 3364: 1.565430510909932e-05
Position 2798: 1.3679013276422066e-05
Position 1905: 1.2935434255872796e-05
Position 3593: 1.1268735130449794e-05
Position 625: 1.0644409057338612e-05
Position 1573: 9.972269076584002e-06
Position 956: 9.860988429683327e-06
Position 809: 9.830367806643223e-06
Position 103: 9.214089074955777e-06
Position 5149: 8.88888438369403e-06
Position 2636: 8.680255477145168e-06
Position 5325: 8.058641845575083e-06
Position 4619: 7.880703663681946e-06
Position 4633: 7.87152227832698e-06
Position 5176: 6.873392869028524e-06
Position 1397: 6.827720442941442e-06
Position 10725: 6.187211882577197e-06
Position 725: 5.749604450046079e-06
Position 1403: 5.458796409679095e-06
Position 574: 5.330506951754843e-06
Position 1531: 4.702193017585412e-06
Position 409: 4.6430572990428665e-06
Position 1528: 3.69377096135792e-06
Position 564: 3.2998735890034277e-06
Position 1368: 3.146092015581969e-06
Position 5398: 3.049491549315563e-06
Position 1615: 3.032955126418613e-06
Position 454: 2.8607314208843266e-06
Position 5035: 2.8293568128616726e-06
Position 1191: 2.8006098556192075e-06
Position 1406: 2.6348892332470704e-06
Position 959: 2.634272464314601e-06
Position 312: 2.5101113916405876e-06
Position 2130: 2.488127808613588e-06
Position 938: 2.2952214087517513e-06
Position 439: 2.2414502306190622e-06
Position 1427: 2.225731001288548e-06
Position 1576: 2.138317084239554e-06
Position 12829: 1.965805967394179e-06
Position 11616: 1.5796890784310215e-06
Position 1436: 1.4633429841522265e-06
Position 1365: 1.353218471229847e-06
Position 1226: 1.3175352313980749e-06
Position 10077: 1.211713606691629e-06
Position 11329: 1.099038598693122e-06
Position 9884: 9.866600563168521e-07
Position 10223: 9.787651349167291e-07
Position 733: 9.515982886766552e-07
Position 4725: 9.167723712430295e-07
Position 10344: 9.096413607799027e-07
Position 1442: 6.663669098680722e-07
Position 5222: 6.650616456443191e-07
Position 1143: 6.478570347933047e-07
Position 9962: 5.13652407675666e-07
Position 4670: 4.887929692001689e-07
Position 10698: 4.22550953322964e-07
Position 11439: 4.1467087374097684e-07
Position 10261: 3.3664504376957094e-07
Position 9768: 2.3095553100761873e-07
Position 8710: 1.6284042122937751e-07
Position 10659: 1.2542708541089438e-07
Position 5101: 1.0141428614482076e-07
Position 8799: 7.602420458788726e-08
Position 8646: 3.93636646261467e-08
Position 7455: 3.861519994348328e-08
Position 6123: 3.558233764002823e-08
Position 5114: 2.8774264596929425e-08
Position 4899: 2.7769699546755145e-08
Position 9136: 2.4070698393874388e-08
Position 6730: 2.3519230420293104e-08
Position 7499: 2.227664873471975e-08
Position 4993: 2.161954583571018e-08
Position 6424: 1.7248178344315767e-08
Position 4790: 1.4539200097612244e-08
Position 7937: 1.3996677017736034e-08
Position 6258: 1.3576974980289662e-08
Position 8530: 1.089788920747553e-08
Position 7868: 9.326723501191035e-09
Position 4919: 6.182352010078707e-09
Position 6334: 6.1175256056008076e-09
Position 5867: 4.229191861996689e-09
Position 5688: 4.032441088196019e-09
Position 6639: 3.837073840221449e-09
Position 6966: 3.674910181193758e-09
Position 4956: 3.3538920088527434e-09
Position 6141: 1.2378119756662966e-09
Position 4931: 1.0971210796103833e-09
Position 157: 1.058273147780178e-09
Position 6876: 1.0379195354907422e-09
Position 4888: 8.895556364937921e-10
Position 5991: 8.057312923132467e-10
Position 1384: 5.524149975854111e-10
Position 681: 5.295855250096352e-10
Position 4923: 4.326713230139209e-10
Position 260: 4.2920210635138507e-10
Position 669: 3.834307951656497e-10
Position 896: 3.096067854236342e-10
Position 1019: 1.945149674509158e-10
Position 962: 1.5004063182469386e-10
Position 176: 6.592518815168143e-11
Position 953: 3.905716925148036e-11
Position 272: 3.594071410462007e-11
Position 324: 2.1118849936193196e-11
Position 235: 1.842224618853657e-11
Position 341: 1.74943154209142e-11
Position 264: 1.4334055645711989e-11
Position 224: 1.218634671852085e-11
Position 241: 8.900705188595913e-12
Position 416: 5.399807730213681e-12
Position 247: 3.340044669931058e-12
Position 338: 2.3280254746976105e-12
Position 377: 1.0478018443821396e-12
Position 138: 9.054321019649934e-13
Position 5338: 8.807929158248593e-13
Position 198: 8.078919463780316e-13
Position 279: 1.7429598838966344e-14
Position 345: 5.530885787186047e-16
