Gene = Ggamma30A
Position 779: 2.2864872695777434e-12
Position 722: 1.957264520907881e-12
Position 564: 1.2248912375479185e-12
Position 558: 9.507941219675744e-13
Position 1112: 3.352508575957387e-14
Position 586: 3.8424413811484564e-16
Position 598: 3.4011401890954015e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 19898: 0.8334259365139065
Position 15902: 0.5918233642344064
Position 15725: 0.06781431993792532
Position 16109: 0.05342496607625162
Position 17411: 0.03486393214401944
Position 17368: 0.03391053754565002
Position 16168: 0.011273611120267896
Position 16230: 0.010039751313875848
Position 16145: 0.007721262577246033
Position 16249: 0.0054426213380882335
Position 14141: 0.0007000571223308074
Position 13573: 0.00042308508867206017
Position 11988: 0.0003190022173896763
Position 13890: 0.00017930724517096306
Position 12770: 7.237512995567911e-05
Position 11345: 4.055744455837589e-05
Position 9907: 4.046114249077101e-05
Position 12388: 3.49635306565445e-05
Position 10323: 3.1992421604665216e-05
Position 10262: 2.893370626295782e-05
Position 12279: 2.5685011332168228e-05
Position 11943: 2.4912736557009054e-05
Position 11994: 1.86724142032109e-05
Position 11965: 1.5596377776432127e-05
Position 11393: 1.5320727500818406e-05
Position 374: 1.4845763796170272e-05
Position 11270: 1.3840955396414794e-05
Position 1027: 9.02615459118348e-06
Position 10738: 5.330140813076997e-06
Position 329: 4.512080551834136e-06
Position 1524: 1.924567498902371e-06
Position 540: 1.9085785366966603e-06
Position 332: 1.729175410266377e-06
Position 179: 1.6319947063442008e-06
Position 1636: 1.394622733061437e-06
Position 381: 9.040879205765485e-07
Position 8666: 8.902071864735091e-07
Position 193: 7.8861600479417e-07
Position 2068: 6.80135333487338e-07
Position 3437: 6.40977602861324e-07
Position 1283: 4.368393235161524e-07
Position 1537: 3.990547520079586e-07
Position 1176: 3.9136378427840945e-07
Position 9044: 3.748579953988041e-07
Position 349: 3.021574368114747e-07
Position 952: 2.5647628816398676e-07
Position 2927: 2.0191291000313795e-07
Position 4989: 1.6185463759911246e-07
Position 7763: 1.4476004080754477e-07
Position 396: 1.2501403790292498e-07
Position 1977: 1.1193902562582449e-07
Position 432: 1.0515391599064533e-07
Position 2467: 8.298839005520283e-08
Position 1288: 8.248266673929002e-08
Position 252: 7.351170323075946e-08
Position 4966: 5.959751561026426e-08
Position 2503: 4.969516588968788e-08
Position 7034: 4.139071488278501e-08
Position 3329: 3.4510137139032726e-08
Position 5968: 3.342407218410687e-08
Position 3904: 2.120882646049758e-08
Position 5797: 1.5924249876301417e-08
Position 4227: 1.584166767120067e-08
Position 2704: 1.5553736383284635e-08
Position 2351: 1.4705984946749753e-08
Position 5736: 1.3085072889539346e-08
Position 3054: 7.418383535863405e-09
Position 5036: 4.727122685207507e-09
Position 5023: 4.175208691220423e-09
Position 4032: 4.162218666916954e-09
Position 4677: 2.292861265791873e-09
Position 3495: 1.0905185862937767e-09
Position 3847: 9.442739872240556e-10
Position 4166: 9.022389906071844e-10
Position 4127: 8.254683802802246e-10
Position 3591: 7.044581022637776e-10
Position 1335: 2.785346077262967e-10
Position 873: 2.784603430133494e-10
Position 1122: 2.3298025717615384e-10
Position 3019: 2.1252192597208676e-10
Position 903: 2.0837986197807363e-10
Position 1801: 1.2619027793212251e-10
Position 2610: 1.2101536457470348e-10
Position 454: 1.202535049067259e-10
Position 1420: 7.599776252365594e-11
Position 1083: 7.323572865498396e-11
Position 403: 6.029725332660425e-11
Position 1152: 5.767446212279673e-11
Position 806: 4.894257367586973e-11
Position 722: 2.336791652112349e-11
Position 698: 1.649732387752304e-11
Position 564: 1.3856692367535571e-11
Position 558: 1.2985002553636156e-11
Position 598: 6.986613913098099e-12
Position 615: 2.9013562493628144e-12
Position 202: 1.2341200076621387e-12
Position 446: 4.069844556413027e-13
Position 584: 3.3303690239119385e-13
Position 340: 3.2527913802644387e-13
Position 414: 1.753536878438915e-13
Position 685: 1.5781898555230957e-13
Position 389: 1.2409967810014822e-13
Position 648: 5.2893925149200305e-17
