Gene = fmt
Position 1807: 4.09531073439899e-09
Position 1852: 3.8824946897981765e-09
Position 377: 2.9602137352322523e-09
Position 1854: 2.4619366742787494e-09
Position 1809: 2.0329548567848294e-09
Position 2007: 1.1901175519418066e-09
Position 2621: 1.1627094503041008e-10
Position 521: 3.489301996288007e-11
Position 2629: 6.974223558926023e-12
Position 1209: 5.205571867028515e-12
Position 368: 1.9724585870939717e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1585: 0.9994184478045977
Position 2587: 0.999403434072067
Position 1958: 0.9891225317324616
Position 2710: 0.9651968145706797
Position 823: 0.9586782271511309
Position 1209: 0.8931319713766582
Position 1779: 0.8930751523829552
Position 569: 0.891267389903767
Position 3952: 0.6713919400270888
Position 3075: 0.5948195504105521
Position 343: 0.48660632192944336
Position 407: 0.19041913100659566
Position 2125: 0.18409733266760897
Position 8176: 0.11446931800834441
Position 6293: 0.09450426777509278
Position 3337: 0.07514355723320129
Position 2151: 0.07217819315165014
Position 4233: 0.07030308908343623
Position 8116: 0.06853664242934156
Position 6333: 0.06709041460012705
Position 3973: 0.056908912534888965
Position 5350: 0.04461979342245332
Position 3937: 0.03778279362848664
Position 1267: 0.032938023670322135
Position 1222: 0.030054101082008806
Position 2446: 0.029882630502783242
Position 3976: 0.024313416465558672
Position 1321: 0.024241208425950466
Position 1792: 0.018069815235001084
Position 6011: 0.015019923757361907
Position 968: 0.014522383349464141
Position 937: 0.013582650058062638
Position 7194: 0.009531545525262185
Position 7167: 0.008465861145682842
Position 5071: 0.007149900900371036
Position 5757: 0.007004381240123852
Position 6276: 0.00652910869216938
Position 4391: 0.0064723921559351125
Position 201: 0.005343651870968813
Position 2790: 0.004709906377108295
Position 3431: 0.00445138786041661
Position 2205: 0.003571479525980434
Position 2035: 0.0033877487382908125
Position 4523: 0.0031289357743440687
Position 3349: 0.0029285297957746424
Position 3092: 0.002920711241141137
Position 3381: 0.0028361139780897922
Position 4510: 0.002824089362554982
Position 4761: 0.0027651103482752605
Position 3080: 0.0027633375100143934
Position 1100: 0.002657553548010435
Position 798: 0.0024446359480696724
Position 808: 0.0021354002009263268
Position 3370: 0.0019999318378796076
Position 1338: 0.0018390820310957843
Position 2007: 0.0017563470702629334
Position 5102: 0.0017051874577257028
Position 3878: 0.001699836582131282
Position 5105: 0.0016141650546496029
Position 4641: 0.0016069591843964586
Position 2103: 0.0014467927799527264
Position 3117: 0.0013591654520602344
Position 4557: 0.001253905072138244
Position 3057: 0.001134076746271749
Position 1398: 0.0010860815304301974
Position 1037: 0.0010011991213611992
Position 483: 0.000937226852442003
Position 546: 0.0008175659358387701
Position 3527: 0.0007004792843236889
Position 1347: 0.0007001424386328777
Position 2004: 0.0005686286329903701
Position 2400: 0.000564703493913015
Position 2821: 0.0005343768995485528
Position 614: 0.0005151497249403024
Position 1461: 0.00046419081227287723
Position 3524: 0.0004445720221288626
Position 3848: 0.00043027944695306857
Position 2824: 0.0004272723980622308
Position 1034: 0.0004125433826959815
Position 292: 0.0003890119280732877
Position 2420: 0.0003689050857255504
Position 949: 0.00036249749095552215
Position 1426: 0.0003554199321308299
Position 3250: 0.00034039911728010915
Position 584: 0.00033497829550848204
Position 3150: 0.00031521658528388456
Position 5128: 0.0003109968631523479
Position 2906: 0.0003030809867942604
Position 366: 0.00026986566412559257
Position 2260: 0.0002557321730617656
Position 4896: 0.0002506260736074323
Position 4266: 0.0002248171217112485
Position 1344: 0.00021763322960918494
Position 848: 0.00020494473668888484
Position 2723: 0.00018134761796335166
Position 3019: 0.00015500469466814745
Position 1830: 0.00015410357855189522
Position 264: 0.00015408642152243922
Position 3411: 0.0001395851560071804
Position 2909: 0.0001339721366791105
Position 635: 0.00010989513597052795
Position 1610: 7.709668341511967e-05
Position 602: 6.946781540739997e-05
Position 978: 6.69347521569426e-05
Position 1509: 6.412426123753295e-05
Position 2885: 4.8713341154562864e-05
Position 2395: 4.722990623410107e-05
Position 532: 4.625542650094012e-05
Position 3233: 4.582699589381645e-05
Position 899: 4.478205969477778e-05
Position 1587: 4.288034669962273e-05
Position 1480: 4.027108461442967e-05
Position 2451: 3.9837613628246595e-05
Position 345: 3.8755177871806935e-05
Position 2215: 3.615776129210327e-05
Position 711: 3.3810741432706066e-05
Position 387: 3.2907038321888274e-05
Position 1982: 3.179801490994005e-05
Position 2487: 2.831567902130412e-05
Position 2305: 2.6987894515840388e-05
Position 458: 2.5522388495430925e-05
Position 1646: 2.375226792037815e-05
Position 281: 2.2994824849492803e-05
Position 382: 2.260417436723558e-05
Position 2635: 2.1709271537282193e-05
Position 617: 2.121308956731233e-05
Position 257: 2.0606113410450805e-05
Position 1625: 1.9565108200443376e-05
Position 94: 1.8748578756898184e-05
Position 82: 1.8312882916106617e-05
Position 2268: 1.714566755232308e-05
Position 1350: 1.5407993853133617e-05
Position 359: 1.4232657284510983e-05
Position 137: 1.396849295361497e-05
Position 665: 1.3144258872025026e-05
Position 500: 1.054829057725572e-05
Position 428: 9.884487298936012e-06
Position 415: 8.983103795499566e-06
Position 485: 7.450124082964245e-06
Position 2347: 6.684400371132122e-06
Position 623: 4.7473559501155016e-06
Position 1175: 4.624261043809012e-06
Position 1843: 3.5208786780895208e-06
Position 1757: 2.4772265529859755e-06
Position 632: 2.458354563898336e-06
Position 1751: 2.1829626382257033e-06
Position 1592: 1.8709677199781285e-06
Position 108: 1.7889294951507184e-06
Position 1729: 1.4329311944166997e-06
Position 271: 9.351846149565165e-07
Position 2647: 6.157845516647506e-07
Position 1872: 4.917191304880018e-07
Position 497: 4.2475511793383087e-07
Position 1650: 4.2332643230419727e-07
Position 113: 3.7832318057186245e-07
Position 1896: 6.70958376070749e-08
Position 50: 5.7697853963891744e-08
Position 125: 4.181899759101536e-08
Position 1878: 1.9964195528999768e-08
Position 2046: 1.971260752569839e-08
Position 276: 1.1934991936970108e-08
Position 1917: 5.463829399599036e-09
Position 2073: 5.015164235987721e-09
Position 214: 7.290551152456977e-11
Position 1974: 1.9022582209969753e-11
Position 98: 5.749210127468342e-12
