Gene = spz3
Position 5250: 5.205441267693827e-09
Position 20: 2.5495339766982825e-09
Position 5166: 1.638955191873491e-09
Position 352: 1.5543654056047865e-09
Position 5720: 9.052651436605798e-10
Position 326: 4.457392514842801e-10
Position 5725: 4.2465850113587516e-10
Position 787: 3.822898635671563e-10
Position 5611: 1.9638276629810041e-10
Position 5842: 1.7366239793438671e-10
Position 5092: 3.8299781930607906e-17
Position 5298: 3.183833737575688e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 5590: 0.9984752858240513
Position 4214: 0.887769860663712
Position 3387: 0.8250504868612022
Position 5040: 0.5804368904864919
Position 5063: 0.3393284128150424
Position 3417: 0.0686706959930278
Position 3074: 0.05262329544534226
Position 3749: 0.042242922127480514
Position 4605: 0.03964744289378646
Position 529: 0.026873016939626626
Position 1489: 0.02594913503874552
Position 3407: 0.02432599591301494
Position 2667: 0.01922218563599055
Position 3858: 0.014783540797290615
Position 1853: 0.011927303768606177
Position 4737: 0.01185836404250365
Position 5017: 0.009447747630324339
Position 5839: 0.0084869699143454
Position 3431: 0.008229637132029082
Position 2764: 0.008153133078368024
Position 2355: 0.0076732246523893745
Position 4419: 0.007636685098470773
Position 1715: 0.006270550396928497
Position 4568: 0.005775648278267378
Position 1668: 0.004697107343707309
Position 679: 0.004657334340665171
Position 720: 0.004648145121289574
Position 717: 0.004629015156373133
Position 5906: 0.0032091705834437416
Position 2079: 0.0025007338063102844
Position 5878: 0.0024974385692506746
Position 222: 0.0022605263185042205
Position 5047: 0.0021492102007576457
Position 5275: 0.0018814476471446652
Position 4447: 0.0016181477965863502
Position 637: 0.0015683472586427826
Position 4165: 0.0015593447102416331
Position 4485: 0.0015584225844277248
Position 4124: 0.001520815912590106
Position 492: 0.001445836389799455
Position 1040: 0.0014435841931692206
Position 4067: 0.0013314926651501518
Position 798: 0.0013207653678927484
Position 1760: 0.0013203464490877522
Position 5074: 0.0011993627629661603
Position 3449: 0.001124440768195963
Position 2992: 0.00110499627218613
Position 918: 0.0010865252537420383
Position 1465: 0.0010470477700486537
Position 1654: 0.0009499326665499285
Position 6034: 0.0008673094193659133
Position 1881: 0.0008148411025090535
Position 3212: 0.000804519490326926
Position 4849: 0.0007586405997298494
Position 3111: 0.0007537626970352532
Position 1902: 0.0007248847170694275
Position 1636: 0.0006914096249920491
Position 5355: 0.0006540260893991937
Position 3646: 0.0006242692509342333
Position 5813: 0.0006163827947924998
Position 4573: 0.0005892964657248644
Position 4551: 0.0005807204474388939
Position 4626: 0.0005708173437427951
Position 1124: 0.0005527036763698497
Position 1037: 0.0005179135170000206
Position 4655: 0.00044798190562518603
Position 2671: 0.0004149707179669778
Position 5853: 0.00041064295038273834
Position 5608: 0.00037963558881595093
Position 1264: 0.0003511182725158698
Position 199: 0.0003159524524474389
Position 3601: 0.00027750547082212233
Position 1092: 0.0002723982891318049
Position 1028: 0.0002691608093011772
Position 1894: 0.00023034211989616762
Position 2174: 0.00022582250799434476
Position 980: 0.00020479906849769073
Position 5621: 0.0001795036541693787
Position 5982: 0.00017693473352674088
Position 1494: 0.00017475713264922257
Position 4452: 0.00017113225800316834
Position 1095: 0.00017097502656740764
Position 2933: 0.00015587086875363108
Position 3258: 0.00015307819340487316
Position 1007: 0.0001474040202492053
Position 150: 0.0001316137459184728
Position 852: 0.00012445747096507937
Position 3730: 0.00011764225287393381
Position 281: 0.0001160171172910647
Position 1224: 0.00011514433382220476
Position 1002: 0.00011317350473811889
Position 4613: 9.500092130289798e-05
Position 3882: 9.087697924818997e-05
Position 6043: 8.793232913455845e-05
Position 3515: 8.450760260512538e-05
Position 3392: 7.450013709874109e-05
Position 5653: 7.302467690872674e-05
Position 5911: 6.994415462708755e-05
Position 2967: 6.0973697168431465e-05
Position 1013: 5.88743164303852e-05
Position 765: 5.672896539431159e-05
Position 540: 5.3806591073888855e-05
Position 3224: 5.1358291573917305e-05
Position 3656: 4.1219939205357624e-05
Position 1682: 3.868095317048225e-05
Position 861: 3.463554070884893e-05
Position 768: 3.463471931332791e-05
Position 5865: 3.3919421039407235e-05
Position 5850: 3.320603112397693e-05
Position 2998: 3.2834474318955204e-05
Position 3018: 2.960667324718883e-05
Position 5747: 2.4749825745701992e-05
Position 3139: 2.3653560820895022e-05
Position 1130: 2.25845973463805e-05
Position 2939: 2.2205976894226494e-05
Position 803: 2.0832838388660948e-05
Position 2184: 1.8720570111912645e-05
Position 5799: 1.7781124308498833e-05
Position 2749: 1.6490956565880115e-05
Position 3884: 1.6482883892764305e-05
Position 361: 1.5577337604062843e-05
Position 762: 1.5045428556014824e-05
Position 543: 1.3548336968431624e-05
Position 5817: 1.2943762915823275e-05
Position 2888: 1.2875301957885451e-05
Position 1435: 1.1738800351700352e-05
Position 5636: 1.021950460995465e-05
Position 2567: 8.868104598388707e-06
Position 3957: 8.1049358015156e-06
Position 5615: 7.829192705617167e-06
Position 1870: 3.879022993828865e-06
Position 1561: 3.643018969117527e-06
Position 1614: 1.288240349837363e-06
Position 2034: 7.426102220764208e-07
Position 1766: 6.857782020511643e-07
Position 726: 6.693454084136146e-07
Position 5250: 6.15906659700923e-07
Position 2234: 4.965755562996852e-07
Position 1602: 4.436868997235088e-07
Position 3914: 4.2326292095175126e-07
Position 2717: 3.9460972895824036e-07
Position 2316: 3.909286998795082e-07
Position 2705: 2.822295862377651e-07
Position 986: 2.778531077162538e-07
Position 389: 2.619661793557912e-07
Position 450: 2.3661622239384286e-07
Position 232: 2.0662444961709394e-07
Position 1019: 1.8188001152943794e-07
Position 469: 1.3897869236836485e-07
Position 1408: 1.3119880884920186e-07
Position 922: 1.1878682548184674e-07
Position 585: 1.1399180726993699e-07
Position 800: 8.95329954566163e-08
Position 4981: 8.497907106656885e-08
Position 546: 8.474008390746369e-08
Position 1398: 3.590732574050529e-08
Position 1391: 2.5378521693799818e-08
Position 82: 1.719663837508949e-08
Position 500: 1.1039805495940686e-08
Position 381: 7.379495947875117e-09
