Gene = l(3)76BDm
Position 2939: 0.00023213402802637232
Position 400: 0.0002279105645881768
Position 3871: 0.00020333368413588375
Position 3957: 0.0001894017614920656
Position 3919: 0.00017903399388162838
Position 1428: 0.00017693394098795378
Position 3231: 0.00016662067175905536
Position 3161: 0.00015281528798253118
Position 4772: 0.00013718312413652412
Position 3394: 0.00013694419714178015
Position 60: 0.00012779257391679663
Position 1251: 0.00012470174841038462
Position 4787: 0.0001241677023846016
Position 5003: 0.00012088034180904409
Position 3859: 0.00010976537595743207
Position 3934: 0.00010776771650408673
Position 4887: 8.906135952428989e-05
Position 4384: 8.559216715825721e-05
Position 3366: 8.294815513264045e-05
Position 2697: 8.17765419306315e-05
Position 4425: 8.095729475852739e-05
Position 447: 7.402710300984852e-05
Position 4322: 7.381405247116693e-05
Position 2847: 7.070078095254968e-05
Position 1796: 6.645943053358991e-05
Position 49: 5.98373607930043e-05
Position 571: 5.8447425184150825e-05
Position 3461: 4.814752413728392e-05
Position 4204: 4.713684846383729e-05
Position 1992: 4.411954840270502e-05
Position 228: 4.3546124785207035e-05
Position 2110: 4.19311649266115e-05
Position 5011: 3.995839019258409e-05
Position 39: 3.6742587579734e-05
Position 3155: 3.6308607849662164e-05
Position 2914: 3.422069647026051e-05
Position 2455: 3.4164165102614957e-05
Position 1107: 3.3774521595833696e-05
Position 219: 3.0264576437806464e-05
Position 283: 2.9273464035829783e-05
Position 1999: 2.6890990195962922e-05
Position 2605: 2.596511105570389e-05
Position 4738: 2.5952581603874177e-05
Position 73: 2.5624928724333126e-05
Position 1982: 2.5574573867109197e-05
Position 2115: 2.4346868291493698e-05
Position 1219: 2.2756174933770713e-05
Position 906: 2.182547923307773e-05
Position 1677: 2.1162687728270066e-05
Position 4427: 2.104546919732368e-05
Position 868: 2.0131745211540026e-05
Position 1967: 1.9984511182940124e-05
Position 825: 1.979270325758292e-05
Position 731: 1.7239164259489273e-05
Position 3975: 1.7153006190364353e-05
Position 3901: 1.649030878304314e-05
Position 651: 1.6130211884392606e-05
Position 3799: 1.6110044745825477e-05
Position 3895: 1.608169677044813e-05
Position 848: 1.5414639862586993e-05
Position 4796: 1.5033613797136457e-05
Position 1099: 1.4594478229768885e-05
Position 2194: 1.413867877794571e-05
Position 2473: 1.4003216312252435e-05
Position 1969: 1.3205778675128937e-05
Position 389: 1.3116268148960408e-05
Position 4850: 1.2734010642553735e-05
Position 936: 1.0884096759867325e-05
Position 37: 1.0576332229628662e-05
Position 422: 8.477893265355564e-06
Position 1557: 8.207373462929704e-06
Position 1604: 6.900585897963575e-06
Position 1245: 6.8463906717305675e-06
Position 42: 6.4339452382863805e-06
Position 148: 6.105371477683765e-06
Position 202: 5.9224238087360905e-06
Position 2296: 5.6825631267315145e-06
Position 1109: 4.900313320244395e-06
Position 44: 4.893741889084535e-06
Position 1801: 3.967407254796686e-06
Position 1596: 3.7661451138860074e-06
Position 1578: 3.256270460616628e-06
Position 1082: 3.109305225400942e-06
Position 392: 2.4515424670021664e-06
Position 1594: 2.0498244045260475e-06
Position 1524: 1.996583849654774e-06
Position 411: 1.9679943967447673e-06
Position 3038: 1.885906922822075e-06
Position 403: 1.8830632282732605e-06
Position 98: 1.8703402809406749e-06
Position 67: 1.771796506537525e-06
Position 2716: 1.639380600690382e-06
Position 2686: 1.2034207336471439e-06
Position 271: 9.292487217724919e-07
Position 2674: 7.940762699107959e-07
Position 2615: 4.373121671831672e-07
Position 4439: 3.085671523243085e-07
Position 158: 3.058588642837501e-07
Position 4478: 3.006323247126374e-07
Position 2824: 2.921810699504483e-07
Position 4414: 1.965556575145299e-07
Position 2672: 1.431695678974131e-07
Position 3631: 1.3827403138882438e-07
Position 4727: 1.0591987190928908e-07
Position 2881: 8.178528637248007e-08
Position 2656: 7.863072390218627e-08
Position 4180: 5.6402614150157496e-08
Position 2887: 5.481168565924564e-08
Position 153: 5.2443955509033455e-08
Position 2704: 5.2430322126916496e-08
Position 565: 4.6495587965198364e-08
Position 803: 4.085100516332736e-08
Position 2370: 2.9306404944172056e-08
Position 584: 2.846186868037155e-08
Position 4171: 2.760841269544707e-08
Position 655: 2.1977959937476386e-08
Position 3854: 2.1565080823731995e-08
Position 879: 1.2140425177076406e-08
Position 1339: 9.539752264603813e-09
Position 2336: 6.695990354558984e-09
Position 2086: 4.8247365187693325e-09
Position 871: 4.554754741337445e-09
Position 563: 3.834720891700101e-09
Position 596: 8.291418322946176e-10
Position 1014: 4.76346301741428e-10
Position 2413: 2.6051477061554916e-10
Position 1509: 2.3548809576128836e-10
Position 773: 2.1248061332362835e-10
Position 601: 7.380500543089407e-11
Position 723: 5.002665263267243e-11
Position 3601: 3.8749570333180905e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 535: 0.9980322627008834
Position 2041: 0.9955119824493412
Position 2598: 0.9865368404590598
Position 756: 0.9805969437393527
Position 1738: 0.9779918964716694
Position 4127: 0.9743407938619887
Position 3571: 0.929132321471916
Position 3822: 0.06001394374206707
Position 3430: 0.04721488593867844
Position 2309: 0.04092196920608569
Position 3816: 0.024695303284631414
Position 3597: 0.017258266970248237
Position 2942: 0.016216671847302286
Position 3132: 0.01582029625296722
Position 1283: 0.014227553691430098
Position 3231: 0.013238439623242807
Position 1219: 0.012245834068851092
Position 4294: 0.009685283671388045
Position 2330: 0.00926122886745898
Position 2381: 0.007851773779037941
Position 1514: 0.00785075893808514
Position 4830: 0.007779175636246037
Position 1980: 0.0076751352514801575
Position 2686: 0.007068041470795195
Position 3892: 0.006663374721169584
Position 3840: 0.006357007631159494
Position 765: 0.005698323744376514
Position 3279: 0.00490847971714093
Position 1815: 0.004560160165726047
Position 879: 0.004346321014585931
Position 1238: 0.004216021605088066
Position 1836: 0.004213302948863538
Position 1349: 0.003853652617634514
Position 3601: 0.0035609444391866293
Position 4204: 0.0035158003069603616
Position 3246: 0.0031193010449533645
Position 3296: 0.003030083844485021
Position 4137: 0.0030192907552621206
Position 4067: 0.002779816094012778
Position 2859: 0.0024540870377302904
Position 67: 0.0019354405222028628
Position 1133: 0.0018117325490497216
Position 868: 0.00171965659901825
Position 2947: 0.0016684670240468603
Position 2097: 0.0015955281167191562
Position 2656: 0.0015036392390678343
Position 3108: 0.001458052434644028
Position 2758: 0.001406439510996631
Position 4616: 0.0013139862495838116
Position 3708: 0.001304786800966646
Position 2930: 0.0010716889358859066
Position 2048: 0.0010344400219238898
Position 2318: 0.0009959296186014168
Position 2378: 0.0009750929189644422
Position 5073: 0.0008762458109527259
Position 3061: 0.0008697719842076659
Position 889: 0.0007958906359900528
Position 5049: 0.0007516110299376502
Position 894: 0.0006274870184233409
Position 4096: 0.0006086823159094792
Position 902: 0.0006018134168209126
Position 3844: 0.0005893018167516319
Position 4675: 0.0005760656920084798
Position 3627: 0.0004092021882501283
Position 386: 0.00040378173891672856
Position 2862: 0.0003993667876656265
Position 1863: 0.0003706670291810286
Position 1384: 0.00036454533781063133
Position 2281: 0.0003419766481082544
Position 3670: 0.0003308325132004912
Position 3251: 0.00031747719575961976
Position 3905: 0.00026612058899993493
Position 1055: 0.0002644960491242953
Position 3144: 0.00026177578121154864
Position 3208: 0.00024647393172675964
Position 3863: 0.0002366690579899224
Position 1480: 0.00023391650457141238
Position 2110: 0.00019604903646989197
Position 98: 0.00018944127154000415
Position 4891: 0.0001716096614601657
Position 4957: 0.00017013748731375828
Position 4309: 0.00016935947325747382
Position 1446: 0.00016570358910946337
Position 2224: 0.0001629521312491284
Position 2653: 0.00015812868078221446
Position 3606: 0.00014342104460718163
Position 2881: 0.00014111102846672548
Position 96: 0.0001375489784962957
Position 3480: 0.00013058354871901576
Position 2734: 0.00012829238226497446
Position 1841: 0.0001238309682526125
Position 1181: 0.00012097822519339309
Position 4359: 0.0001091565987552824
Position 2062: 0.00010744918342095547
Position 398: 0.00010375014268553137
Position 429: 0.00010297018459104658
Position 1093: 9.881821341324528e-05
Position 1058: 9.657927730491668e-05
Position 389: 9.413465241724286e-05
Position 2285: 8.948585414909894e-05
Position 944: 8.77405350171594e-05
Position 2405: 7.893862153046821e-05
Position 3989: 7.543963142980702e-05
Position 4149: 7.477968131417863e-05
Position 773: 7.243262488423163e-05
Position 1775: 7.062893132750272e-05
Position 1258: 6.874335112839372e-05
Position 635: 6.841776829628416e-05
Position 4593: 6.532179719195474e-05
Position 3038: 6.24604695070229e-05
Position 3612: 5.6634951293163167e-05
Position 2166: 5.243320665576313e-05
Position 2997: 4.928028955057046e-05
Position 3485: 4.3953953840951465e-05
Position 4098: 4.252652306044429e-05
Position 803: 3.913272154247739e-05
Position 1050: 3.7214680094983097e-05
Position 4318: 3.615739584429766e-05
Position 1393: 3.457952964632359e-05
Position 2610: 3.3818562635087006e-05
Position 2183: 2.9668735736151322e-05
Position 4874: 2.8739632839326095e-05
Position 4960: 2.807772484575855e-05
Position 326: 2.7476524309053072e-05
Position 4937: 2.6121220037875374e-05
Position 165: 2.5611866048997354e-05
Position 1760: 1.9294709777524866e-05
Position 434: 1.8864001651391935e-05
Position 2118: 1.7102632628527916e-05
Position 2271: 1.648756650515158e-05
Position 2413: 1.5142508013320934e-05
Position 2077: 1.4091310004895636e-05
Position 158: 1.382774399561167e-05
Position 308: 1.3305531704799525e-05
Position 2336: 1.3266306745319039e-05
Position 1677: 1.050453234673251e-05
Position 4464: 1.0028461959721107e-05
Position 302: 9.57440278759311e-06
Position 4159: 9.544700397295383e-06
Position 2016: 9.357522661802995e-06
Position 1390: 7.716269086475382e-06
Position 1177: 7.034926248774122e-06
Position 2147: 2.649298850116415e-06
Position 2446: 2.1007880258521308e-06
Position 3055: 1.9599140237349495e-06
Position 319: 1.614632085688137e-06
Position 563: 1.5520221571806492e-06
Position 2455: 1.1716981798772445e-06
Position 437: 8.295387071082215e-07
Position 3058: 8.019561987270257e-07
Position 2465: 7.407333624968765e-07
Position 2154: 7.108096355922876e-07
Position 2437: 6.524682879868479e-07
Position 3064: 6.517539478086175e-07
Position 3052: 5.200930201203829e-07
Position 639: 3.106782020137289e-07
Position 2468: 2.9723375199508205e-07
Position 2495: 2.5736703110141765e-07
Position 216: 2.3704230786355765e-07
Position 2483: 1.7813080662491132e-07
Position 683: 1.684277849598845e-07
Position 293: 1.6285745330482645e-07
Position 1006: 1.4473031582367938e-07
Position 73: 1.1309311065274649e-07
Position 277: 8.116285676358166e-08
Position 2615: 7.916007154329983e-08
Position 2817: 7.625372740348355e-08
Position 800: 1.0834867959367024e-08
Position 710: 1.8008120857772638e-09
Position 228: 1.602166273491771e-09
Position 848: 2.4376569139849307e-10
Position 258: 7.03152936438006e-14
Position 246: 3.378342409845537e-15
Position 174: 4.347827311951914e-16
