Gene = pigeon
Position 2722: 7.067171130016523e-05
Position 2204: 6.116092941306194e-05
Position 1133: 6.021677664133289e-05
Position 1468: 5.686341573691688e-05
Position 1365: 5.021753325247453e-05
Position 2676: 4.885597912890406e-05
Position 484: 4.468230709081449e-05
Position 2212: 3.9958962434713074e-05
Position 2188: 3.329963257196486e-05
Position 1956: 3.144952343495818e-05
Position 1273: 3.105676784528766e-05
Position 3092: 2.4397949614628153e-05
Position 191: 2.2491971660921738e-05
Position 308: 2.1803496250890005e-05
Position 3759: 2.0635937402694657e-05
Position 2007: 1.9498398046796077e-05
Position 3183: 1.8583393127298633e-05
Position 2626: 1.7773990508968382e-05
Position 3298: 1.5681878433691565e-05
Position 998: 1.5093739026232889e-05
Position 3606: 1.3884911148997585e-05
Position 3755: 1.3299271143669299e-05
Position 1522: 1.296091871340221e-05
Position 158: 1.2104262412136179e-05
Position 195: 1.1774767000108277e-05
Position 2087: 1.0245372587751883e-05
Position 1197: 1.0173591223074e-05
Position 1180: 9.558644917406156e-06
Position 381: 9.23412658109814e-06
Position 3303: 8.481257369352684e-06
Position 1270: 7.389955792193232e-06
Position 2105: 7.1843842972750895e-06
Position 1360: 6.653917304303895e-06
Position 2708: 6.555915228220657e-06
Position 1228: 6.520580131249009e-06
Position 3791: 6.408592314323533e-06
Position 3316: 6.136664913503456e-06
Position 3344: 5.933012212410595e-06
Position 1173: 5.898602093780507e-06
Position 2535: 5.601891083544007e-06
Position 3809: 4.311872419480755e-06
Position 2695: 4.2560604982213164e-06
Position 3313: 3.823554611467257e-06
Position 947: 3.750041791233498e-06
Position 2720: 3.5339282611231947e-06
Position 552: 3.2216145335831423e-06
Position 1005: 2.492051026342152e-06
Position 3732: 2.3165961097847e-06
Position 60: 2.2503751397630634e-06
Position 3704: 2.246817176132072e-06
Position 3576: 2.1287023531542832e-06
Position 462: 1.8383297608701546e-06
Position 45: 1.7083307311966775e-06
Position 403: 1.6896758740318135e-06
Position 1011: 1.6561612827562419e-06
Position 3685: 1.5660016926270245e-06
Position 2388: 1.5526771118313811e-06
Position 3162: 1.5208544735865098e-06
Position 619: 1.4979885124589575e-06
Position 874: 1.4403911026258734e-06
Position 3824: 1.4360799021543043e-06
Position 559: 1.3858594798902499e-06
Position 1212: 1.3259798985799959e-06
Position 3159: 1.3228531087450025e-06
Position 1111: 1.322243923482e-06
Position 2364: 1.2604318270085808e-06
Position 3679: 1.2257950885767284e-06
Position 2821: 9.81549590322651e-07
Position 14: 8.111241166642058e-07
Position 423: 6.441474780205361e-07
Position 2653: 6.231165468136139e-07
Position 405: 6.219343530464405e-07
Position 3781: 3.8623720694074393e-07
Position 123: 3.5561782133433845e-07
Position 54: 2.752383229028923e-07
Position 539: 2.6396388040031437e-07
Position 630: 2.1306198684945973e-07
Position 1527: 1.4492835498144268e-07
Position 1313: 1.150147236795134e-07
Position 1123: 1.0038025436892767e-07
Position 416: 8.672153050185374e-08
Position 686: 5.8501720399189694e-08
Position 1378: 4.691836187646231e-08
Position 1362: 4.088981242670203e-08
Position 545: 3.24472306829141e-08
Position 459: 2.8306697070091274e-08
Position 1738: 2.711257884543867e-08
Position 1013: 1.9095648237682955e-08
Position 824: 9.353319215484229e-09
Position 1428: 8.109225758503177e-09
Position 263: 6.894092198373445e-09
Position 3107: 1.5333726929192867e-09
Position 3634: 1.3595605046789541e-09
Position 3210: 3.339816864134404e-10
Position 221: 3.108058784536513e-10
Position 2978: 2.5142877275702755e-10
Position 1299: 4.665145517137978e-11
Position 699: 4.047671182914052e-11
Position 2612: 3.976062105275027e-11
Position 3466: 3.4652191548401504e-11
Position 1016: 3.32888175724575e-11
Position 1282: 2.328056551376964e-11
Position 1294: 1.9994386637505725e-11
Position 2581: 1.1102242552484238e-11
Position 2373: 6.240421571646324e-12
Position 2799: 5.909532634570264e-12
Position 696: 5.1018502655198836e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1035: 0.9980920397529728
Position 675: 0.9898205370205396
Position 3402: 0.9893149157681523
Position 2832: 0.9874777960741631
Position 2255: 0.9665922927262353
Position 2547: 0.9529144618748262
Position 207: 0.870477079643567
Position 3138: 0.8026886630751712
Position 1896: 0.09641519384038824
Position 527: 0.062317385722150544
Position 2572: 0.03546963395599434
Position 212: 0.03167667934270786
Position 1899: 0.02924051762838036
Position 245: 0.01245860915023079
Position 3241: 0.010127825824101837
Position 3363: 0.010057410025130253
Position 2897: 0.007506260446089207
Position 686: 0.0062432935551356376
Position 2074: 0.0022716843327702228
Position 239: 0.002053001177974399
Position 452: 0.0019997975720943296
Position 2894: 0.0018728282225565524
Position 3263: 0.001765740792031932
Position 1062: 0.0013911881979451106
Position 2351: 0.0011856612588059551
Position 1464: 0.0010924204914686253
Position 2596: 0.0010214357906566383
Position 3704: 0.001012637746991629
Position 2399: 0.0009345707465523153
Position 472: 0.0009099896151410795
Position 3667: 0.0008966045232567509
Position 854: 0.0008269162884565998
Position 683: 0.0008239906552763109
Position 2841: 0.0007916901251210266
Position 2704: 0.0007266228613508177
Position 3245: 0.0007206702791039321
Position 2288: 0.0007054908076135274
Position 1874: 0.0006027090171405008
Position 539: 0.0005531121933267834
Position 386: 0.0004642675750213306
Position 3624: 0.00046248164956920983
Position 3892: 0.0003891172267021432
Position 338: 0.00038019363822720554
Position 3229: 0.0003412221838033343
Position 209: 0.00032314772329276875
Position 2018: 0.0003138148368994548
Position 2445: 0.00030277557497173323
Position 2129: 0.00029456204622720067
Position 2300: 0.0002184522596396217
Position 1824: 0.00018810153434314805
Position 3851: 0.0001842303875971444
Position 2240: 0.00017857635762476894
Position 1555: 0.00016671492616501116
Position 335: 0.00016174027757571567
Position 403: 0.00015951561596874302
Position 2267: 0.00015060742229056463
Position 400: 0.00013820182865081023
Position 2034: 0.00011317268959114625
Position 278: 9.132001229295145e-05
Position 1435: 8.964957728935061e-05
Position 1574: 8.610351422128614e-05
Position 2483: 7.847131674888563e-05
Position 2927: 7.4394444173733e-05
Position 3149: 6.906924019041524e-05
Position 3647: 6.171161269244671e-05
Position 1753: 5.5431917609352385e-05
Position 443: 5.237876249672464e-05
Position 1448: 4.9388208247892436e-05
Position 691: 4.740031379351478e-05
Position 1724: 4.654906934762699e-05
Position 2384: 4.563507692300885e-05
Position 860: 4.279765542294658e-05
Position 2987: 4.0728879059022474e-05
Position 3683: 3.821828670618955e-05
Position 1133: 3.774840414955954e-05
Position 707: 3.409796729787871e-05
Position 3077: 3.380053752290103e-05
Position 1801: 3.2808505943267975e-05
Position 3417: 3.235504775885538e-05
Position 2051: 3.150541303509231e-05
Position 3596: 2.395646791490317e-05
Position 581: 2.2793485798118645e-05
Position 2330: 2.0177335323111143e-05
Position 512: 1.9112944837357146e-05
Position 2990: 1.743595067098788e-05
Position 2908: 1.6368079672663588e-05
Position 3589: 1.4776229394820416e-05
Position 341: 1.462831668099857e-05
Position 2108: 1.3656087444656843e-05
Position 2327: 1.2759947445166041e-05
Position 1203: 1.272858738106466e-05
Position 1704: 1.2645979095561088e-05
Position 3511: 1.2594227512225197e-05
Position 1595: 1.2458729468815415e-05
Position 1995: 1.2194959184786237e-05
Position 2105: 1.2172870253703382e-05
Position 2451: 1.055922541122172e-05
Position 305: 9.443188621455348e-06
Position 947: 9.418887290970344e-06
Position 1589: 8.460719319737686e-06
Position 2641: 7.273167615252784e-06
Position 802: 7.176470696471439e-06
Position 296: 6.9280962372639655e-06
Position 1960: 6.557997451183694e-06
Position 1081: 5.392015775512888e-06
Position 2160: 4.9090039675299635e-06
Position 704: 4.2914331366610085e-06
Position 925: 3.4960695292626604e-06
Position 1347: 2.5832330979887507e-06
Position 793: 2.4850615237072903e-06
Position 2867: 1.9554447298449784e-06
Position 97: 1.8350755782768436e-06
Position 437: 1.2639651588387127e-06
Position 475: 1.0824986229124454e-06
Position 483: 1.0366335778624831e-06
Position 2938: 9.881423531165703e-07
Position 135: 6.219433593012027e-07
Position 467: 3.079860643351541e-07
Position 2993: 2.619363323561376e-07
Position 830: 2.009154121511853e-07
Position 866: 1.859647895690505e-07
Position 100: 1.784018791779644e-07
Position 874: 1.4895772511539359e-07
Position 812: 1.4371101883727848e-07
Position 377: 1.3530935326480063e-07
Position 302: 1.0980297079157253e-07
Position 587: 1.0258492753204462e-07
Position 557: 7.639303877556299e-08
Position 893: 7.436636891791389e-08
Position 824: 7.403947748811972e-08
Position 962: 5.912954636480092e-08
Position 766: 2.7004350780441047e-08
Position 290: 2.546917453047766e-08
Position 110: 2.1026715367705495e-08
Position 428: 1.0603935730708767e-08
Position 139: 1.0817404731167111e-09
Position 221: 6.351201035507757e-11
Position 149: 6.724521978400811e-15
Position 154: 3.921410504719778e-15
Position 180: 2.1295169673485285e-15
