Gene = sstn
Position 3186: 0.0012800021933472756
Position 2807: 0.0012724540538391921
Position 2596: 0.0012419323262618566
Position 1310: 0.0011263746924531429
Position 3541: 0.0011077725053709932
Position 1834: 0.001070857084827123
Position 2362: 0.0010400955703518248
Position 74: 0.0009192940428006178
Position 1805: 0.0009145214082351073
Position 2105: 0.0008904041312188219
Position 2547: 0.0008222930681395647
Position 2504: 0.0008186446243194417
Position 1188: 0.000732394520630738
Position 1179: 0.0006694986839676554
Position 1440: 0.0006558054352163352
Position 769: 0.0006523949735929241
Position 1155: 0.0006464789321775453
Position 3332: 0.0006403470938485598
Position 2421: 0.0006050218961224235
Position 2015: 0.0004936695902094497
Position 1129: 0.0004760609973104632
Position 1048: 0.0004232429885098708
Position 2691: 0.00039872813610418955
Position 1594: 0.0003684542438180604
Position 2775: 0.0003421614064104832
Position 2514: 0.0003262306182092448
Position 1790: 0.0003230348669624692
Position 1483: 0.0002912804281654107
Position 738: 0.00025323889683633754
Position 1299: 0.0002397304450106291
Position 2290: 0.00023930479482237537
Position 3867: 0.0002167478547875902
Position 2381: 0.00020136228158167764
Position 2147: 0.00019961519963793958
Position 1470: 0.00019371141453812573
Position 839: 0.0001787813676913822
Position 1207: 0.00014317381507715496
Position 1944: 0.0001299901784461479
Position 580: 0.00010378566465172878
Position 1633: 9.941976939227678e-05
Position 1673: 7.602705559096478e-05
Position 611: 5.899114898946553e-05
Position 210: 3.493767824866658e-05
Position 827: 5.566966655370231e-06
Position 160: 4.009171266808025e-06
Position 166: 2.051266630991393e-06
Position 121: 1.0561535459804365e-06
Position 90: 7.098868528780397e-07
Position 437: 3.3074977140225297e-07
Position 141: 2.623942203428301e-07
Position 246: 5.6956515561943335e-08
Position 171: 1.2163291961447438e-08
Position 443: 1.173227475209009e-08
Position 557: 1.0468462294710746e-08
Position 235: 9.429941055914872e-09
Position 439: 8.727334705958242e-09
Position 187: 5.430853326360618e-09
Position 460: 2.4385468965248962e-09
Position 250: 7.289050264157617e-10
Position 291: 8.036345355005747e-11
