Gene = SuUR
Position 1084: 1.0749188828660025e-08
Position 1087: 9.987157754926809e-09
Position 1605: 1.4020325505085518e-10
Position 1337: 9.796233175323917e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 838: 0.990160633089216
Position 1104: 0.8601623516438998
Position 1369: 0.8440714307129044
Position 1078: 0.13575775249259522
Position 3338: 0.12175891264091973
Position 2825: 0.035766059944480594
Position 2666: 0.031107329074699253
Position 399: 0.02536248115024723
Position 2613: 0.023437350936362157
Position 3243: 0.021858443934047986
Position 127: 0.017134359033185376
Position 1527: 0.012577969292558246
Position 860: 0.009495059969711237
Position 646: 0.009295985848116074
Position 1951: 0.007668456852466188
Position 1569: 0.005679732952216534
Position 2421: 0.005663252057168579
Position 3142: 0.004669307760904549
Position 2227: 0.004116161056705456
Position 3973: 0.003988299121628888
Position 4017: 0.00393530673162186
Position 1801: 0.0029026162280191073
Position 2428: 0.0026980962178852013
Position 1848: 0.002051329812952892
Position 3080: 0.0018696640769290897
Position 2619: 0.0016826549385380804
Position 3698: 0.0016669375589987538
Position 2793: 0.001234836905437273
Position 2803: 0.0011531403867564125
Position 1777: 0.0011413143849734377
Position 2224: 0.0009995863461986906
Position 2230: 0.0008000009795852558
Position 3356: 0.0007744060070648617
Position 2942: 0.0007662252690494859
Position 3976: 0.0006221466311801299
Position 2194: 0.0005825214694745564
Position 1665: 0.0005806949933760194
Position 3260: 0.000568340559368591
Position 2678: 0.0005407747964938768
Position 2182: 0.0005373514859021708
Position 1409: 0.0005091337551650512
Position 73: 0.0005083955895201513
Position 1115: 0.0004921158289237372
Position 3053: 0.000484870592868886
Position 3888: 0.0004683523658674248
Position 2588: 0.00044840018685836564
Position 2641: 0.0004389362679311155
Position 3931: 0.00041712830617597076
Position 2191: 0.0004068427804927981
Position 1204: 0.000399846360683323
Position 3811: 0.000347096142950116
Position 1827: 0.0003176349475069298
Position 2865: 0.0003152793715591027
Position 2031: 0.00031433177874864987
Position 2273: 0.0002546815349715803
Position 1695: 0.00021729155063097746
Position 1594: 0.00021047705404584488
Position 1544: 0.0001994564024650717
Position 2873: 0.00019251068626682094
Position 167: 0.00018990334333659397
Position 1705: 0.0001847004930486272
Position 1662: 0.00017681263376774414
Position 3951: 0.00015473376381043344
Position 2279: 0.00015325958164951674
Position 2434: 0.00014814006797146185
Position 706: 0.00014796177285702233
Position 1882: 0.00013732004973732712
Position 2249: 0.00012909379247138275
Position 104: 0.00012740731307733568
Position 1990: 0.00011945988681394065
Position 1472: 0.0001031692590157844
Position 1579: 8.85295192747043e-05
Position 2140: 8.759183830974838e-05
Position 2468: 8.595022211947124e-05
Position 1477: 8.428365438585687e-05
Position 158: 7.581600208679575e-05
Position 2201: 6.906644500917065e-05
Position 2241: 6.59038104561818e-05
Position 580: 5.113570820072252e-05
Position 1922: 3.1660449185550895e-05
Position 481: 2.6514867843754105e-05
Position 965: 2.0833975410553264e-05
Position 424: 1.6035835877164995e-05
Position 436: 1.2759783970062683e-05
Position 1735: 1.1705514560262084e-05
Position 490: 1.1633289399180396e-05
Position 538: 1.023619277769529e-05
Position 449: 9.416811788146286e-06
Position 1271: 5.422765211657869e-06
Position 1899: 4.407505668251033e-06
Position 1025: 3.203055426088295e-06
Position 606: 2.736109404095369e-06
Position 881: 2.6684120348930556e-06
Position 1234: 2.1843563544764226e-06
Position 1212: 1.7404330358914314e-06
Position 1257: 1.4315227281457412e-06
Position 990: 1.3642558258315513e-06
Position 1677: 1.014601368207116e-06
Position 2054: 9.586143974105724e-07
Position 721: 7.451429933110891e-07
Position 766: 4.689560382009475e-07
Position 918: 4.6799690965867936e-07
Position 1161: 4.0235341391328214e-07
Position 1254: 3.835503299312971e-07
Position 185: 2.560705221469695e-07
Position 908: 2.0720166107859144e-07
Position 281: 1.9759909606839595e-07
Position 1215: 7.878373025231511e-08
Position 1275: 5.483633883112915e-08
Position 1169: 2.1918903405482303e-08
Position 245: 1.9127724776753074e-08
Position 1223: 1.83991568095264e-08
Position 1227: 1.6602565244247327e-08
Position 1287: 1.2324298102858065e-13
