Gene = RhoGDI
Position 2612: 2.987723775270795e-06
Position 82: 2.8147255785011684e-06
Position 170: 1.3714806423463037e-06
Position 866: 9.032697520377769e-07
Position 210: 8.543457921430369e-07
Position 68: 6.50004949885856e-07
Position 844: 5.903803938906421e-07
Position 901: 4.4151870745085464e-07
Position 381: 1.4223833982967284e-07
Position 72: 1.1878508841011296e-07
