Gene = klar
Position 584: 1.4532220988021311e-09
Position 590: 1.4344512324171213e-09
Position 198: 1.3695301896631993e-09
Position 643: 1.0794745604648865e-09
Position 842: 9.14835219886546e-10
Position 383: 8.138767723692169e-10
Position 570: 8.065287173366335e-10
Position 720: 7.363708182963414e-10
Position 3292: 6.54636157215604e-10
Position 1111: 4.510746561666807e-10
Position 2643: 3.9098388235627986e-10
Position 3: 3.59501791827376e-10
Position 6966: 3.2554400822951603e-10
Position 2150: 3.108779640089873e-10
Position 6962: 2.575417107190437e-10
Position 3002: 2.5239925350100466e-10
Position 774: 2.2272589050713193e-10
Position 861: 1.880682158821834e-10
Position 3287: 1.7917382289830562e-10
Position 3153: 1.3031763201346417e-10
Position 6: 1.0374896750654104e-10
Position 2215: 8.845783756329602e-11
Position 1042: 7.975974609900507e-11
Position 844: 7.868783751058562e-11
Position 875: 7.501617886902986e-11
Position 964: 6.436270485835049e-11
Position 897: 4.519782723817605e-11
Position 696: 1.4910296140727963e-11
Position 4226: 2.9167628762567336e-12
Position 2931: 2.2858079391300264e-12
Position 3579: 9.443821079345118e-13
Position 1323: 4.1049436963070606e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 25908: 0.979138461940895
Position 21553: 0.0198912684520852
Position 6693: 0.004982509253147886
Position 6423: 0.0031625131758826796
Position 6450: 0.0017447535162541576
Position 6665: 0.0010022892816487269
Position 19709: 0.0007932588995747168
Position 6163: 0.0005515253016804232
Position 5343: 0.00031781183723509385
Position 6706: 0.00011402680415806594
Position 17925: 8.324046270703875e-05
Position 4354: 7.305304878596124e-05
Position 17748: 7.283711009465271e-05
Position 3399: 5.448012196597613e-05
Position 6319: 4.9579178786591984e-05
Position 5324: 2.335254972172529e-05
Position 926: 2.26351934620606e-05
Position 5156: 2.1567933345730983e-05
Position 11238: 1.6383804072139074e-05
Position 211: 1.5541630481369084e-05
Position 2029: 1.2529268686843006e-05
Position 3144: 9.199470208223762e-06
Position 10062: 8.982529053796818e-06
Position 3035: 5.043158509289159e-06
Position 10993: 3.6738258056351762e-06
Position 1924: 3.6382001768113423e-06
Position 15915: 3.3431218082969754e-06
Position 637: 3.267610780561368e-06
Position 597: 3.233727554181557e-06
Position 4003: 2.8122060225614545e-06
Position 2981: 2.510302638647756e-06
Position 550: 2.3176295838966355e-06
Position 237: 1.7755253807415864e-06
Position 12206: 1.7357796868675692e-06
Position 4711: 1.7272601824595238e-06
Position 4339: 1.2094368038760716e-06
Position 4494: 1.206275361840064e-06
Position 1415: 1.1270247985707098e-06
Position 897: 9.017366063957337e-07
Position 4846: 8.178561887327859e-07
Position 3245: 7.917142609548003e-07
Position 4527: 7.284188285597619e-07
Position 2042: 5.944012894787763e-07
Position 3046: 5.808482230855349e-07
Position 786: 5.582938083721073e-07
Position 3312: 4.7588333124890556e-07
Position 11618: 4.239908740180252e-07
Position 11580: 4.187721038624207e-07
Position 414: 4.111156571746678e-07
Position 148: 4.096327600786159e-07
Position 3189: 4.066358812568606e-07
Position 11531: 3.955647993347728e-07
Position 13957: 3.803739540171769e-07
Position 1039: 3.73171435547783e-07
Position 11597: 3.638154369032556e-07
Position 964: 3.4703347612450184e-07
Position 2315: 3.413992099299436e-07
Position 4186: 3.413926671739956e-07
Position 4654: 2.930498203295831e-07
Position 254: 2.9103226308028875e-07
Position 4274: 2.703913249359998e-07
Position 4189: 2.441127211326063e-07
Position 774: 2.4180018773136917e-07
Position 3909: 2.3962612034351224e-07
Position 3927: 2.0769492173657573e-07
Position 4619: 1.5730392304569507e-07
Position 1565: 1.4407648312860462e-07
Position 12140: 1.4272456585893933e-07
Position 1182: 1.2434041550648384e-07
Position 7036: 1.1340842763349038e-07
Position 519: 9.531273430232879e-08
Position 9960: 9.203930508516833e-08
Position 264: 7.813156337380638e-08
Position 126: 7.778299397665648e-08
Position 11666: 7.061403059334637e-08
Position 11415: 6.414086599012342e-08
Position 12465: 5.365198912073389e-08
Position 9870: 3.361604462475981e-08
Position 9228: 3.035351288238174e-08
Position 12069: 2.9718094776294286e-08
Position 11369: 2.7371646733543775e-08
Position 11288: 1.2197793807252834e-08
Position 7929: 7.823058469368366e-09
Position 4980: 6.085970013536555e-09
Position 9833: 3.44611251768692e-09
Position 9369: 3.4154375196461918e-09
Position 9177: 2.992343235797006e-09
Position 7988: 2.750151319390088e-09
Position 7818: 1.1540122452612633e-09
Position 7638: 9.768951836427025e-10
Position 9260: 8.902510552175464e-10
Position 8351: 8.746525324178365e-10
Position 8909: 6.112021028393317e-10
Position 8766: 4.665295943525188e-10
Position 8738: 4.6546425940781945e-10
Position 7620: 4.548861204495329e-10
Position 7186: 3.289035041605372e-10
Position 7206: 2.954511743631184e-10
Position 8175: 2.730920989247818e-10
Position 6893: 1.9281622827516404e-10
Position 7327: 9.925022543939033e-11
Position 2520: 5.8179287751958735e-11
Position 2611: 4.1092110061398806e-11
Position 2290: 3.670591075270165e-11
Position 5085: 1.5091797573819433e-11
Position 2930: 1.4906670703973185e-11
Position 3646: 1.1571850436601405e-11
Position 419: 7.466784760837189e-12
Position 3564: 6.725622640334662e-12
Position 3526: 4.408695960262656e-12
Position 3723: 3.867900937900995e-12
Position 431: 3.1329478546318567e-12
Position 226: 2.7381967471149648e-12
Position 2397: 2.4619651670960484e-12
Position 610: 2.0940876156608008e-12
Position 2366: 1.9857170417417374e-12
Position 3403: 4.527049054574307e-13
Position 791: 2.45447358329283e-13
Position 2144: 2.2394454993907942e-13
Position 189: 1.9617951685211522e-13
Position 2087: 1.487262251585251e-13
Position 1788: 7.382693656573727e-14
Position 500: 8.727644657632246e-16
Position 270: 7.880305886568641e-16
Position 661: 7.146832582690666e-16
Position 435: 7.130872043789203e-16
Position 78: 4.111881399983254e-16
Position 283: 3.2149412469840395e-16
Position 403: 1.314886207879695e-16
Position 280: 8.19287127597607e-17
Position 614: 5.1977106902397095e-17
Position 740: 5.194211896758527e-17
Position 446: 2.656585607914415e-17
Position 292: 2.5322930026028608e-17
Position 266: 2.3745041796975743e-17
Position 308: 2.2534008488097205e-17
Position 668: 2.2609699065809005e-19
