Gene = Psn
Position 269: 0.003462498999554582
Position 1315: 0.002764072171871438
Position 846: 0.0025480550791797244
Position 81: 0.0023481934306376698
Position 2526: 0.0023179385594743395
Position 2042: 0.002208748118973641
Position 815: 0.0016656823963645262
Position 214: 0.00129864304655516
Position 149: 0.0012549068594294283
Position 1668: 0.0011283218508119693
Position 948: 0.0008651375557107299
Position 204: 0.0006313515074595675
Position 1290: 0.0005147607643142884
Position 175: 0.0005028993164749793
Position 2323: 0.0003419892041541935
Position 200: 0.0003123268774509674
Position 2674: 0.0003018111953407657
Position 444: 0.00019818473038117705
Position 1859: 0.00014942900247797642
Position 2267: 0.0001468677789783217
Position 1697: 0.0001369384421513039
Position 448: 0.00012260482499145444
Position 262: 0.00010767270034826653
Position 2376: 0.00010486892878943536
Position 2617: 9.762446251429284e-05
Position 790: 8.580836298769004e-05
Position 1490: 7.80789144176083e-05
Position 1797: 3.1098468099443714e-05
Position 483: 2.893275501286366e-05
Position 2635: 1.945773689625449e-05
Position 2103: 1.5421974600226836e-05
Position 2019: 1.2601414897378528e-05
Position 452: 1.2337070278746402e-05
Position 244: 1.0967490710694376e-05
Position 2165: 8.064732693334414e-06
Position 1834: 5.804842434943247e-06
Position 342: 5.51048729112535e-06
Position 2180: 5.440707943191443e-06
Position 1675: 4.304724479533964e-06
Position 1439: 2.9877532303054066e-06
Position 516: 2.4235676808932357e-06
Position 1747: 1.4638997881674603e-06
Position 2112: 1.3966268623437054e-06
Position 2197: 1.3109132726470786e-06
Position 334: 1.3018352486431986e-06
Position 1728: 1.0784423190515102e-06
Position 496: 2.6966589688090124e-07
Position 493: 2.3994346580409053e-07
Position 1492: 1.0892457603250833e-07
Position 1524: 1.020104672318076e-07
Position 523: 8.714534236678144e-08
Position 1803: 5.949957888093987e-08
Position 1777: 1.0467781200884271e-09
Position 1718: 3.824780403115105e-10
Position 183: 2.5422930141864075e-10
Position 1749: 1.5145416942181882e-10
Position 158: 4.710821053106387e-11
