Gene = Tehao
Position 3375: 0.0245697538782565
Position 1654: 0.024407780114484745
Position 1893: 0.01703266750021321
Position 3340: 0.01640313696228524
Position 1747: 0.015748521893387518
Position 567: 0.014287012048860766
Position 4076: 0.012959545320180827
Position 3038: 0.008747137719276108
Position 2937: 0.008365859613699058
Position 4221: 0.006923354677694523
Position 1527: 0.0064554909732796465
Position 1546: 0.006221873965616763
Position 1247: 0.005867240508705548
Position 819: 0.005209870190730375
Position 230: 0.004704031038342269
Position 1047: 0.003879599390484574
Position 1299: 0.003592226971386085
Position 2349: 0.0034491453669572196
Position 1438: 0.0030190642044817333
Position 2175: 0.0028184204264660342
Position 1690: 0.002765827827215068
Position 4187: 0.0026703534488472505
Position 966: 0.002244650959643298
Position 1286: 0.0022184660587046597
Position 195: 0.0019809622131401563
Position 1980: 0.0017510223420152758
Position 517: 0.0014246089388762566
Position 1734: 0.0011633917895015776
Position 1906: 0.0010698908074902448
Position 1965: 0.0008716529572159056
Position 601: 0.0008676843554739796
Position 1451: 0.0008321562941234691
Position 2046: 0.0007844999792745573
Position 386: 0.0006919453444287417
Position 399: 0.0004345159284586814
Position 1267: 0.0003292590976550687
Position 3426: 0.00021594695281919934
Position 237: 0.00011252601719430361
Position 471: 4.5146746871339796e-05
Position 978: 4.227568345330297e-05
Position 698: 4.164227215317748e-05
Position 632: 3.20361741179521e-05
Position 1059: 1.8073098616509816e-05
Position 941: 1.806124571495495e-05
Position 784: 1.37632451673926e-05
Position 984: 7.5456044437352995e-06
Position 915: 4.631519321172283e-06
Position 944: 4.425075705624874e-06
Position 456: 3.363566913872865e-06
Position 1154: 2.652611812866351e-06
Position 771: 9.630499684068214e-07
Position 873: 9.0210468242692e-07
Position 1114: 8.17281785152339e-07
Position 148: 4.054998737396725e-07
Position 99: 2.7881262639540736e-07
Position 443: 4.3659000364140715e-08
Position 288: 3.9759289304780985e-08
Position 435: 3.2346295354653604e-08
Position 115: 2.229523994141472e-08
Position 405: 2.001997687165857e-08
Position 306: 9.882130746761388e-09
Position 110: 9.235325676642217e-09
Position 120: 3.1195377059481646e-09
Position 480: 2.907297579376603e-09
Position 618: 2.246378641577674e-09
Position 645: 1.6997917519271901e-09
Position 255: 7.164419029651508e-10
Position 66: 4.786015802448562e-10
Position 122: 2.2664680038545987e-15
