Gene = Su(z)12
Position 2769: 6.004731884913254e-07
Position 2310: 5.580379910450069e-07
Position 388: 3.9133957877908837e-07
Position 206: 3.832999970497338e-07
Position 374: 3.788251292360281e-07
Position 2075: 3.2333715538514735e-07
Position 1757: 3.009329945931895e-07
Position 3343: 2.966056980159127e-07
Position 2201: 2.454902540192863e-07
Position 1253: 1.5444077084084806e-07
Position 165: 1.0343623005243348e-07
Position 1434: 9.22214664468504e-08
Position 3360: 8.749622529553157e-08
Position 340: 8.577003556619516e-08
Position 517: 7.429858867407854e-08
Position 198: 4.5621749664042476e-08
Position 3573: 1.3924025642026743e-08
Position 3599: 1.2193495898909537e-08
Position 1366: 1.057264515825695e-08
Position 447: 9.605229116303024e-09
Position 1476: 7.903728173609374e-09
Position 696: 6.11505120168919e-09
Position 2635: 4.044353002870868e-09
Position 2018: 1.4929565455206438e-09
Position 2167: 1.119760230909962e-09
Position 2458: 1.0022725371117606e-09
Position 2048: 2.653329467598818e-10
Position 2006: 2.5347359926771703e-10
Position 2095: 1.0793151278609605e-10
Position 2035: 5.7308930187532246e-11
Position 1858: 5.360811609515859e-11
Position 2072: 5.2526880616766596e-11
Position 2004: 3.526888909606568e-11
Position 2593: 1.3209606057336238e-12
Position 395: 7.553490160847072e-15
Position 1269: 9.870952122795332e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2475: 0.9995868145755382
Position 1557: 0.9896777264667441
Position 730: 0.9525871995935722
Position 1005: 0.7957323751679122
Position 4171: 0.6061448356812106
Position 1317: 0.10174839746764756
Position 4180: 0.09818975722946696
Position 4843: 0.09272835476178917
Position 935: 0.0891663623852421
Position 3696: 0.08757431385127774
Position 3941: 0.08642407908710292
Position 1401: 0.05552608122286036
Position 4818: 0.05272999492508816
Position 825: 0.05165883793793628
Position 3706: 0.046862790192013046
Position 5009: 0.03682045046665158
Position 3693: 0.028097236549751402
Position 159: 0.026557472345934967
Position 859: 0.02016834145882405
Position 2023: 0.017666082399133583
Position 3729: 0.015846283939361185
Position 1359: 0.01503381482346856
Position 2042: 0.014430022397862053
Position 1173: 0.013718152020329432
Position 3360: 0.01178758919039213
Position 1031: 0.010053432707237544
Position 4706: 0.00864167137097004
Position 953: 0.008006242928315454
Position 5012: 0.007469368198856666
Position 3411: 0.006484500987327596
Position 3484: 0.005807447795964231
Position 4191: 0.004949837652936921
Position 3644: 0.004455313721090327
Position 4300: 0.004242316390660266
Position 3512: 0.004059236956472193
Position 888: 0.0038444646791029238
Position 1690: 0.0034311895504239498
Position 4595: 0.0033944174236861533
Position 1712: 0.003299295412176212
Position 908: 0.0031906201960102613
Position 206: 0.0029607552362202355
Position 366: 0.0023646689344862196
Position 163: 0.002310983792933387
Position 4197: 0.002162333750952678
Position 3734: 0.002065828649283848
Position 4205: 0.001983951361909387
Position 1823: 0.001915812209220167
Position 2981: 0.0017300499428626033
Position 1933: 0.001720766081519937
Position 2680: 0.0017138940062794055
Position 1341: 0.001709118668653074
Position 4763: 0.001645334978855596
Position 1286: 0.001478775559414658
Position 5036: 0.0012995199687503445
Position 741: 0.0012036134645796535
Position 2965: 0.0011209037341770528
Position 831: 0.0010629998740562519
Position 1320: 0.000988440224803166
Position 5082: 0.0009450017191594011
Position 1224: 0.0009293422067498498
Position 1781: 0.000902713948045032
Position 4572: 0.0008778005666723106
Position 1458: 0.0008201025501967097
Position 2039: 0.0007269317856386862
Position 1170: 0.0007236303294057999
Position 5063: 0.0007150086528137807
Position 1778: 0.0007135465867924081
Position 2717: 0.0007047433412336611
Position 4969: 0.0005501458264712839
Position 3952: 0.0005281183903915074
Position 1218: 0.0005067990578301327
Position 1425: 0.0004926849144060884
Position 1388: 0.0004667220472293915
Position 2156: 0.00044244320376811365
Position 2519: 0.00037461714529821204
Position 5041: 0.0003706416779745495
Position 1628: 0.0002531712418033744
Position 1741: 0.00023936293362833265
Position 1221: 0.00023089374351404571
Position 4632: 0.00022544428400733638
Position 2969: 0.00022216762608224744
Position 483: 0.0002170981906986177
Position 1574: 0.00021112661418207226
Position 2302: 0.0001833260771351518
Position 2000: 0.00017458749397164812
Position 249: 0.00016784274186893217
Position 3106: 0.00016682517418997945
Position 402: 0.00016243972008484552
Position 4325: 0.00014283049044352158
Position 4322: 0.0001414782836245289
Position 271: 0.00013696468514023168
Position 3086: 0.00012862651447267286
Position 962: 0.00011917623366079615
Position 212: 0.00011174782778128403
Position 1856: 0.0001033249632893625
Position 3081: 9.851846872950429e-05
Position 3138: 8.567687965578509e-05
Position 1041: 8.186891277817257e-05
Position 1116: 7.558438994587827e-05
Position 732: 6.976306348899691e-05
Position 416: 6.401398470212468e-05
Position 3808: 6.388829475610336e-05
Position 3819: 6.21002383693975e-05
Position 842: 5.892802585182151e-05
Position 3984: 5.7432221400110364e-05
Position 3822: 5.4595927060487515e-05
Position 3573: 5.253240397447406e-05
Position 555: 5.1110842969940233e-05
Position 1519: 5.0665150466851574e-05
Position 5201: 4.424679160055849e-05
Position 1673: 4.0939143075184095e-05
Position 3594: 3.635934900257082e-05
Position 221: 3.588864627822047e-05
Position 3077: 3.4020487909696846e-05
Position 505: 2.993174195317523e-05
Position 1134: 2.8820064285639422e-05
Position 1122: 2.787840447044683e-05
Position 3585: 2.5680562858501813e-05
Position 95: 2.5030767701691252e-05
Position 653: 2.492500915375055e-05
Position 1472: 2.3082035430483332e-05
Position 844: 1.8440617138133707e-05
Position 274: 1.7769009758600624e-05
Position 2929: 1.716058022427925e-05
Position 1650: 1.674062901030656e-05
Position 181: 1.3111804272816754e-05
Position 2827: 1.310141646699541e-05
Position 799: 1.2234246851383525e-05
Position 2833: 8.657829935493643e-06
Position 501: 7.591819494097301e-06
Position 130: 7.049934867801485e-06
Position 2824: 6.543447064693717e-06
Position 629: 5.2871912506378135e-06
Position 255: 4.86048366764031e-06
Position 2987: 4.1608318341189515e-06
Position 2737: 3.5243055426343238e-06
Position 3144: 3.4223719995080667e-06
Position 3043: 1.5658522933006634e-06
Position 1068: 1.5492383486283863e-06
Position 632: 1.394677266774112e-06
Position 104: 9.570259457976923e-07
Position 2521: 6.479134913583332e-07
Position 1076: 5.859000822053767e-07
Position 1184: 5.655055068919696e-07
Position 3018: 5.307061811304427e-07
Position 2863: 3.181979331235264e-07
Position 2848: 2.564819127715523e-07
Position 2494: 2.2392191894893663e-07
Position 635: 1.5784023216810082e-07
Position 3458: 1.437016590016228e-07
Position 608: 1.1653289433333596e-07
Position 704: 1.150043760691624e-07
Position 2569: 1.1201788639135679e-07
Position 2539: 9.735850616415235e-08
Position 242: 6.631554328979593e-08
Position 308: 3.7367083024680703e-08
Position 916: 2.716247107676453e-09
Position 1065: 1.7562590512547509e-09
Position 671: 1.4079403979542816e-09
Position 771: 6.69042960421436e-10
Position 282: 5.9447989246421705e-12
