Gene = ssp6
Position 755: 1.1856187009105002e-07
Position 2891: 8.649361586227705e-08
Position 778: 6.224736528073052e-08
Position 764: 4.783149969511704e-08
Position 628: 4.7009572246049556e-08
Position 2794: 4.678381895841391e-08
Position 766: 2.5257948066067227e-08
Position 586: 1.9381423764060223e-08
Position 699: 1.7907532119864854e-08
Position 776: 1.7426354374552418e-08
Position 758: 1.6517128577522253e-08
Position 3365: 8.058641518741914e-09
Position 543: 1.866625078419346e-09
Position 665: 1.0063356440938007e-09
Position 856: 4.2132083996062684e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2619: 0.9929398225288693
Position 2196: 0.9717683985036842
Position 2780: 0.2189252251412878
Position 5053: 0.14838497000660195
Position 3875: 0.12802862627292338
Position 5254: 0.08669561304015559
Position 4182: 0.06753717563160565
Position 4899: 0.0644271885538012
Position 3690: 0.04468881612156823
Position 3914: 0.043812810244454936
Position 5385: 0.043689428929305274
Position 4946: 0.03478435476469153
Position 876: 0.02736242467943103
Position 3137: 0.025200314196717217
Position 2065: 0.021669995806435742
Position 4060: 0.019474768082650407
Position 5238: 0.01884001319380272
Position 5350: 0.017226854671753777
Position 2806: 0.014996648062425417
Position 1863: 0.011579304166185465
Position 4179: 0.010122788373063936
Position 3572: 0.009619277993738327
Position 3897: 0.009067718800963435
Position 3918: 0.007725315026786962
Position 1884: 0.0074595947493891045
Position 2328: 0.006804599388578988
Position 3845: 0.00508926421365106
Position 2880: 0.004479603173179625
Position 3708: 0.004196940832875487
Position 4071: 0.004133629209479775
Position 4865: 0.003789232158001419
Position 1670: 0.0034936232224862074
Position 3532: 0.00331039644261731
Position 2652: 0.003249180863199325
Position 5207: 0.0028051382118433276
Position 2461: 0.002382333661343257
Position 3987: 0.0020725226809262818
Position 4217: 0.002000165508716583
Position 2987: 0.0019244748591477879
Position 1357: 0.0017260800242338776
Position 925: 0.0016277493889025447
Position 1483: 0.00140769887120845
Position 3069: 0.0013848415797606606
Position 5415: 0.0013181390424992778
Position 300: 0.001227878786606703
Position 5266: 0.0011973785033497272
Position 3401: 0.0011771892540129339
Position 4976: 0.0011033512330431026
Position 1881: 0.0010704043248058977
Position 5435: 0.0010654968364097249
Position 5646: 0.0010252601244104917
Position 3398: 0.0010210538405180704
Position 429: 0.0010060956179660126
Position 1147: 0.0009799114905090546
Position 5182: 0.0008715903069160421
Position 4038: 0.0008701070289241278
Position 3452: 0.0008598655296960108
Position 892: 0.000782244520883252
Position 1822: 0.0007327422100820583
Position 5574: 0.0007264387097066832
Position 1598: 0.000682386890297904
Position 3766: 0.0005769629483068228
Position 3582: 0.0005609007021630746
Position 518: 0.0005179668924341885
Position 3609: 0.0004395994976422556
Position 4096: 0.00043533686192243445
Position 5678: 0.0004143101949754906
Position 500: 0.00035802640463600846
Position 4041: 0.0003517406355481437
Position 1320: 0.000319906878717859
Position 3021: 0.000310164415938533
Position 4202: 0.0003035417234841836
Position 2301: 0.00028384233281663197
Position 1631: 0.00025500401475293246
Position 491: 0.00024585950295098687
Position 559: 0.00024122564515073573
Position 3657: 0.00022355151780956083
Position 3612: 0.00018976408617679338
Position 1270: 0.00017730010943859656
Position 3800: 0.0001614556845696399
Position 3585: 0.00014592845998245865
Position 3588: 0.000134392638101647
Position 3365: 0.0001229092210306661
Position 2757: 0.00010648962267504852
Position 2134: 8.277485614166591e-05
Position 2808: 7.97535408131626e-05
Position 1230: 7.946933275966487e-05
Position 3414: 7.879710347391121e-05
Position 2746: 7.295981980068497e-05
Position 2791: 7.272914294215814e-05
Position 3722: 7.19907450299357e-05
Position 856: 6.884016066161388e-05
Position 2238: 6.560151103177832e-05
Position 2113: 6.45249827455646e-05
Position 4493: 6.38656232155687e-05
Position 343: 5.95167647923932e-05
Position 2738: 5.7735470818015416e-05
Position 2664: 5.72711656226703e-05
Position 3192: 5.586032503771942e-05
Position 1221: 5.5304956893005504e-05
Position 1085: 5.4702279854209196e-05
Position 3300: 5.075820748126564e-05
Position 1030: 5.049874761139465e-05
Position 1578: 4.215545529556878e-05
Position 479: 3.647469109455524e-05
Position 2069: 3.251932923709738e-05
Position 1186: 3.215032099165064e-05
Position 910: 3.114862007737627e-05
Position 1260: 2.965679502363368e-05
Position 2361: 2.797053861008821e-05
Position 458: 2.268947349013003e-05
Position 3728: 2.0710401731957382e-05
Position 994: 1.7066692621016827e-05
Position 1324: 1.6467294700621308e-05
Position 2992: 1.5128959230709526e-05
Position 844: 1.419294502602083e-05
Position 497: 1.2975940551837525e-05
Position 373: 1.185323226303753e-05
Position 3054: 9.979103022962982e-06
Position 2670: 9.612779685734079e-06
Position 211: 8.276398598684561e-06
Position 717: 8.202517263549565e-06
Position 148: 7.807434026830845e-06
Position 325: 7.260327719965208e-06
Position 311: 5.63614167846934e-06
Position 2754: 5.014711268386242e-06
Position 455: 4.020772840856017e-06
Position 186: 3.6719706136524917e-06
Position 83: 2.4961729173704624e-06
Position 2579: 1.1707896540336556e-06
Position 938: 3.0410715100637686e-07
Position 4359: 1.8903560867752244e-07
Position 461: 5.688723887678927e-08
Position 352: 2.0881171344196088e-08
Position 316: 2.0562820887782252e-08
Position 527: 2.0538774625542418e-08
Position 159: 6.448329193823739e-09
Position 370: 6.102818927618271e-09
Position 656: 5.983018297346896e-09
Position 623: 5.655047022249976e-09
Position 598: 2.9682440005001483e-09
Position 393: 2.9510323276230772e-09
Position 464: 2.5203547343672126e-09
Position 217: 2.3376496994050772e-09
Position 194: 1.449249733577049e-09
Position 568: 9.474958996120223e-10
Position 94: 7.725385677063575e-10
Position 531: 5.817871459070272e-10
Position 168: 4.511071244957459e-10
Position 261: 3.5774127615310196e-10
Position 329: 2.89741255109046e-10
Position 162: 2.4577123041316676e-10
Position 520: 1.8753561802097507e-10
Position 156: 1.1844447268301296e-10
Position 584: 1.1142355120040786e-10
